function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,replica_nmap,overloaded_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,30,1.000,6.965,3896661.333,5,0,nodeinfo,30,1.000,7.366,15780864.000,5,0,nmap,10,0.567,65.603,130498048.000,1,1,218.760,219.800,12289742848.000,12315790165.333,10,1
figlet,30,1.000,4.859,2633728.000,5,0,nodeinfo,30,1.000,6.431,11863040.000,5,0,nmap,10,0.683,61.939,117960704.000,1,1,217.093,227.980,12377057280.000,12367320576.000,10,1
figlet,30,1.000,2.960,3354624.000,1,0,nodeinfo,40,1.000,6.334,19198464.000,1,0,nmap,0,1.000,13.563,116005205.333,1,0,243.000,230.864,12382429866.667,12421858986.667,10,0
figlet,30,1.000,7.104,3354624.000,5,0,nodeinfo,40,1.000,7.485,9519104.000,5,0,nmap,0,1.000,0.196,54648832.000,1,0,232.360,230.470,12435796650.667,12384571050.667,10,0
figlet,30,1.000,6.143,3338240.000,5,0,nodeinfo,40,1.000,7.742,19808256.000,5,0,nmap,0,1.000,0.190,54648832.000,1,0,230.874,222.665,12195999061.333,12136067072.000,10,0
figlet,30,1.000,6.487,4419584.000,5,0,nodeinfo,40,1.000,6.053,4575232.000,5,0,nmap,10,0.933,50.306,104251562.667,5,0,198.800,204.270,12091703978.667,12154813098.667,10,0
figlet,30,1.000,5.721,4800512.000,1,0,nodeinfo,40,1.000,7.437,16486400.000,9,0,nmap,10,0.753,67.567,162265600.000,1,1,218.507,216.577,12154138624.000,12239854762.667,10,1
figlet,30,1.000,4.985,6628693.333,5,0,nodeinfo,40,1.000,7.798,11055104.000,5,0,nmap,10,0.240,46.947,156598272.000,1,1,216.840,218.630,12415638869.333,12505119232.000,10,1
figlet,30,1.000,4.524,4082688.000,5,0,nodeinfo,50,1.000,7.534,19718656.000,5,0,nmap,0,1.000,29.727,109223936.000,1,0,217.440,225.128,12602322261.333,12428109312.000,10,0
figlet,30,1.000,6.941,4485120.000,1,0,nodeinfo,50,1.000,8.351,8933376.000,1,0,nmap,0,1.000,0.252,54611968.000,1,0,217.040,206.640,12153174016.000,12109047125.333,10,0
figlet,30,1.000,6.236,4056064.000,1,0,nodeinfo,50,1.000,10.844,14557184.000,1,0,nmap,0,1.000,0.220,54611968.000,1,0,213.560,204.390,12038356992.000,12079730346.667,10,0
figlet,30,1.000,6.466,6242304.000,5,0,nodeinfo,50,1.000,12.753,14489600.000,5,0,nmap,10,0.797,32.691,104582656.000,5,1,205.320,209.170,12064357717.333,12159746218.667,10,1
figlet,30,1.000,5.458,2787328.000,5,0,nodeinfo,50,1.000,7.595,12631552.000,5,0,nmap,10,0.533,74.241,131549184.000,1,1,218.720,218.060,12210491392.000,12291394901.333,10,1
figlet,30,1.000,5.203,741376.000,5,0,nodeinfo,50,1.000,7.107,20201472.000,5,0,nmap,10,0.180,55.905,127583232.000,1,1,218.920,221.823,12406259712.000,12478162773.333,10,1
figlet,40,1.000,7.655,2748416.000,1,0,nodeinfo,0,1.000,0.774,5627904.000,1,0,nmap,0,1.000,24.083,67964928.000,1,0,220.000,224.370,12538560512.000,12499597824.000,10,0
figlet,40,1.000,6.853,3283626.667,1,0,nodeinfo,0,1.000,2.461,17970517.333,1,0,nmap,0,1.000,0.197,55218176.000,1,0,226.467,220.447,12456661674.667,12281198421.333,10,0
figlet,40,1.000,9.130,3510272.000,1,0,nodeinfo,0,1.000,0.273,68014080.000,1,0,nmap,0,1.000,0.222,55218176.000,1,0,193.920,183.300,12051305130.667,12056768682.667,10,0
figlet,40,1.000,7.621,4841472.000,5,0,nodeinfo,0,1.000,0.167,63068672.000,1,0,nmap,10,1.000,34.359,74123264.000,5,0,167.360,173.828,12030394368.000,12046060202.667,10,0
figlet,40,1.000,5.937,4954112.000,5,0,nodeinfo,0,1.000,0.117,62558208.000,1,0,nmap,10,1.000,78.451,68384256.000,5,0,208.920,256.024,12074421589.333,12099036160.000,10,0
figlet,40,1.000,6.522,4566528.000,13,0,nodeinfo,0,1.000,0.162,58823680.000,1,0,nmap,10,0.990,70.671,89788586.667,1,0,215.160,210.590,12101299541.333,12144825856.000,10,0
figlet,40,1.000,1.477,8654848.000,1,0,nodeinfo,0,1.000,0.124,58500096.000,1,0,nmap,20,0.138,0.194,98312192.000,1,1,219.000,206.536,12266306901.333,12281084700.444,20,1
figlet,40,1.000,6.896,2916352.000,9,0,nodeinfo,0,1.000,0.149,58579968.000,1,0,nmap,20,0.155,104.008,149541546.667,1,1,206.160,206.820,12188301994.667,12189804202.667,10,1
figlet,40,1.000,4.797,2506752.000,9,0,nodeinfo,0,1.000,0.137,58937912.889,1,0,nmap,20,0.122,98.010,147249379.556,1,1,210.760,207.427,12172946773.333,12205898296.889,10,1
figlet,40,1.000,6.397,2711552.000,1,0,nodeinfo,10,1.000,1.071,60346197.333,1,0,nmap,0,1.000,11.720,92027904.000,1,0,199.800,178.836,12213408426.667,12113460394.667,10,0
figlet,40,1.000,8.233,4299264.000,1,0,nodeinfo,10,1.000,2.002,7278592.000,1,0,nmap,0,1.000,0.216,56930304.000,1,0,169.840,171.680,12048814080.000,12082102784.000,10,0
figlet,40,1.000,7.764,4020224.000,1,0,nodeinfo,10,1.000,2.653,6549504.000,1,0,nmap,0,1.000,0.407,56915285.333,1,0,192.720,180.230,12031635456.000,12053641045.333,10,0
figlet,40,1.000,8.346,4162048.000,1,0,nodeinfo,10,1.000,5.248,13428736.000,1,0,nmap,10,0.983,23.148,104117248.000,1,0,186.960,196.126,12032179541.333,12099435178.667,10,0
figlet,40,1.000,4.990,6176768.000,5,0,nodeinfo,10,1.000,3.689,11208021.333,5,0,nmap,10,0.987,82.759,138112512.000,5,0,215.520,215.104,12135819946.667,12210514090.667,10,0
figlet,40,1.000,4.700,3028081.778,13,0,nodeinfo,10,1.000,4.606,15041536.000,1,0,nmap,10,0.637,63.937,129157461.333,1,1,220.440,243.769,12318741162.667,12347252394.667,10,1
figlet,40,1.000,6.380,2898602.667,1,0,nodeinfo,20,1.000,4.592,10506240.000,1,0,nmap,0,1.000,13.415,73534976.000,1,0,217.650,229.570,12447740586.667,12482889216.000,20,0
figlet,40,1.000,7.777,3035136.000,1,0,nodeinfo,20,1.000,5.800,17605632.000,1,0,nmap,0,1.000,0.214,57274368.000,1,0,233.320,230.430,12402894165.333,12270872405.333,10,0
figlet,40,1.000,7.006,4304896.000,1,0,nodeinfo,20,0.998,5.311,5365760.000,1,0,nmap,0,1.000,0.180,57274368.000,1,0,226.720,201.250,12125424298.667,12149963093.333,10,0
figlet,40,1.000,8.918,4409344.000,5,0,nodeinfo,20,1.000,7.218,14589952.000,5,0,nmap,10,0.923,53.811,89464661.333,5,0,197.300,201.750,12102676480.000,12189647018.667,10,0
figlet,40,1.000,3.724,4226560.000,5,0,nodeinfo,20,1.000,4.346,3092480.000,5,0,nmap,10,0.720,58.958,102670336.000,1,1,222.600,218.580,12215400448.000,12313103189.333,10,1
figlet,40,1.000,3.350,2777088.000,5,0,nodeinfo,20,1.000,3.567,70836736.000,5,0,nmap,10,0.397,28.044,137073664.000,5,1,218.200,221.090,12491051008.000,12537556992.000,10,1
figlet,40,1.000,3.623,2969600.000,1,0,nodeinfo,30,1.000,5.365,5656576.000,1,0,nmap,0,1.000,25.001,97823744.000,1,0,221.811,225.793,12668244650.667,12635316224.000,10,0
figlet,40,1.000,7.480,3128320.000,5,0,nodeinfo,30,1.000,11.340,17842176.000,5,0,nmap,0,1.000,0.219,55550464.000,1,0,231.120,229.590,12614841002.667,12629491712.000,10,0
figlet,40,1.000,8.203,2433536.000,5,0,nodeinfo,30,1.000,6.148,5050368.000,5,0,nmap,0,1.000,0.207,55556778.667,1,0,227.400,231.787,12574975590.400,12448664746.667,10,0
figlet,40,1.000,8.030,0.000,5,0,nodeinfo,30,1.000,5.520,12333568.000,5,0,nmap,10,0.880,72.334,113604608.000,5,1,223.880,218.970,12263141376.000,12283743744.000,10,1
figlet,40,1.000,3.754,3577173.333,9,0,nodeinfo,30,1.000,5.853,20430848.000,9,0,nmap,10,0.223,49.620,138946048.000,1,1,221.760,224.199,12306761045.333,12357954218.667,10,1
figlet,40,1.000,5.200,3783680.000,5,0,nodeinfo,30,1.000,5.564,21753173.333,5,0,nmap,10,0.460,67.805,148204373.333,1,1,207.280,209.081,12469836458.667,12559948288.000,10,1
figlet,40,1.000,4.510,2981888.000,1,0,nodeinfo,40,1.000,5.964,22462464.000,1,0,nmap,0,1.000,22.890,84389376.000,1,0,220.874,221.418,12530945365.333,12351664128.000,10,0
figlet,40,1.000,8.588,4358144.000,1,0,nodeinfo,40,1.000,6.719,5795840.000,1,0,nmap,0,1.000,0.193,56094720.000,1,0,214.440,208.770,12190674944.000,12189546154.667,10,0
figlet,40,1.000,8.352,4702208.000,5,0,nodeinfo,40,1.000,7.059,4505600.000,5,0,nmap,0,1.000,0.187,56094720.000,1,0,205.680,187.390,12135170730.667,12157240320.000,10,0
figlet,40,1.000,7.599,4485461.333,1,0,nodeinfo,40,1.000,10.120,14880768.000,1,0,nmap,10,0.997,48.762,82735445.333,1,0,184.920,228.250,12137056256.000,12229210794.667,10,0
figlet,40,1.000,4.730,5877760.000,5,0,nodeinfo,40,1.000,6.630,5550080.000,13,0,nmap,10,0.767,63.728,118794240.000,1,1,341.560,273.441,12244045141.333,12257319936.000,10,1
figlet,40,0.852,0.064,2957312.000,5,1,nodeinfo,40,1.000,3.347,12005888.000,5,0,nmap,10,0.217,0.918,97866547.200,1,1,219.120,223.656,12438330026.667,12692925235.200,20,1
figlet,40,1.000,6.473,2703360.000,1,0,nodeinfo,50,1.000,4.386,19693568.000,1,0,nmap,0,1.000,29.236,69161472.000,1,0,223.440,228.893,12776269824.000,12642597717.333,10,0
figlet,40,1.000,5.275,3117568.000,5,0,nodeinfo,50,1.000,10.808,14639104.000,5,0,nmap,0,1.000,0.219,51492864.000,1,0,229.720,228.360,12415357610.667,12315548842.667,10,0
figlet,40,1.000,8.785,7082496.000,9,0,nodeinfo,50,1.000,13.727,30747136.000,9,0,nmap,0,1.000,0.230,51662336.000,1,0,229.074,205.970,12296037717.333,12382028117.333,10,0
figlet,40,1.000,8.827,8684032.000,5,0,nodeinfo,50,1.000,14.157,32017066.667,5,0,nmap,10,0.500,39.575,103493120.000,5,1,200.600,212.317,12493423957.333,12641110016.000,10,1
figlet,40,1.000,6.295,4366336.000,5,0,nodeinfo,50,0.981,6.340,28391936.000,5,0,nmap,10,0.273,41.342,126462976.000,1,1,219.520,222.373,12763851434.667,12747070634.667,10,1
figlet,40,1.000,7.253,2998272.000,5,0,nodeinfo,50,1.000,9.075,4116480.000,5,0,nmap,10,0.357,50.722,136118784.000,1,1,219.520,220.559,12648659626.667,12673437013.333,10,1
figlet,50,1.000,7.140,2998272.000,1,0,nodeinfo,0,1.000,3.614,19189760.000,1,0,nmap,0,1.000,14.249,68853248.000,1,0,220.320,223.470,12691057322.667,12554075306.667,10,0
figlet,50,1.000,10.855,3491840.000,1,0,nodeinfo,0,1.000,0.127,20488192.000,1,0,nmap,0,1.000,0.230,49549312.000,1,0,217.320,186.490,12267640149.333,12204051285.333,10,0
figlet,50,1.000,10.518,4261888.000,1,0,nodeinfo,0,1.000,0.203,82742272.000,1,0,nmap,0,1.000,0.229,49549312.000,1,0,172.080,168.050,12127473664.000,12153311914.667,10,0
figlet,50,1.000,10.286,5017600.000,5,0,nodeinfo,0,1.000,0.183,73297237.333,1,0,nmap,10,1.000,24.499,63075328.000,5,0,185.640,196.580,12138138282.667,12155635029.333,10,0
figlet,50,1.000,5.316,5386922.667,9,0,nodeinfo,0,1.000,0.140,71450624.000,1,0,nmap,10,0.933,67.956,67415552.000,1,0,212.440,210.175,12178976768.000,12262508714.667,10,0
figlet,50,0.723,8.393,9280512.000,1,1,nodeinfo,0,1.000,0.175,70798165.333,1,0,nmap,10,0.987,46.123,110362624.000,1,0,210.546,208.336,12352621226.667,12406032896.000,10,1
figlet,50,1.000,7.656,9363456.000,5,0,nodeinfo,10,1.000,2.345,71275008.000,5,0,nmap,0,1.000,0.290,49512448.000,1,0,217.254,218.201,12480341333.333,12380047189.333,10,0
figlet,50,1.000,9.655,4677632.000,5,0,nodeinfo,10,1.000,1.654,4456448.000,5,0,nmap,0,1.000,0.177,49512448.000,1,0,205.200,208.343,12247445504.000,12219834880.000,10,0
figlet,50,1.000,8.849,2670592.000,17,1,nodeinfo,10,1.000,3.993,14415872.000,5,0,nmap,0,1.000,0.248,49512448.000,1,0,198.440,219.540,12202901504.000,12332169045.333,10,1
