function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,replica_nmap,overloaded_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,50,1.000,10.040,4659200.000,1,0,cows,30,1.000,4.658,13922304.000,1,0,nmap,0,1.000,0.255,57016320.000,1,0,143.320,133.360,13563904682.667,13578308266.667,10,0
figlet,50,1.000,7.329,5001216.000,1,0,cows,30,1.000,2.829,5390336.000,1,0,nmap,10,1.000,53.003,72359424.000,1,0,137.720,173.180,13551040512.000,13604134570.667,10,0
figlet,50,1.000,6.616,4611072.000,1,0,cows,30,1.000,3.036,13213696.000,1,0,nmap,10,1.000,65.501,7337984.000,1,0,205.329,199.692,13630279680.000,13661150208.000,10,0
figlet,50,1.000,7.482,4558848.000,5,0,cows,30,1.000,2.445,5304320.000,5,0,nmap,10,1.000,62.951,2924544.000,5,0,213.560,206.140,13627870549.333,13670861994.667,10,0
figlet,50,0.581,8.753,4651008.000,1,1,cows,30,1.000,2.795,5840896.000,1,0,nmap,20,0.130,75.285,32733184.000,1,1,194.480,204.871,13646865749.333,13786534343.111,10,1
figlet,50,0.999,5.616,2785280.000,9,0,cows,30,1.000,2.469,5242880.000,9,0,nmap,20,0.203,81.715,126198988.800,1,1,176.480,189.295,13774394709.333,13772494711.467,10,1
figlet,50,0.677,6.314,3042816.000,1,1,cows,30,1.000,1.869,7065600.000,9,0,nmap,20,0.127,92.036,2805760.000,1,1,201.232,209.950,13929666560.000,13834435242.667,10,1
figlet,50,1.000,6.390,3018752.000,5,0,cows,40,1.000,4.284,7196672.000,5,0,nmap,0,1.000,39.037,93702997.333,1,0,200.880,161.970,13797137066.667,13683216384.000,10,0
figlet,50,1.000,6.610,4964352.000,9,0,cows,40,1.000,6.861,18848768.000,9,0,nmap,0,1.000,0.190,56778752.000,1,0,138.480,127.410,13626180266.667,13675646122.667,10,0
figlet,50,1.000,9.625,9052672.000,13,0,cows,40,1.000,9.441,27901440.000,13,0,nmap,0,1.000,0.280,56778752.000,1,0,142.760,141.140,13746838869.333,13827260074.667,10,0
figlet,50,1.000,9.717,9558016.000,17,1,cows,40,1.000,9.572,29516800.000,17,1,nmap,10,0.943,47.881,75766784.000,1,0,148.040,171.743,13968317781.333,14080521557.333,10,1
figlet,50,0.709,4.787,9626055.111,5,1,cows,40,1.000,3.243,28900352.000,5,0,nmap,10,0.757,55.062,3738112.000,5,1,222.600,217.740,14265473024.000,14177882282.667,20,1
figlet,50,1.000,6.054,4837376.000,1,0,cows,40,1.000,4.673,8599040.000,1,0,nmap,10,0.870,46.270,141001557.333,1,1,219.520,218.020,13858314922.667,13913289557.333,10,1
figlet,50,1.000,7.736,5666816.000,1,0,cows,50,1.000,4.956,2682880.000,1,0,nmap,0,1.000,24.707,3665920.000,1,0,213.800,201.060,13994068650.667,13874211840.000,10,0
figlet,50,1.000,7.095,4542464.000,1,0,cows,50,1.000,5.653,6918144.000,1,0,nmap,0,1.000,0.181,50548736.000,1,0,162.320,150.720,13683105109.333,13688069290.667,10,0
figlet,50,1.000,9.732,5360128.000,1,0,cows,50,1.000,5.111,6840320.000,1,0,nmap,0,1.000,0.202,50548736.000,1,0,157.840,175.330,13666898602.667,13735392426.667,10,0
figlet,50,1.000,8.771,5017600.000,5,0,cows,50,1.000,5.296,5599232.000,5,0,nmap,10,1.000,48.817,75865088.000,5,0,167.160,178.910,13700377258.667,13731119957.333,10,0
figlet,50,1.000,6.259,39003136.000,5,0,cows,50,1.000,4.841,5148672.000,5,0,nmap,10,1.000,65.536,98656426.667,5,0,198.440,203.560,13752328192.000,13787511296.000,10,0
figlet,50,1.000,6.545,4931242.667,9,0,cows,50,1.000,8.979,16067925.333,9,0,nmap,10,0.813,67.507,1966080.000,1,1,212.360,203.269,13781117610.667,13917471402.667,10,1
