function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,89.160,89.160,8156904106.667,8156904106.667,10,0
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,89.360,89.360,8154626730.667,8154626730.667,10,0
figlet,0,1.000,0.000,0.000,1,0,nodeinfo,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,64.880,64.880,8156179114.667,8156179114.667,10,0
figlet,0,1.000,0.095,13575338.667,1,0,nodeinfo,0,1.000,0.140,22247765.333,1,0,curl,10,1.000,2.919,21855573.333,1,0,69.200,78.760,8152909141.333,8161754112.000,10,0
figlet,0,1.000,0.097,14024192.000,1,0,nodeinfo,0,1.000,0.141,23123456.000,1,0,curl,10,1.000,5.692,4751360.000,1,0,100.960,106.410,8175903402.667,8187525973.333,10,0
figlet,0,1.000,0.086,14347776.000,1,0,nodeinfo,0,1.000,0.136,23751680.000,1,0,curl,10,1.000,5.962,2908160.000,1,0,124.320,115.850,8144655018.667,8146798080.000,10,0
figlet,0,1.000,0.103,14674944.000,1,0,nodeinfo,0,1.000,0.145,24425472.000,1,0,curl,20,1.000,9.029,3418794.667,1,0,116.920,124.220,8139539114.667,8147146240.000,10,0
figlet,0,1.000,0.097,15131136.000,1,0,nodeinfo,0,1.000,0.123,24929280.000,1,0,curl,20,1.000,15.153,3768320.000,1,0,142.040,146.140,8147283285.333,8176323413.333,10,0
figlet,0,1.000,0.086,15393280.000,1,0,nodeinfo,0,1.000,0.140,25743872.000,1,0,curl,20,1.000,11.721,5201920.000,1,0,151.360,136.250,8154994005.333,8152035669.333,10,0
figlet,0,1.000,0.095,15666176.000,1,0,nodeinfo,0,1.000,0.134,26273792.000,1,0,curl,30,1.000,14.764,6460928.000,1,0,133.440,138.130,8145735680.000,8157780650.667,10,0
figlet,0,1.000,0.084,15953408.000,1,0,nodeinfo,0,1.000,0.127,26460672.000,1,0,curl,30,1.000,16.482,5042176.000,1,0,146.160,139.880,8157431125.333,8164299776.000,10,0
figlet,0,1.000,0.109,16294570.667,1,0,nodeinfo,0,1.000,0.116,25466368.000,1,0,curl,30,1.000,18.560,4691968.000,1,0,168.400,163.390,8161317546.667,8190881621.333,10,0
figlet,0,1.000,0.095,16492544.000,1,0,nodeinfo,0,1.000,0.134,25675776.000,1,0,curl,40,1.000,30.753,2617344.000,5,0,136.480,150.490,8164264618.667,8169480874.667,10,0
figlet,0,1.000,0.092,16545792.000,1,0,nodeinfo,0,1.000,0.114,25986730.667,1,0,curl,40,1.000,28.054,3035136.000,5,0,142.280,153.470,8166121472.000,8175949653.333,10,0
figlet,0,1.000,0.106,16607744.000,1,0,nodeinfo,0,1.000,0.145,25797632.000,1,0,curl,40,1.000,27.976,7033344.000,13,0,171.960,167.350,8196185429.333,8264371882.667,10,0
figlet,0,1.000,0.100,16627200.000,1,0,nodeinfo,0,1.000,0.136,25891840.000,1,0,curl,50,1.000,30.242,10396160.000,20,1,145.800,167.102,8355011925.333,8404763989.333,10,1
figlet,0,1.000,0.094,16645632.000,1,0,nodeinfo,0,1.000,0.120,26026496.000,1,0,curl,50,1.000,25.381,10970112.000,5,0,180.680,162.930,8515631104.000,8463033173.333,20,0
figlet,0,1.000,0.087,16699392.000,1,0,nodeinfo,0,1.000,0.143,26286592.000,1,0,curl,50,1.000,26.654,6971392.000,13,0,194.080,183.800,8283597482.667,8321423189.333,10,0
figlet,0,1.000,0.093,16704512.000,1,0,nodeinfo,10,1.000,1.172,27404800.000,1,0,curl,0,1.000,12.855,10938368.000,1,0,177.050,131.909,8395261542.400,8350877696.000,10,0
figlet,0,1.000,0.099,16710656.000,1,0,nodeinfo,10,1.000,3.701,5722112.000,1,0,curl,0,1.000,0.204,10792960.000,1,0,137.160,113.933,8261091328.000,8235365376.000,10,0
figlet,0,1.000,0.095,16758272.000,1,0,nodeinfo,10,1.000,1.983,5541888.000,1,0,curl,0,1.000,0.187,31655424.000,1,0,142.320,136.570,8232551765.333,8247431509.333,10,0
figlet,0,1.000,0.097,16764928.000,1,0,nodeinfo,10,1.000,3.364,7663616.000,1,0,curl,10,1.000,3.525,33040896.000,1,0,103.920,116.950,8214424917.333,8223541589.333,10,0
figlet,0,1.000,0.092,16773973.333,1,0,nodeinfo,10,1.000,2.197,5476352.000,1,0,curl,10,1.000,6.116,5221888.000,1,0,133.600,139.610,8237178880.000,8251874133.333,10,0
figlet,0,1.000,0.084,16834560.000,1,0,nodeinfo,10,1.000,2.008,5431296.000,1,0,curl,10,1.000,8.155,5048832.000,1,0,153.440,141.320,8245476010.667,8258218154.667,10,0
figlet,0,1.000,0.087,16842752.000,1,0,nodeinfo,10,1.000,3.439,12826624.000,1,0,curl,20,1.000,9.359,3435178.667,1,0,148.640,154.640,8255244970.667,8269315413.333,10,0
figlet,0,1.000,0.090,16842752.000,1,0,nodeinfo,10,1.000,3.432,16181930.667,5,0,curl,20,1.000,14.104,3272704.000,5,0,148.680,151.150,8279515818.667,8273747285.333,10,0
figlet,0,1.000,0.108,16842752.000,1,0,nodeinfo,10,1.000,2.457,5402624.000,5,0,curl,20,1.000,15.210,4939264.000,5,0,148.040,152.270,8283998890.667,8275142997.333,10,0
figlet,0,1.000,0.085,16842752.000,1,0,nodeinfo,10,1.000,2.400,5402624.000,5,0,curl,30,1.000,21.061,3653632.000,13,0,153.120,167.280,8283682133.333,8344817152.000,10,0
figlet,0,1.000,0.077,16847872.000,1,0,nodeinfo,10,1.000,2.491,5529600.000,1,0,curl,30,1.000,18.794,9306624.000,17,1,174.360,178.410,8430503253.333,8486375253.333,10,1
figlet,0,1.000,0.091,16865280.000,1,0,nodeinfo,10,1.000,2.322,8241152.000,1,0,curl,30,1.000,20.424,9900714.667,1,0,182.120,172.089,8550844416.000,8531505322.667,20,0
figlet,0,1.000,0.094,16902485.333,1,0,nodeinfo,10,1.000,3.054,5079040.000,1,0,curl,40,1.000,19.038,5439488.000,1,0,189.240,188.822,8316293120.000,8342810112.000,10,0
figlet,0,1.000,0.103,16875520.000,1,0,nodeinfo,10,1.000,1.772,6324224.000,1,0,curl,40,1.000,26.736,7299072.000,1,0,188.040,200.700,8348084224.000,8360812373.333,10,0
figlet,0,1.000,0.091,16879616.000,1,0,nodeinfo,10,1.000,1.828,5345280.000,1,0,curl,40,1.000,27.024,5736448.000,1,0,197.000,184.870,8354646016.000,8354953045.333,10,0
figlet,0,1.000,0.088,16896000.000,1,0,nodeinfo,10,1.000,2.481,19107840.000,1,0,curl,50,1.000,32.371,6041600.000,1,0,188.960,192.000,8330104149.333,8345871872.000,10,0
figlet,0,1.000,0.100,16907776.000,1,0,nodeinfo,10,1.000,2.435,5496832.000,1,0,curl,50,1.000,37.505,5985792.000,1,0,205.465,196.326,8343945898.667,8353623210.667,10,0
figlet,0,1.000,0.091,16912384.000,1,0,nodeinfo,10,1.000,2.419,7667712.000,5,0,curl,50,1.000,29.099,3084288.000,5,0,175.040,190.340,8334070442.667,8344855893.333,10,0
figlet,0,1.000,0.092,17025536.000,1,0,nodeinfo,20,1.000,3.437,5853184.000,5,0,curl,0,1.000,15.222,3084288.000,1,0,181.680,147.730,8361405098.667,8332509354.667,10,0
figlet,0,1.000,0.108,16924672.000,1,0,nodeinfo,20,1.000,6.736,5513216.000,9,0,curl,0,1.000,0.206,32686080.000,1,0,118.520,108.140,8305261226.667,8341600426.667,10,0
figlet,0,1.000,0.090,16930645.333,1,0,nodeinfo,20,1.000,10.647,10984448.000,17,1,curl,0,1.000,0.168,32686080.000,1,0,143.720,134.290,8440771242.667,8527271253.333,10,1
figlet,10,1.000,1.435,3194880.000,5,0,nodeinfo,0,1.000,3.097,23524693.333,1,0,curl,0,1.000,0.187,32700416.000,1,0,128.880,126.850,8633860778.667,8468633088.000,20,0
figlet,10,1.000,2.074,3861162.667,1,0,nodeinfo,0,1.000,0.147,39254528.000,1,0,curl,0,1.000,0.203,32686080.000,1,0,109.080,102.520,8272044032.000,8277189120.000,10,0
figlet,10,1.000,2.422,3468800.000,1,0,nodeinfo,0,1.000,0.120,38916096.000,1,0,curl,0,1.000,0.195,32686933.333,1,0,114.520,113.090,8267499520.000,8309789696.000,10,0
figlet,10,1.000,2.191,4546560.000,1,0,nodeinfo,0,1.000,0.124,38918144.000,1,0,curl,10,1.000,5.646,34342400.000,1,0,127.400,127.560,8319094784.000,8297227605.333,10,0
figlet,10,1.000,2.088,3819008.000,1,0,nodeinfo,0,1.000,0.133,38309546.667,1,0,curl,10,1.000,6.926,4434432.000,1,0,145.280,131.560,8297351168.000,8315045034.667,10,0
figlet,10,1.000,2.027,4034560.000,1,0,nodeinfo,0,1.000,0.123,37285888.000,1,0,curl,10,1.000,5.988,4739072.000,1,0,139.480,137.130,8295797418.667,8320130218.667,10,0
figlet,10,1.000,2.295,3809280.000,1,0,nodeinfo,0,1.000,0.121,37301248.000,1,0,curl,20,1.000,9.623,5574144.000,1,0,155.920,155.180,8319629994.667,8338957482.667,10,0
figlet,10,1.000,2.414,4792320.000,1,0,nodeinfo,0,1.000,0.127,37278208.000,1,0,curl,20,1.000,11.996,2920448.000,1,0,179.720,184.490,8361268565.333,8405369514.667,10,0
figlet,10,1.000,1.838,3473408.000,1,0,nodeinfo,0,1.000,0.124,37275306.667,1,0,curl,20,1.000,11.506,6732288.000,1,0,200.560,166.331,8366529877.333,8356357290.667,10,0
figlet,10,1.000,2.397,3868672.000,1,0,nodeinfo,0,1.000,0.136,37362176.000,1,0,curl,30,1.000,17.235,6715392.000,1,0,172.885,167.151,8348998314.667,8379005781.333,10,0
figlet,10,1.000,2.003,4258304.000,1,0,nodeinfo,0,1.000,0.129,37330090.667,1,0,curl,30,1.000,20.059,3578538.667,1,0,203.000,204.380,8386192725.333,8392261290.667,10,0
figlet,10,1.000,2.183,2711552.000,5,0,nodeinfo,0,1.000,0.129,37240661.333,1,0,curl,30,1.000,20.785,5812736.000,5,0,175.600,170.002,8366085461.333,8386329941.333,10,0
figlet,10,1.000,2.454,3466752.000,5,0,nodeinfo,0,1.000,0.131,37282304.000,1,0,curl,40,1.000,22.655,5035349.333,5,0,164.640,178.380,8383304362.667,8379594069.333,10,0
figlet,10,1.000,2.264,3652608.000,5,0,nodeinfo,0,1.000,0.117,37421056.000,1,0,curl,40,1.000,25.690,4091904.000,13,0,176.440,183.210,8359497045.333,8423255552.000,10,0
figlet,10,1.000,1.428,2985984.000,1,0,nodeinfo,0,1.000,0.119,37608960.000,1,0,curl,40,1.000,20.382,9725440.000,5,0,215.240,206.450,8510289237.333,8574016853.333,20,0
figlet,10,1.000,2.276,3945472.000,1,0,nodeinfo,0,1.000,0.107,37665280.000,1,0,curl,50,1.000,28.293,6395562.667,13,0,220.040,214.480,8386867882.667,8467393365.333,10,0
figlet,10,1.000,1.369,3573077.333,5,0,nodeinfo,0,1.000,0.135,37233664.000,1,0,curl,50,1.000,28.321,10685098.667,5,0,189.280,183.880,8587964416.000,8548950528.000,20,0
figlet,10,1.000,1.797,3139584.000,1,0,nodeinfo,0,1.000,0.127,37171200.000,1,0,curl,50,1.000,31.446,3382784.000,1,0,190.960,187.660,8415580160.000,8426926080.000,10,0
figlet,10,1.000,2.138,3047424.000,1,0,nodeinfo,10,1.000,1.212,38087168.000,1,0,curl,0,1.000,13.742,3713024.000,1,0,199.280,151.410,8408091989.333,8414681429.333,10,0
figlet,10,1.000,2.359,4399104.000,1,0,nodeinfo,10,1.000,2.118,22433792.000,1,0,curl,0,1.000,0.176,33767936.000,1,0,145.120,136.750,8427053738.667,8426299392.000,10,0
figlet,10,1.000,1.975,3811328.000,1,0,nodeinfo,10,1.000,1.595,4648960.000,1,0,curl,0,1.000,0.204,33771520.000,1,0,152.000,163.089,8422038869.333,8467728554.667,10,0
figlet,10,1.000,2.038,4523520.000,1,0,nodeinfo,10,1.000,3.106,6766592.000,1,0,curl,10,1.000,5.361,35088042.667,1,0,164.000,158.430,8422040917.333,8431162880.000,10,0
figlet,10,1.000,2.069,3158016.000,5,0,nodeinfo,10,1.000,2.110,3989504.000,5,0,curl,10,1.000,6.182,4120576.000,5,0,163.240,164.530,8436315477.333,8452251989.333,10,0
figlet,10,1.000,2.156,4350976.000,5,0,nodeinfo,10,1.000,2.273,3989504.000,5,0,curl,10,1.000,5.138,2789376.000,5,0,161.080,159.330,8438166869.333,8449312768.000,10,0
figlet,10,1.000,1.648,3059712.000,5,0,nodeinfo,10,1.000,2.143,7917568.000,5,0,curl,20,1.000,12.479,4258816.000,5,0,171.880,173.050,8443627520.000,8451874986.667,10,0
figlet,10,1.000,2.232,3869696.000,1,0,nodeinfo,10,1.000,2.375,4182016.000,1,0,curl,20,1.000,12.333,4106922.667,9,0,172.960,174.990,8464884394.667,8506555733.333,10,0
figlet,10,1.000,1.828,3967488.000,1,0,nodeinfo,10,1.000,1.651,3780608.000,1,0,curl,20,1.000,12.774,7892992.000,1,0,167.520,180.941,8523767808.000,8590982485.333,10,0
figlet,10,1.000,2.239,5562368.000,1,0,nodeinfo,10,1.000,1.737,8519680.000,1,0,curl,30,1.000,19.322,4870144.000,1,0,217.560,204.818,8496131413.333,8495834453.333,10,0
figlet,10,1.000,2.172,3880960.000,1,0,nodeinfo,10,1.000,2.026,7024640.000,1,0,curl,30,1.000,21.434,4919296.000,1,0,190.400,196.030,8472959658.667,8495165952.000,10,0
figlet,10,1.000,2.061,3441152.000,1,0,nodeinfo,10,1.000,1.725,5283840.000,1,0,curl,30,1.000,24.435,5308416.000,1,0,195.600,188.590,8469730645.333,8505452202.667,10,0
figlet,10,1.000,2.246,3508224.000,1,0,nodeinfo,10,1.000,2.230,6795264.000,1,0,curl,40,1.000,19.846,5873664.000,1,0,201.400,211.160,8490714453.333,8617486336.000,10,0
figlet,10,1.000,2.065,3983360.000,5,0,nodeinfo,10,1.000,2.032,5554176.000,5,0,curl,40,1.000,26.921,6111744.000,5,0,212.520,211.160,8717863594.667,8747441834.667,10,0
figlet,10,1.000,1.601,3059712.000,5,0,nodeinfo,10,1.000,2.276,4612096.000,5,0,curl,40,1.000,21.620,4892672.000,5,0,190.240,194.884,8731490304.000,8630777856.000,10,0
figlet,10,1.000,2.345,3219456.000,5,0,nodeinfo,10,1.000,3.214,13471744.000,5,0,curl,50,1.000,29.318,8371200.000,13,0,215.840,219.999,8528359424.000,8604010837.333,10,0
figlet,10,1.000,2.504,3129344.000,5,0,nodeinfo,10,1.000,2.848,5779456.000,5,0,curl,50,1.000,34.625,5103616.000,20,1,226.840,217.148,8718862336.000,8801485312.000,10,1
figlet,10,1.000,1.776,3436544.000,1,0,nodeinfo,10,1.000,1.984,12156928.000,1,0,curl,50,1.000,24.548,8288256.000,1,0,231.628,203.263,8858357760.000,8718895616.000,20,0
figlet,10,1.000,1.843,3770880.000,1,0,nodeinfo,20,1.000,2.959,5885952.000,1,0,curl,0,1.000,12.087,3190784.000,1,0,220.094,182.243,8465439402.667,8476772010.667,10,0
figlet,10,1.000,2.322,4956160.000,1,0,nodeinfo,20,1.000,3.297,5615616.000,1,0,curl,0,1.000,0.148,3751936.000,1,0,157.560,142.600,8460064768.000,8453484373.333,10,0
figlet,10,1.000,2.360,4184064.000,1,0,nodeinfo,20,1.000,5.171,8474624.000,1,0,curl,0,1.000,0.189,32907264.000,1,0,152.760,174.610,8401805994.667,8439775744.000,10,0
figlet,10,1.000,1.908,3944448.000,1,0,nodeinfo,20,1.000,3.807,3809280.000,1,0,curl,10,1.000,4.301,33901056.000,1,0,181.360,163.170,8403486720.000,8396494165.333,10,0
figlet,10,1.000,1.705,3698688.000,1,0,nodeinfo,20,1.000,3.344,5795840.000,1,0,curl,10,1.000,7.569,4980736.000,1,0,172.120,171.200,8394603861.333,8417426602.667,10,0
figlet,10,1.000,2.447,3889152.000,1,0,nodeinfo,20,1.000,3.216,8536064.000,1,0,curl,10,1.000,9.278,4641280.000,1,0,183.440,173.070,8369529514.667,8385751552.000,10,0
figlet,10,1.000,1.525,3989504.000,1,0,nodeinfo,20,1.000,3.114,5566464.000,1,0,curl,20,1.000,12.171,5631488.000,1,0,175.520,175.060,8364871680.000,8386889386.667,10,0
figlet,10,1.000,2.223,3952640.000,5,0,nodeinfo,20,1.000,3.190,5509120.000,5,0,curl,20,1.000,15.427,4782080.000,5,0,178.200,179.250,8380058965.333,8385762133.333,10,0
figlet,10,1.000,1.693,3842048.000,5,0,nodeinfo,20,1.000,4.105,5246976.000,5,0,curl,20,1.000,12.086,5049856.000,5,0,183.560,177.000,8386797568.000,8399882922.667,10,0
figlet,10,1.000,2.342,4116480.000,5,0,nodeinfo,20,1.000,4.326,5234688.000,5,0,curl,30,1.000,19.122,5378048.000,5,0,174.400,187.510,8400140970.667,8407845376.000,10,0
figlet,10,1.000,2.261,3108864.000,9,0,nodeinfo,20,1.000,5.978,5750784.000,13,0,curl,30,1.000,21.613,7414784.000,17,1,196.520,199.420,8413256362.667,8549234517.333,10,1
figlet,10,1.000,1.601,3579904.000,1,0,nodeinfo,20,1.000,4.273,22343680.000,5,0,curl,30,1.000,16.147,10702848.000,5,0,263.480,258.150,8831709866.667,8814153386.667,20,0
figlet,10,1.000,1.790,3387392.000,1,0,nodeinfo,20,1.000,4.295,19862869.333,1,0,curl,40,1.000,25.226,3072000.000,1,0,237.000,235.610,8634209621.333,8623746218.667,10,0
figlet,10,1.000,1.613,3497984.000,1,0,nodeinfo,20,1.000,3.424,20267008.000,1,0,curl,40,1.000,16.595,3431424.000,1,0,230.520,230.878,8599387477.333,8551834282.667,10,0
figlet,10,1.000,2.382,3129344.000,1,0,nodeinfo,20,1.000,4.348,7770112.000,1,0,curl,40,1.000,23.113,10264576.000,1,0,227.760,231.260,8421508437.333,8433257472.000,10,0
figlet,10,1.000,2.222,3375104.000,5,0,nodeinfo,20,1.000,3.726,7397376.000,5,0,curl,50,1.000,20.916,2924544.000,5,0,219.360,212.680,8387419477.333,8410384725.333,10,0
figlet,10,1.000,1.843,2904064.000,5,0,nodeinfo,20,1.000,3.292,6066176.000,5,0,curl,50,1.000,31.060,5138432.000,5,0,218.200,216.050,8395732992.000,8413384362.667,10,0
figlet,10,1.000,2.246,3520512.000,5,0,nodeinfo,20,1.000,4.413,13004800.000,5,0,curl,50,1.000,22.224,4464640.000,13,0,204.560,212.768,8425601024.000,8494270805.333,10,0
figlet,10,1.000,1.451,3127296.000,1,0,nodeinfo,30,1.000,9.093,11808768.000,13,0,curl,0,1.000,11.204,8683520.000,1,0,226.600,217.360,8590289578.667,8720277674.667,10,0
figlet,10,1.000,2.211,3005098.667,1,0,nodeinfo,30,1.000,3.922,5332992.000,5,0,curl,0,1.000,0.201,33116160.000,1,0,220.200,175.759,8802501973.333,8575367168.000,20,0
figlet,10,1.000,1.758,4132352.000,1,0,nodeinfo,30,1.000,12.504,11471872.000,13,0,curl,0,1.000,0.183,33116160.000,1,0,170.880,167.720,8405841920.000,8524709205.333,10,0
figlet,10,1.000,1.803,3556693.333,1,0,nodeinfo,30,1.000,6.089,4792320.000,5,0,curl,10,1.000,2.611,34558464.000,1,0,176.480,165.975,8675232426.667,8562462208.000,20,0
figlet,10,1.000,2.208,3506688.000,1,0,nodeinfo,30,1.000,8.024,16384000.000,1,0,curl,10,1.000,7.191,4628480.000,1,0,205.933,189.462,8425665331.200,8478340096.000,10,0
figlet,10,1.000,2.248,4532224.000,1,0,nodeinfo,30,1.000,4.319,4665344.000,1,0,curl,10,1.000,8.080,4558848.000,1,0,190.280,183.460,8410660181.333,8434912426.667,10,0
figlet,10,1.000,2.403,4063232.000,1,0,nodeinfo,30,1.000,4.874,5054464.000,1,0,curl,20,1.000,12.482,5074944.000,1,0,180.920,188.460,8415613610.667,8439140352.000,10,0
figlet,10,1.000,2.591,4319232.000,1,0,nodeinfo,30,1.000,4.937,7008256.000,1,0,curl,20,1.000,11.478,4861952.000,1,0,204.400,191.670,8412610560.000,8439030101.333,10,0
figlet,10,1.000,2.350,3868672.000,1,0,nodeinfo,30,0.997,4.735,5632000.000,1,0,curl,20,1.000,15.986,5352960.000,1,0,205.360,202.470,8421301589.333,8443064490.667,10,0
figlet,10,1.000,2.196,3391488.000,5,0,nodeinfo,30,1.000,6.123,5304320.000,5,0,curl,30,1.000,18.941,6555136.000,5,0,201.960,199.020,8425325909.333,8449225386.667,10,0
figlet,10,1.000,1.524,3792896.000,5,0,nodeinfo,30,1.000,5.526,5562368.000,5,0,curl,30,1.000,19.759,4651008.000,5,0,205.400,204.260,8449982464.000,8455543466.667,10,0
figlet,10,1.000,2.747,3918336.000,5,0,nodeinfo,30,1.000,5.985,7716864.000,5,0,curl,30,1.000,17.517,8082944.000,13,0,202.880,208.407,8440752810.667,8505635669.333,10,0
figlet,10,1.000,1.908,3381248.000,5,0,nodeinfo,30,1.000,6.849,11026432.000,13,0,curl,40,1.000,18.374,3125248.000,20,1,208.480,208.870,8604228949.333,8761943893.333,10,1
figlet,10,1.000,1.637,2899968.000,1,0,nodeinfo,30,1.000,7.491,20271104.000,1,0,curl,40,1.000,25.950,5713920.000,1,0,238.360,340.220,9024386389.333,8974894080.000,20,0
figlet,10,1.000,1.334,2760704.000,1,0,nodeinfo,30,1.000,5.443,43155456.000,1,0,curl,40,1.000,17.462,3969024.000,1,0,239.440,234.660,8681221461.333,8606433280.000,10,0
figlet,10,1.000,1.862,2760704.000,5,0,nodeinfo,30,1.000,5.165,7598080.000,5,0,curl,50,1.000,28.107,2883584.000,5,0,225.360,231.350,8557446485.333,8583386453.333,10,0
figlet,10,1.000,2.223,2994176.000,5,0,nodeinfo,30,1.000,4.510,7766016.000,5,0,curl,50,1.000,36.010,3436544.000,5,0,225.200,225.110,8568645632.000,8561509546.667,10,0
figlet,10,1.000,1.742,3438592.000,1,0,nodeinfo,30,1.000,3.913,5410816.000,5,0,curl,50,1.000,31.517,6727168.000,13,0,223.320,218.442,8547526656.000,8599198549.333,10,0
figlet,10,1.000,1.800,3260416.000,1,0,nodeinfo,40,1.000,8.114,9465856.000,1,0,curl,0,1.000,2.876,2992128.000,1,0,228.360,225.090,8665171968.000,8773951488.000,20,0
figlet,10,1.000,2.057,2535424.000,5,0,nodeinfo,40,1.000,8.716,20344832.000,5,0,curl,0,1.000,0.196,3305472.000,1,0,187.320,178.810,8468217856.000,8472859136.000,10,0
figlet,10,1.000,2.377,3513344.000,1,0,nodeinfo,40,1.000,7.441,6946816.000,1,0,curl,0,1.000,0.178,31412224.000,1,0,161.920,149.190,8494839808.000,8468643157.333,10,0
figlet,10,1.000,2.335,3987456.000,1,0,nodeinfo,40,1.000,6.975,9752576.000,1,0,curl,10,1.000,4.481,32364544.000,1,0,155.080,160.814,8445793621.333,8457995434.667,10,0
figlet,10,1.000,1.840,4005888.000,1,0,nodeinfo,40,1.000,5.455,5644288.000,1,0,curl,10,1.000,7.171,5388288.000,1,0,178.600,183.360,8446358186.667,8465304234.667,10,0
figlet,10,1.000,2.076,3917824.000,1,0,nodeinfo,40,1.000,6.787,7987200.000,1,0,curl,10,1.000,6.629,2990080.000,1,0,195.160,184.330,8428306432.000,8453357909.333,10,0
figlet,10,1.000,2.358,2940928.000,1,0,nodeinfo,40,1.000,6.878,7737344.000,1,0,curl,20,1.000,12.184,5052416.000,1,0,196.200,198.610,8439010645.333,8460840618.667,10,0
figlet,10,1.000,1.949,4169728.000,5,0,nodeinfo,40,1.000,6.283,4993024.000,5,0,curl,20,1.000,10.892,2936832.000,5,0,216.040,205.360,8428116650.667,8452275541.333,10,0
figlet,10,1.000,1.923,3457024.000,5,0,nodeinfo,40,0.999,7.759,5963776.000,5,0,curl,20,1.000,13.733,4461909.333,5,0,196.920,195.670,8462826837.333,8466161152.000,10,0
figlet,10,1.000,1.383,3452928.000,5,0,nodeinfo,40,1.000,6.772,7761920.000,5,0,curl,30,1.000,18.389,4742144.000,5,0,198.040,201.180,8456401578.667,8469684565.333,10,0
figlet,10,1.000,1.701,2904064.000,1,0,nodeinfo,40,0.996,9.423,8924160.000,9,0,curl,30,1.000,21.942,6076928.000,9,0,205.440,209.058,8458896042.667,8603638613.333,10,0
figlet,10,1.000,1.951,3394901.333,1,0,nodeinfo,40,1.000,9.222,22829909.333,20,1,curl,30,1.000,13.880,3457024.000,1,0,216.202,223.869,8783540224.000,8956426069.333,10,1
figlet,10,1.000,1.673,2973696.000,1,0,nodeinfo,50,1.000,4.997,25112576.000,5,0,curl,10,1.000,4.604,4251648.000,1,0,238.560,205.992,8817873578.667,8576157696.000,10,0
figlet,10,1.000,1.922,3796480.000,1,0,nodeinfo,50,1.000,10.509,8462336.000,1,0,curl,10,1.000,7.533,4016640.000,1,0,231.080,218.427,8520748373.333,8548434944.000,10,0
figlet,10,1.000,1.794,3022848.000,1,0,nodeinfo,50,1.000,6.905,5816320.000,1,0,curl,10,1.000,6.369,4079616.000,1,0,200.760,196.390,8458275498.667,8484059306.667,10,0
figlet,10,1.000,2.022,3614720.000,1,0,nodeinfo,50,1.000,6.485,7421952.000,1,0,curl,20,1.000,8.576,4433408.000,1,0,215.280,199.060,8476753237.333,8512960000.000,10,0
figlet,10,1.000,1.767,4151296.000,1,0,nodeinfo,50,1.000,7.553,5681152.000,1,0,curl,20,1.000,12.716,2928640.000,1,0,208.200,224.330,8501652138.667,8531426645.333,10,0
figlet,10,1.000,2.180,4091392.000,5,0,nodeinfo,50,0.997,7.222,5214208.000,5,0,curl,20,1.000,12.871,5419520.000,5,0,263.329,210.942,8525662890.667,8539382613.333,10,0
figlet,10,1.000,2.047,4078592.000,5,0,nodeinfo,50,1.000,6.679,5177344.000,5,0,curl,30,1.000,20.701,4971520.000,5,0,200.528,203.982,8531503786.667,8531656533.333,10,0
figlet,10,1.000,2.115,3936256.000,5,0,nodeinfo,50,1.000,11.764,16233130.667,13,0,curl,30,1.000,20.131,7003477.333,13,0,210.680,219.080,8513213781.333,8665769472.000,10,0
figlet,10,0.753,2.717,3125248.000,1,1,nodeinfo,50,1.000,24.740,28925952.000,20,1,curl,30,0.347,12.273,10531498.667,1,1,240.680,359.114,8916169386.667,9192322616.889,10,1
figlet,20,1.000,6.647,5312512.000,1,0,nodeinfo,0,1.000,0.294,8634368.000,1,0,curl,10,1.000,2.734,3111594.667,1,0,244.880,196.530,8653383680.000,8498099370.667,10,0
figlet,20,1.000,3.872,6912512.000,5,0,nodeinfo,0,1.000,0.123,25755136.000,1,0,curl,10,1.000,7.186,25381376.000,5,0,169.040,165.450,8444712960.000,8465329493.333,10,0
figlet,20,1.000,4.330,4339712.000,1,0,nodeinfo,0,1.000,0.131,26381312.000,1,0,curl,10,1.000,8.343,4306944.000,1,0,230.000,178.640,8470256298.667,8477877760.000,10,0
figlet,20,1.000,3.152,4278272.000,1,0,nodeinfo,0,1.000,0.151,26889728.000,1,0,curl,20,1.000,11.326,4421632.000,1,0,152.520,155.989,8452261888.000,8467470848.000,10,0
figlet,20,1.000,3.870,4177920.000,1,0,nodeinfo,0,1.000,0.137,27537066.667,1,0,curl,20,1.000,15.010,5128192.000,1,0,189.400,166.700,8450398890.667,8463856128.000,10,0
