function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_qrcode-go,rate_function_qrcode-go,success_rate_function_qrcode-go,cpu_usage_function_qrcode-go,ram_usage_function_qrcode-go,replica_qrcode-go,overloaded_function_qrcode-go,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,2.105,17619456.000,1,0,nodeinfo,10,1.000,2.279,57190400.000,1,0,qrcode-go,50,1.000,63.953,28460544.000,1,0,138.080,139.980,12251217920.000,12248576341.333,10,0
figlet,10,1.000,2.371,17825280.000,1,0,nodeinfo,20,1.000,3.525,57365333.333,1,0,qrcode-go,0,1.000,21.189,27979776.000,1,0,132.240,94.270,12248939178.667,12246418944.000,10,0
figlet,10,1.000,2.151,17716224.000,1,0,nodeinfo,20,1.000,3.795,57571840.000,1,0,qrcode-go,0,1.000,0.114,27635712.000,1,0,71.120,69.400,12262436181.333,12273574058.667,10,0
figlet,10,1.000,1.337,17809920.000,1,0,nodeinfo,20,1.000,3.345,57624576.000,1,0,qrcode-go,0,1.000,0.138,27635712.000,1,0,73.480,72.150,12279786837.333,12275260928.000,10,0
figlet,10,1.000,2.422,17664000.000,1,0,nodeinfo,20,1.000,4.310,57974784.000,1,0,qrcode-go,10,1.000,7.694,27948544.000,1,0,64.560,83.030,12274787669.333,12282445994.667,10,0
figlet,10,1.000,2.069,17671680.000,1,0,nodeinfo,20,1.000,4.064,57828864.000,1,0,qrcode-go,10,1.000,12.742,28206080.000,1,0,85.400,85.040,12283525120.000,12286451882.667,10,0
figlet,10,1.000,2.199,17668266.667,1,0,nodeinfo,20,1.000,3.785,57896960.000,1,0,qrcode-go,10,1.000,8.145,27943936.000,1,0,90.800,82.410,12281910613.333,12274003114.667,10,0
figlet,10,1.000,2.194,17732096.000,1,0,nodeinfo,20,1.000,3.328,57885696.000,1,0,qrcode-go,20,1.000,23.327,28168874.667,1,0,74.400,91.710,12275376128.000,12273349802.667,10,0
figlet,10,1.000,2.202,17731584.000,1,0,nodeinfo,20,1.000,3.197,57971712.000,1,0,qrcode-go,20,1.000,28.408,27969365.333,1,0,98.000,97.420,12267259221.333,12276902912.000,10,0
figlet,10,1.000,2.079,17661269.333,1,0,nodeinfo,20,1.000,3.617,57948160.000,1,0,qrcode-go,20,1.000,18.830,27784704.000,1,0,103.360,100.120,12288398677.333,12284189696.000,10,0
figlet,10,1.000,2.333,17635840.000,1,0,nodeinfo,20,1.000,3.347,57992704.000,1,0,qrcode-go,30,1.000,36.969,28420608.000,1,0,93.960,108.750,12273694037.333,12282866688.000,10,0
figlet,10,1.000,1.851,17667925.333,1,0,nodeinfo,20,1.000,4.206,58148352.000,1,0,qrcode-go,30,1.000,32.889,28684288.000,1,0,115.400,111.930,12300511914.667,12306796373.333,10,0
figlet,10,1.000,1.847,17641472.000,1,0,nodeinfo,20,1.000,3.652,58111488.000,1,0,qrcode-go,30,1.000,36.729,28185088.000,1,0,121.000,115.060,12313384960.000,12311483733.333,10,0
figlet,10,1.000,2.271,17670144.000,1,0,nodeinfo,20,1.000,3.272,58137600.000,1,0,qrcode-go,40,1.000,50.463,28821504.000,1,0,112.520,126.340,12311280298.667,12302569472.000,10,0
figlet,10,1.000,2.245,17641472.000,1,0,nodeinfo,20,1.000,3.270,58141354.667,1,0,qrcode-go,40,1.000,40.736,27942400.000,1,0,109.720,128.520,12288847189.333,12297556138.667,10,0
figlet,10,1.000,2.098,17712469.333,5,0,nodeinfo,20,1.000,4.114,58126336.000,5,0,qrcode-go,40,1.000,50.539,28868608.000,5,0,116.040,131.820,12313050453.333,12310133760.000,10,0
figlet,10,1.000,2.277,17643008.000,5,0,nodeinfo,20,1.000,3.057,58003456.000,5,0,qrcode-go,50,1.000,64.180,29174784.000,5,0,111.160,142.530,12297931434.667,12300090538.667,10,0
figlet,10,1.000,1.939,17645568.000,5,0,nodeinfo,20,1.000,3.837,58055168.000,5,0,qrcode-go,50,1.000,66.653,28984832.000,5,0,122.640,142.680,12299493376.000,12305619114.667,10,0
figlet,10,1.000,1.058,17747968.000,5,0,nodeinfo,20,1.000,3.380,58028032.000,5,0,qrcode-go,50,1.000,51.430,28929024.000,5,0,130.000,146.310,12324457130.667,12317643264.000,10,0
figlet,10,1.000,2.376,17718784.000,5,0,nodeinfo,30,1.000,4.977,58022912.000,5,0,qrcode-go,0,1.000,25.338,28155904.000,1,0,131.680,92.350,12322796885.333,12321589930.667,10,0
figlet,10,1.000,2.417,17795242.667,5,0,nodeinfo,30,1.000,5.695,57725952.000,5,0,qrcode-go,0,1.000,0.133,27750400.000,1,0,60.000,64.730,12319192405.333,12322676053.333,10,0
figlet,10,1.000,2.276,17974272.000,5,0,nodeinfo,30,1.000,5.605,58103296.000,13,0,qrcode-go,0,1.000,0.122,27746304.000,1,0,66.800,66.470,12327774208.000,12320680789.333,10,0
figlet,10,1.000,1.968,17874261.333,5,0,nodeinfo,30,1.000,5.477,58831872.000,20,1,qrcode-go,10,1.000,9.094,28323840.000,5,0,62.760,82.180,12311628458.667,12319896746.667,10,1
figlet,10,1.000,2.074,17724928.000,5,0,nodeinfo,30,1.000,4.969,56628736.000,5,0,qrcode-go,10,1.000,4.272,28103168.000,5,0,74.560,78.710,12322876074.667,12322774528.000,20,0
figlet,10,1.000,1.729,17808384.000,5,0,nodeinfo,30,1.000,4.536,57147392.000,13,0,qrcode-go,10,1.000,13.803,28017664.000,5,0,75.440,83.380,12300552192.000,12295749120.000,10,0
figlet,10,1.000,2.237,17711445.333,5,0,nodeinfo,30,1.000,5.387,58036736.000,20,1,qrcode-go,20,1.000,22.191,28114432.000,5,0,86.160,98.660,12293712554.667,12281295701.333,10,1
figlet,10,1.000,1.510,17686016.000,5,0,nodeinfo,30,1.000,4.856,56507392.000,5,0,qrcode-go,20,1.000,22.424,28097536.000,5,0,94.160,92.470,12275987797.333,12283900416.000,20,0
figlet,10,1.000,2.433,17666048.000,1,0,nodeinfo,30,1.000,5.230,56765952.000,9,0,qrcode-go,20,1.000,26.309,27849216.000,9,0,95.040,106.040,12290566144.000,12298303488.000,10,0
figlet,10,1.000,1.335,17655296.000,1,0,nodeinfo,30,1.000,5.243,58155008.000,17,1,qrcode-go,30,1.000,28.106,28111530.667,17,1,106.400,114.210,12317564245.333,12326661802.667,10,1
figlet,10,1.000,1.564,17657856.000,1,0,nodeinfo,30,1.000,4.772,57486336.000,5,0,qrcode-go,30,1.000,26.148,27717632.000,5,0,117.440,107.230,12330715818.667,12339989845.333,20,0
figlet,10,1.000,2.347,17672192.000,1,0,nodeinfo,30,1.000,3.285,57726464.000,13,0,qrcode-go,30,1.000,35.879,27872768.000,13,0,119.118,123.540,12350484480.000,12354349397.333,10,0
figlet,10,1.000,1.903,17677312.000,1,0,nodeinfo,30,1.000,3.987,58235392.000,5,0,qrcode-go,40,1.000,36.997,27871573.333,5,0,113.400,115.130,12358735872.000,12359496533.333,20,0
figlet,10,1.000,1.831,17691989.333,1,0,nodeinfo,30,1.000,4.561,57937920.000,13,0,qrcode-go,40,1.000,48.896,28137472.000,13,0,141.400,135.210,12393216682.667,12395474261.333,10,0
figlet,10,1.000,1.030,17720490.667,1,0,nodeinfo,30,1.000,3.780,57875968.000,5,0,qrcode-go,40,1.000,20.913,27951616.000,5,0,136.000,114.120,12385923072.000,12346462378.667,20,0
figlet,10,1.000,2.286,17888768.000,1,0,nodeinfo,30,1.000,4.721,57981952.000,13,0,qrcode-go,50,1.000,49.391,30452736.000,13,0,130.840,149.830,12330506240.000,12340354048.000,10,0
figlet,10,1.000,0.906,17708544.000,1,0,nodeinfo,30,1.000,4.748,58096810.667,5,0,qrcode-go,50,1.000,49.263,28892330.667,5,0,155.560,121.760,12366030165.333,12364074837.333,20,0
figlet,10,1.000,2.246,17711104.000,1,0,nodeinfo,30,1.000,5.380,58081280.000,13,0,qrcode-go,50,1.000,61.026,30087680.000,13,0,162.000,151.101,12395868842.667,12415232682.667,10,0
figlet,10,1.000,1.480,17780224.000,1,0,nodeinfo,40,1.000,5.351,58587648.000,1,0,qrcode-go,0,1.000,7.264,27829760.000,1,0,153.280,78.460,12410796032.000,12386306389.333,20,0
figlet,10,1.000,1.779,17830912.000,1,0,nodeinfo,40,1.000,6.973,58364928.000,1,0,qrcode-go,0,1.000,0.129,27697152.000,1,0,68.240,73.920,12381823658.667,12382599509.333,10,0
figlet,10,1.000,2.170,17838080.000,1,0,nodeinfo,40,1.000,7.087,58407936.000,1,0,qrcode-go,0,1.000,0.115,27693056.000,1,0,73.840,67.980,12384437589.333,12381308245.333,10,0
figlet,10,1.000,2.462,17842688.000,1,0,nodeinfo,40,1.000,8.390,58186240.000,1,0,qrcode-go,10,1.000,7.279,27723776.000,1,0,83.400,87.210,12384300373.333,12384247125.333,10,0
figlet,10,1.000,2.173,17805824.000,1,0,nodeinfo,40,1.000,6.749,58063360.000,1,0,qrcode-go,10,1.000,13.544,28140032.000,1,0,75.640,102.220,12381052928.000,12384261973.333,10,0
figlet,10,1.000,2.318,17800704.000,1,0,nodeinfo,40,1.000,6.412,57010005.333,1,0,qrcode-go,10,1.000,12.782,27761152.000,1,0,93.800,102.190,12392088234.667,12386617173.333,10,0
figlet,10,1.000,2.283,17831424.000,1,0,nodeinfo,40,1.000,6.999,57235456.000,1,0,qrcode-go,20,1.000,22.216,28389376.000,1,0,102.440,115.890,12383921493.333,12378361173.333,10,0
figlet,10,1.000,2.179,17715712.000,1,0,nodeinfo,40,1.000,6.782,56917333.333,1,0,qrcode-go,20,1.000,25.000,28024320.000,1,0,101.200,124.630,12376502272.000,12382710954.667,10,0
figlet,10,1.000,1.413,17797632.000,1,0,nodeinfo,40,1.000,6.415,57007104.000,1,0,qrcode-go,20,1.000,30.053,28058624.000,1,0,112.518,119.749,12390393173.333,12393673728.000,10,0
figlet,10,1.000,2.372,17783296.000,1,0,nodeinfo,40,1.000,8.108,57013248.000,1,0,qrcode-go,30,1.000,34.291,28347904.000,1,0,120.640,132.120,12400450218.667,12401000448.000,10,0
figlet,10,1.000,2.574,17787904.000,1,0,nodeinfo,40,1.000,6.864,57259520.000,1,0,qrcode-go,30,1.000,44.848,28448256.000,1,0,113.360,136.060,12394358784.000,12400929792.000,10,0
figlet,10,1.000,2.297,17778176.000,1,0,nodeinfo,40,1.000,8.767,57465856.000,1,0,qrcode-go,30,1.000,35.640,28473002.667,1,0,123.240,170.580,12400865280.000,12403605162.667,10,0
figlet,10,1.000,2.026,17831936.000,1,0,nodeinfo,40,1.000,7.159,57449472.000,1,0,qrcode-go,40,1.000,41.423,28582912.000,1,0,187.800,160.850,12408590336.000,12392144554.667,10,0
figlet,10,1.000,1.970,17831253.333,1,0,nodeinfo,40,1.000,7.663,57505792.000,1,0,qrcode-go,40,1.000,43.902,28174336.000,1,0,128.560,145.470,12376473600.000,12383004501.333,10,0
figlet,10,1.000,2.001,17762986.667,1,0,nodeinfo,40,1.000,7.713,57539072.000,1,0,qrcode-go,40,1.000,51.534,28989610.667,1,0,141.080,144.310,12399866538.667,12401369258.667,10,0
figlet,10,1.000,1.934,17908224.000,1,0,nodeinfo,40,1.000,8.696,57678336.000,1,0,qrcode-go,50,1.000,61.891,29605376.000,1,0,139.120,160.170,12404047872.000,12401616384.000,10,0
figlet,10,1.000,2.093,17795413.333,1,0,nodeinfo,40,1.000,7.840,57424384.000,1,0,qrcode-go,50,1.000,60.520,29490688.000,1,0,148.840,163.010,12396840277.333,12398828885.333,10,0
figlet,10,1.000,2.265,17844224.000,1,0,nodeinfo,40,1.000,6.889,57732949.333,1,0,qrcode-go,50,1.000,65.242,29679274.667,1,0,159.440,159.770,12386061653.333,12379520512.000,10,0
figlet,10,1.000,1.777,17805312.000,1,0,nodeinfo,50,1.000,7.018,57730560.000,1,0,qrcode-go,0,1.000,30.016,29353301.333,1,0,158.400,109.740,12378004138.667,12369944405.333,10,0
figlet,10,1.000,1.969,17867264.000,1,0,nodeinfo,50,1.000,9.313,58136234.667,1,0,qrcode-go,0,1.000,0.130,27893760.000,1,0,71.560,81.850,12361502720.000,12371590314.667,10,0
figlet,10,1.000,1.669,17850368.000,1,0,nodeinfo,50,1.000,10.436,58285568.000,1,0,qrcode-go,0,1.000,0.135,27906048.000,1,0,79.920,78.930,12384348842.667,12376459776.000,10,0
figlet,10,1.000,2.267,17935360.000,1,0,nodeinfo,50,1.000,9.440,58203648.000,1,0,qrcode-go,10,1.000,9.173,28306432.000,1,0,81.320,95.120,12369083733.333,12372580010.667,10,0
figlet,10,1.000,2.322,17767765.333,1,0,nodeinfo,50,1.000,9.535,58976426.667,1,0,qrcode-go,10,1.000,12.902,28657664.000,1,0,95.480,100.750,12377847125.333,12386915669.333,10,0
figlet,10,1.000,1.796,17739776.000,1,0,nodeinfo,50,1.000,8.835,59075413.333,1,0,qrcode-go,10,1.000,14.078,28450304.000,1,0,101.000,98.290,12404153685.333,12405041322.667,10,0
figlet,10,1.000,2.204,17796096.000,1,0,nodeinfo,50,1.000,7.489,59168256.000,1,0,qrcode-go,20,1.000,16.857,28102656.000,1,0,101.600,112.916,12388955477.333,12380725418.667,10,0
figlet,10,1.000,2.229,17741824.000,1,0,nodeinfo,50,1.000,9.249,59172352.000,1,0,qrcode-go,20,1.000,24.427,28373845.333,1,0,119.560,119.110,12370673664.000,12379510101.333,10,0
figlet,10,1.000,1.573,17829376.000,1,0,nodeinfo,50,1.000,9.009,59067904.000,1,0,qrcode-go,20,1.000,25.415,27978240.000,1,0,118.440,115.160,12392836437.333,12399815168.000,10,0
figlet,10,1.000,2.339,17903104.000,1,0,nodeinfo,50,1.000,10.441,59354624.000,1,0,qrcode-go,30,1.000,28.710,27886592.000,1,0,120.440,127.180,12439024981.333,12455539370.667,10,0
figlet,10,1.000,2.101,17943552.000,1,0,nodeinfo,50,1.000,7.960,58789888.000,1,0,qrcode-go,30,1.000,39.174,28262912.000,1,0,137.880,131.820,12456951808.000,12450714282.667,10,0
figlet,10,1.000,2.202,17915733.333,5,0,nodeinfo,50,1.000,8.137,59037696.000,5,0,qrcode-go,30,1.000,28.910,28422144.000,5,0,127.300,131.920,12432152166.400,12426225493.333,10,0
figlet,10,1.000,2.400,17892864.000,5,0,nodeinfo,50,1.000,10.330,59291648.000,5,0,qrcode-go,40,1.000,47.110,28151808.000,5,0,119.800,147.090,12428472320.000,12434309461.333,10,0
figlet,10,1.000,2.466,17899520.000,5,0,nodeinfo,50,1.000,7.868,59323904.000,5,0,qrcode-go,40,1.000,44.711,28024320.000,5,0,132.920,148.310,12433686528.000,12434320725.333,10,0
figlet,10,1.000,2.424,17947136.000,5,0,nodeinfo,50,1.000,9.479,59153920.000,5,0,qrcode-go,40,1.000,60.008,29087573.333,5,0,123.320,147.650,12447302997.333,12458813781.333,10,0
figlet,10,1.000,1.885,17899520.000,5,0,nodeinfo,50,1.000,8.869,59031210.667,5,0,qrcode-go,50,1.000,45.886,28610389.333,5,0,134.120,158.110,12470349141.333,12470563157.333,10,0
figlet,10,1.000,1.246,17899520.000,5,0,nodeinfo,50,1.000,8.565,59577344.000,13,0,qrcode-go,50,1.000,65.897,28895744.000,13,0,143.960,165.010,12468165290.667,12471448917.333,10,0
figlet,10,1.000,2.046,17899520.000,5,0,nodeinfo,50,1.000,9.781,59645952.000,20,1,qrcode-go,50,1.000,59.975,29126314.667,20,1,140.840,165.310,12475369472.000,12476871509.333,10,1
figlet,20,1.000,1.871,18010112.000,5,0,nodeinfo,0,1.000,0.118,59377322.667,1,0,qrcode-go,0,1.000,6.654,28153344.000,1,0,148.920,60.860,12473440938.667,12467533482.667,20,0
figlet,20,1.000,4.487,18133504.000,5,0,nodeinfo,0,1.000,0.111,59489280.000,1,0,qrcode-go,0,1.000,0.117,27885568.000,1,0,60.240,57.050,12478071466.667,12490245120.000,10,0
figlet,20,1.000,4.347,18258432.000,9,0,nodeinfo,0,1.000,0.105,59639808.000,1,0,qrcode-go,0,1.000,0.117,27885568.000,1,0,51.520,56.870,12495842645.333,12498786133.333,10,0
figlet,20,1.000,3.695,18159104.000,17,1,nodeinfo,0,1.000,0.118,58758656.000,1,0,qrcode-go,10,1.000,8.962,28205738.667,5,0,50.920,66.360,12512756394.667,12512094549.333,10,1
figlet,20,1.000,1.372,17940480.000,5,0,nodeinfo,0,1.000,0.108,58715648.000,1,0,qrcode-go,10,1.000,10.581,28488192.000,5,0,127.880,137.390,12500843178.667,12482602154.667,20,0
figlet,20,1.000,3.860,18087424.000,13,0,nodeinfo,0,1.000,0.121,58595328.000,1,0,qrcode-go,10,1.000,13.223,28326912.000,5,0,66.480,84.550,12481587882.667,12483092480.000,10,0
figlet,20,1.000,4.074,18031104.000,20,1,nodeinfo,0,1.000,0.117,57702058.667,1,0,qrcode-go,20,1.000,22.434,28592981.333,5,0,70.560,87.740,12473194496.000,12469803349.333,10,1
figlet,20,1.000,2.616,17903616.000,5,0,nodeinfo,0,1.000,0.125,57766400.000,1,0,qrcode-go,20,1.000,22.537,28292778.667,5,0,102.200,78.140,12478150656.000,12462194176.000,20,0
figlet,20,1.000,4.126,18001920.000,9,0,nodeinfo,0,1.000,0.124,57754624.000,1,0,qrcode-go,20,1.000,25.755,28602880.000,9,0,98.920,95.260,12458097322.667,12457486677.333,10,0
figlet,20,1.000,2.717,17971200.000,13,0,nodeinfo,0,1.000,0.104,57713152.000,1,0,qrcode-go,30,1.000,34.905,28732928.000,13,0,84.680,108.840,12456204970.667,12460537344.000,10,0
figlet,20,1.000,3.720,18012672.000,17,1,nodeinfo,0,1.000,0.108,57805824.000,1,0,qrcode-go,30,1.000,40.540,29055488.000,17,1,120.960,115.700,12480304469.333,12486804309.333,10,1
figlet,20,1.000,2.405,17998165.333,1,0,nodeinfo,0,1.000,0.124,57746944.000,1,0,qrcode-go,30,1.000,31.214,28182016.000,1,0,131.080,112.550,12485913258.667,12455116629.333,20,0
figlet,20,1.000,4.075,18201258.667,1,0,nodeinfo,0,1.000,0.119,57737216.000,1,0,qrcode-go,40,1.000,43.202,28016810.667,1,0,122.400,144.350,12440616277.333,12440078677.333,10,0
figlet,20,1.000,3.937,17954304.000,1,0,nodeinfo,0,1.000,0.129,57812480.000,1,0,qrcode-go,40,1.000,39.254,30406656.000,1,0,145.080,141.280,12456682154.667,12466826752.000,10,0
figlet,20,1.000,4.193,17911808.000,1,0,nodeinfo,0,1.000,0.122,57673728.000,1,0,qrcode-go,40,1.000,59.259,28776960.000,1,0,157.109,136.627,12479742634.667,12482967040.000,10,0
figlet,20,1.000,4.101,18048000.000,1,0,nodeinfo,0,1.000,0.102,57690112.000,1,0,qrcode-go,50,1.000,63.041,28959744.000,1,0,118.680,151.160,12491905024.000,12492263082.667,10,0
figlet,20,1.000,4.534,18016768.000,5,0,nodeinfo,0,1.000,0.115,57748480.000,1,0,qrcode-go,50,1.000,59.043,28989610.667,5,0,123.680,145.920,12485154816.000,12488574122.667,10,0
figlet,20,1.000,3.691,18032298.667,5,0,nodeinfo,0,1.000,0.153,58720256.000,1,0,qrcode-go,50,1.000,59.532,29813930.667,5,0,141.960,147.950,12500597418.667,12504641877.333,10,0
figlet,20,1.000,4.114,18085376.000,1,0,nodeinfo,10,1.000,1.304,59174058.667,1,0,qrcode-go,0,1.000,9.532,29769728.000,1,0,130.640,89.070,12506332501.333,12486866432.000,10,0
figlet,20,1.000,4.114,18086400.000,1,0,nodeinfo,10,1.000,1.528,60256256.000,1,0,qrcode-go,0,1.000,0.123,27755861.333,1,0,52.720,60.940,12474307242.667,12477114538.667,10,0
figlet,20,1.000,3.405,18088618.667,1,0,nodeinfo,10,1.000,1.985,60583424.000,1,0,qrcode-go,0,1.000,0.138,27754496.000,1,0,68.040,63.420,12482867200.000,12475915776.000,10,0
figlet,20,1.000,3.741,18075136.000,1,0,nodeinfo,10,1.000,1.635,61207552.000,1,0,qrcode-go,10,1.000,5.173,27843584.000,1,0,63.880,80.340,12468378965.333,12475662165.333,10,0
figlet,20,1.000,3.083,18128896.000,1,0,nodeinfo,10,1.000,2.024,62576640.000,1,0,qrcode-go,10,1.000,11.944,28376746.667,1,0,75.320,81.680,12480799402.667,12492289706.667,10,0
figlet,20,1.000,3.460,18086912.000,1,0,nodeinfo,10,1.000,2.340,53654186.667,1,0,qrcode-go,10,1.000,14.274,28418048.000,1,0,86.040,81.510,12513108650.667,12516025685.333,10,0
figlet,20,1.000,4.599,17999872.000,1,0,nodeinfo,10,1.000,2.013,54391466.667,1,0,qrcode-go,20,1.000,23.557,29256874.667,1,0,83.720,100.320,12516337664.000,12499206485.333,10,0
figlet,20,1.000,4.118,18039978.667,1,0,nodeinfo,10,1.000,1.973,56177664.000,1,0,qrcode-go,20,1.000,23.907,28504576.000,1,0,94.800,100.390,12492942677.333,12493187242.667,10,0
figlet,20,1.000,3.493,17994752.000,1,0,nodeinfo,10,1.000,1.961,57766400.000,1,0,qrcode-go,20,1.000,25.188,28527616.000,1,0,98.880,99.220,12486032042.667,12492291584.000,10,0
figlet,20,1.000,4.273,17956864.000,1,0,nodeinfo,10,1.000,1.947,58959872.000,1,0,qrcode-go,30,1.000,32.849,27888128.000,1,0,96.960,114.000,12508569600.000,12510285482.667,10,0
figlet,20,1.000,4.040,18105856.000,1,0,nodeinfo,10,1.000,2.113,57920853.333,1,0,qrcode-go,30,1.000,43.183,28347904.000,1,0,113.840,116.510,12507678037.333,12512386218.667,10,0
figlet,20,1.000,3.922,18094080.000,1,0,nodeinfo,10,1.000,2.263,58078208.000,1,0,qrcode-go,30,1.000,41.328,27885568.000,1,0,116.680,121.320,12512534528.000,12515752960.000,10,0
figlet,20,1.000,4.326,18146474.667,1,0,nodeinfo,10,1.000,2.063,58234368.000,1,0,qrcode-go,40,1.000,52.021,28345002.667,1,0,122.240,136.030,12522992298.667,12527744341.333,10,0
figlet,20,1.000,4.142,17995264.000,1,0,nodeinfo,10,1.000,2.329,59804330.667,1,0,qrcode-go,40,1.000,51.403,29752320.000,1,0,135.640,137.650,12536950784.000,12554517162.667,10,0
figlet,20,1.000,4.391,18176512.000,1,0,nodeinfo,10,1.000,2.521,64078848.000,1,0,qrcode-go,40,1.000,48.289,28841130.667,1,0,137.640,135.784,12598418773.333,12600800256.000,10,0
figlet,20,1.000,3.518,18206720.000,1,0,nodeinfo,10,1.000,1.782,64983040.000,1,0,qrcode-go,50,1.000,35.333,28206592.000,1,0,133.760,143.330,12606449664.000,12610014549.333,10,0
figlet,20,1.000,3.842,18209962.667,1,0,nodeinfo,10,1.000,2.039,65034240.000,1,0,qrcode-go,50,1.000,64.132,29150208.000,1,0,144.840,146.840,12608038912.000,12612536832.000,10,0
figlet,20,1.000,4.502,18246314.667,1,0,nodeinfo,10,1.000,2.238,64409600.000,1,0,qrcode-go,50,1.000,53.399,28543146.667,1,0,151.480,148.250,12616112128.000,12612469418.667,10,0
figlet,20,1.000,4.853,18573312.000,1,0,nodeinfo,20,1.000,3.171,64463360.000,1,0,qrcode-go,0,1.000,21.554,28136618.667,1,0,161.520,105.190,12607360341.333,12582412117.333,10,0
figlet,20,1.000,4.363,18334890.667,1,0,nodeinfo,20,1.000,3.927,64800768.000,1,0,qrcode-go,0,1.000,0.135,27969024.000,1,0,66.520,69.660,12561310378.667,12566868650.667,10,0
figlet,20,1.000,3.608,18417664.000,1,0,nodeinfo,20,1.000,3.684,64828928.000,1,0,qrcode-go,0,1.000,0.115,28171776.000,1,0,71.000,64.510,12558787925.333,12562180778.667,10,0
figlet,20,1.000,4.311,18432000.000,1,0,nodeinfo,20,1.000,4.049,64956416.000,1,0,qrcode-go,10,1.000,8.912,28499456.000,1,0,74.000,79.680,12578800298.667,12596352682.667,10,0
figlet,20,1.000,3.703,18226176.000,1,0,nodeinfo,20,1.000,3.553,64702976.000,1,0,qrcode-go,10,1.000,13.281,28340224.000,1,0,81.800,86.720,12614212266.667,12617937749.333,10,0
figlet,20,1.000,3.878,18281472.000,1,0,nodeinfo,20,1.000,3.292,64319317.333,1,0,qrcode-go,10,1.000,10.913,27978240.000,1,0,98.360,85.490,12608723626.667,12599337472.000,10,0
figlet,20,1.000,4.217,18254506.667,5,0,nodeinfo,20,1.000,3.796,64129536.000,5,0,qrcode-go,20,1.000,22.966,28134058.667,5,0,88.240,100.730,12599891285.333,12588311722.667,10,0
figlet,20,1.000,3.816,18241536.000,5,0,nodeinfo,20,1.000,4.143,64204970.667,5,0,qrcode-go,20,1.000,26.634,28565504.000,5,0,84.920,105.470,12575323477.333,12568403285.333,10,0
figlet,20,1.000,4.518,18251264.000,5,0,nodeinfo,20,1.000,4.086,64213845.333,5,0,qrcode-go,20,1.000,25.963,28713984.000,5,0,90.960,103.120,12549889365.333,12554664618.667,10,0
figlet,20,1.000,4.345,18267648.000,5,0,nodeinfo,20,1.000,4.211,64283648.000,5,0,qrcode-go,30,1.000,31.483,28236800.000,5,0,105.600,118.800,12559839232.000,12554429952.000,10,0
figlet,20,1.000,4.031,18327040.000,5,0,nodeinfo,20,1.000,4.000,63923200.000,5,0,qrcode-go,30,1.000,38.713,28011520.000,5,0,104.800,125.290,12554351274.667,12569330176.000,10,0
figlet,20,1.000,3.338,18285056.000,5,0,nodeinfo,20,1.000,4.386,64018944.000,5,0,qrcode-go,30,1.000,38.251,28782250.667,5,0,104.280,117.050,12602688853.333,12606720682.667,10,0
figlet,20,1.000,4.313,18224640.000,5,0,nodeinfo,20,1.000,4.189,64050688.000,5,0,qrcode-go,40,1.000,45.554,28897792.000,13,0,120.240,137.430,12614939989.333,12613161813.333,10,0
figlet,20,1.000,4.209,18194432.000,5,0,nodeinfo,20,1.000,4.182,64029696.000,5,0,qrcode-go,40,1.000,52.118,28569429.333,20,1,121.480,142.510,12618606592.000,12610295466.667,10,1
figlet,20,1.000,2.245,18249216.000,5,0,nodeinfo,20,1.000,2.625,63290368.000,5,0,qrcode-go,40,1.000,35.899,28970666.667,5,0,122.600,114.750,12563597312.000,12551449429.333,20,0
figlet,20,1.000,3.358,18216277.333,9,0,nodeinfo,20,1.000,4.202,63298560.000,9,0,qrcode-go,50,1.000,51.106,29737472.000,9,0,140.600,156.520,12574799872.000,12592249173.333,10,0
figlet,20,1.000,4.159,18384384.000,13,0,nodeinfo,20,1.000,3.650,63373312.000,13,0,qrcode-go,50,1.000,64.709,28706816.000,13,0,155.040,166.990,12610123776.000,12610627072.000,10,0
figlet,20,1.000,3.305,18219008.000,17,1,nodeinfo,20,1.000,4.038,63304874.667,17,1,qrcode-go,50,1.000,58.610,29355008.000,17,1,147.920,160.740,12605353301.333,12609067178.667,10,1
figlet,20,1.000,2.627,18321408.000,5,0,nodeinfo,30,1.000,2.104,63422464.000,5,0,qrcode-go,0,1.000,16.005,31583232.000,1,0,157.720,81.290,12612282368.000,12610423637.333,20,0
figlet,20,1.000,4.705,18389504.000,9,0,nodeinfo,30,1.000,6.328,58230272.000,9,0,qrcode-go,0,1.000,0.189,30224384.000,1,0,137.720,116.320,12649508864.000,12655418538.667,10,0
figlet,20,1.000,3.556,18435584.000,13,0,nodeinfo,30,1.000,5.304,57759232.000,13,0,qrcode-go,0,1.000,0.123,30224384.000,1,0,74.640,78.730,12647418538.667,12624301397.333,10,0
figlet,20,1.000,2.309,18254336.000,5,0,nodeinfo,30,1.000,4.106,59220480.000,5,0,qrcode-go,10,1.000,10.680,30436352.000,1,0,71.360,76.130,12603213824.000,12609185621.333,20,0
