function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.109,9011200.000,1,0,nodeinfo,30,1.000,5.764,8929280.000,5,0,curl,30,1.000,18.968,6153728.000,5,0,170.480,186.590,12262660778.667,12285329408.000,10,0
figlet,0,1.000,0.097,9011200.000,1,0,nodeinfo,30,1.000,7.317,14560768.000,9,0,curl,30,1.000,21.166,7066282.667,9,0,186.120,175.830,12279417514.667,12346470058.667,10,0
figlet,0,1.000,0.080,9011200.000,1,0,nodeinfo,30,1.000,5.471,7344128.000,1,0,curl,30,1.000,19.297,10477056.000,1,0,181.760,185.910,12495791445.333,12492569941.333,10,0
figlet,0,1.000,0.094,9011200.000,1,0,nodeinfo,30,1.000,5.158,13910016.000,1,0,curl,40,1.000,19.868,5563392.000,1,0,194.880,196.420,12303887701.333,12316024661.333,10,0
figlet,0,1.000,0.096,9011200.000,1,0,nodeinfo,30,1.000,5.142,14143488.000,1,0,curl,40,1.000,23.889,6055936.000,1,0,199.200,193.040,12284025514.667,12315132586.667,10,0
figlet,0,1.000,0.097,9011200.000,1,0,nodeinfo,30,1.000,4.417,4902912.000,1,0,curl,40,1.000,24.011,5656576.000,1,0,204.760,193.540,12284781226.667,12310860629.333,10,0
figlet,0,1.000,0.104,9018880.000,1,0,nodeinfo,30,1.000,5.348,7159808.000,5,0,curl,50,1.000,25.554,8101888.000,5,0,203.160,213.002,12276963328.000,12402943829.333,10,0
figlet,0,1.000,0.090,9026560.000,1,0,nodeinfo,30,1.000,4.154,9383936.000,5,0,curl,50,1.000,28.223,9041408.000,13,0,206.152,206.628,12373942954.667,12350266026.667,10,0
figlet,0,1.000,0.090,9031680.000,1,0,nodeinfo,30,1.000,8.122,13314048.000,9,0,curl,50,1.000,33.542,12515328.000,17,1,208.640,203.397,12398310741.333,12479163562.667,10,1
figlet,0,1.000,0.145,11204778.667,1,0,nodeinfo,40,1.000,6.848,22042624.000,5,0,curl,0,1.000,3.414,11928064.000,1,0,222.640,179.940,12617353898.667,12581250901.333,20,0
figlet,0,1.000,0.089,11642197.333,1,0,nodeinfo,40,1.000,10.393,18685440.000,9,0,curl,0,1.000,0.172,33283072.000,1,0,174.640,144.260,12287438848.000,12277591893.333,10,0
figlet,0,1.000,0.095,11649024.000,1,0,nodeinfo,40,1.000,14.537,13958144.000,13,0,curl,0,1.000,0.172,33288192.000,1,0,161.200,145.100,12350328149.333,12445120682.667,10,0
figlet,0,1.000,0.099,11649024.000,1,0,nodeinfo,40,1.000,7.430,6111232.000,5,0,curl,10,1.000,5.590,35571200.000,1,0,151.360,180.080,12513455445.333,12379512832.000,20,0
figlet,0,1.000,0.101,11653120.000,1,0,nodeinfo,40,1.000,8.372,20116138.667,1,0,curl,10,1.000,6.715,5214208.000,1,0,191.920,178.300,12148269738.667,12202282325.333,10,0
figlet,0,1.000,0.073,11657216.000,1,0,nodeinfo,40,1.000,6.432,5529600.000,1,0,curl,10,1.000,5.500,34552320.000,1,0,158.760,162.410,12104337408.000,12148349269.333,10,0
figlet,0,1.000,0.107,11736746.667,1,0,nodeinfo,40,1.000,7.039,5390336.000,1,0,curl,20,1.000,10.241,4569600.000,1,0,179.240,172.190,12132102826.667,12155565909.333,10,0
figlet,0,1.000,0.094,11709440.000,1,0,nodeinfo,40,1.000,3.896,5238784.000,1,0,curl,20,1.000,12.758,7475200.000,1,0,187.400,181.360,12135048533.333,12165756586.667,10,0
figlet,0,1.000,0.102,11710464.000,1,0,nodeinfo,40,1.000,6.371,6230016.000,1,0,curl,20,1.000,15.230,6066176.000,1,0,178.000,179.890,12139343872.000,12162485248.000,10,0
figlet,0,1.000,0.106,11781461.333,1,0,nodeinfo,40,1.000,5.741,8675328.000,1,0,curl,30,1.000,17.553,5025792.000,1,0,205.240,194.160,12126975317.333,12154070528.000,10,0
figlet,0,1.000,0.096,11841536.000,1,0,nodeinfo,40,1.000,5.358,5156864.000,5,0,curl,30,1.000,18.791,8089600.000,5,0,204.960,193.490,12118975146.667,12149161130.667,10,0
figlet,0,1.000,0.086,11841536.000,1,0,nodeinfo,40,1.000,4.720,8323072.000,5,0,curl,30,1.000,16.551,5199872.000,5,0,175.800,187.422,12154124288.000,12172065280.000,10,0
figlet,0,1.000,0.093,11841536.000,1,0,nodeinfo,40,1.000,7.399,5980160.000,5,0,curl,40,1.000,22.690,3837269.333,13,0,186.360,195.320,12159051776.000,12202763605.333,10,0
figlet,0,1.000,0.090,11841536.000,1,0,nodeinfo,40,1.000,11.157,16145408.000,9,0,curl,40,1.000,25.135,5976064.000,17,1,199.080,195.910,12299576661.333,12384987818.667,10,1
figlet,0,1.000,0.087,11841536.000,1,0,nodeinfo,40,1.000,9.263,29045760.000,5,0,curl,40,1.000,21.192,9429219.556,5,0,197.040,183.860,12516666026.667,12507612672.000,20,0
figlet,0,1.000,0.112,11841536.000,1,0,nodeinfo,40,1.000,6.574,4956160.000,1,0,curl,50,1.000,31.311,44147712.000,1,0,219.750,213.790,12232552448.000,12258389504.000,10,0
figlet,0,1.000,0.094,11841536.000,1,0,nodeinfo,40,1.000,6.241,6057984.000,1,0,curl,50,1.000,29.796,5512704.000,1,0,211.200,207.262,12213531306.667,12229132458.667,10,0
figlet,0,1.000,0.092,11841536.000,1,0,nodeinfo,40,1.000,5.160,5115904.000,1,0,curl,50,1.000,31.314,5393408.000,1,0,208.880,210.810,12194166101.333,12228960938.667,10,0
figlet,0,1.000,0.089,11841536.000,1,0,nodeinfo,50,1.000,6.433,7241728.000,1,0,curl,0,1.000,11.207,3793920.000,1,0,217.320,172.140,12194190677.333,12183464618.667,10,0
figlet,0,1.000,0.086,11841536.000,1,0,nodeinfo,50,1.000,7.788,13051904.000,1,0,curl,0,1.000,0.209,4423680.000,1,0,147.560,136.610,12135385770.667,12136191146.667,10,0
figlet,0,1.000,0.098,11841536.000,1,0,nodeinfo,50,1.000,5.474,14145536.000,1,0,curl,0,1.000,0.163,33677312.000,1,0,132.360,152.240,12112175104.000,12157549568.000,10,0
figlet,0,1.000,0.098,11841536.000,1,0,nodeinfo,50,1.000,8.800,15122432.000,1,0,curl,10,1.000,4.801,34614784.000,1,0,137.360,142.760,12103028053.333,12113472853.333,10,0
figlet,0,1.000,0.096,11924992.000,1,0,nodeinfo,50,1.000,5.984,8404992.000,1,0,curl,10,1.000,7.674,4720640.000,1,0,165.560,168.630,12072926549.333,12112305152.000,10,0
figlet,0,1.000,0.103,12013056.000,1,0,nodeinfo,50,1.000,7.345,5066752.000,5,0,curl,10,1.000,7.656,4792320.000,5,0,182.150,174.280,12086356377.600,12114108928.000,10,0
figlet,0,1.000,0.087,11919360.000,1,0,nodeinfo,50,1.000,7.718,17272320.000,5,0,curl,20,1.000,11.227,5208064.000,5,0,170.400,181.100,12093461162.667,12113334954.667,10,0
figlet,0,1.000,0.098,11919360.000,1,0,nodeinfo,50,1.000,15.771,15195136.000,13,0,curl,20,1.000,12.813,37242368.000,5,0,181.960,190.630,12116319573.333,12203776341.333,10,0
figlet,0,1.000,0.109,11919360.000,1,0,nodeinfo,50,1.000,14.409,28294144.000,17,1,curl,20,1.000,12.252,6329856.000,9,0,187.400,182.230,12357968554.667,12430625962.667,10,1
figlet,10,1.000,1.319,15380992.000,1,0,nodeinfo,0,1.000,6.492,16030378.667,1,0,curl,0,1.000,3.911,10017223.111,1,0,226.560,169.030,12570466986.667,12463945898.667,20,0
figlet,10,1.000,2.053,3805184.000,1,0,nodeinfo,0,1.000,0.123,47754240.000,1,0,curl,0,1.000,0.185,33484800.000,1,0,137.880,121.780,12094761642.667,12094430037.333,10,0
figlet,10,1.000,2.371,4241749.333,1,0,nodeinfo,0,1.000,0.138,47944704.000,1,0,curl,0,1.000,0.175,33484800.000,1,0,131.920,115.550,12102501034.667,12098311850.667,10,0
figlet,10,1.000,2.294,4627626.667,1,0,nodeinfo,0,1.000,0.112,47963136.000,1,0,curl,10,1.000,5.710,35271168.000,1,0,117.200,116.620,12084327082.667,12089184938.667,10,0
figlet,10,1.000,2.248,4122624.000,1,0,nodeinfo,0,1.000,0.159,48078848.000,1,0,curl,10,1.000,6.641,4605440.000,1,0,147.760,141.320,12079278080.000,12120991744.000,10,0
figlet,10,1.000,1.879,3795968.000,1,0,nodeinfo,0,1.000,0.137,46903808.000,1,0,curl,10,1.000,6.001,7086080.000,1,0,162.840,217.330,12124301312.000,12123935061.333,10,0
figlet,10,1.000,2.435,4147200.000,1,0,nodeinfo,0,1.000,0.123,46543360.000,1,0,curl,20,1.000,13.327,4639744.000,1,0,165.640,155.970,12099026261.333,12116165461.333,10,0
figlet,10,1.000,2.416,5607424.000,1,0,nodeinfo,0,1.000,0.119,46856704.000,1,0,curl,20,1.000,9.056,7471104.000,1,0,178.760,188.900,12109589162.667,12169691477.333,10,0
figlet,10,1.000,2.051,3444736.000,1,0,nodeinfo,0,1.000,0.134,46636544.000,1,0,curl,20,1.000,13.306,5447680.000,1,0,194.480,168.530,12151043413.333,12132433237.333,10,0
figlet,10,1.000,2.253,5509120.000,5,0,nodeinfo,0,1.000,0.131,46656512.000,1,0,curl,30,1.000,10.818,6604288.000,5,0,185.600,169.240,12118637909.333,12131402240.000,10,0
figlet,10,1.000,1.994,3682304.000,1,0,nodeinfo,0,1.000,0.125,46758912.000,1,0,curl,30,1.000,22.775,40912896.000,1,0,177.680,169.300,12119168341.333,12132907520.000,10,0
figlet,10,1.000,2.043,3641344.000,1,0,nodeinfo,0,1.000,0.126,46587562.667,1,0,curl,30,1.000,19.778,37402112.000,1,0,179.440,169.980,12095611562.667,12129565354.667,10,0
figlet,10,1.000,1.925,5234688.000,5,0,nodeinfo,0,1.000,0.103,46724096.000,1,0,curl,40,1.000,24.513,4500138.667,13,0,190.880,197.622,12126927530.667,12182702421.333,10,0
figlet,10,1.000,2.473,3309568.000,1,0,nodeinfo,0,1.000,0.135,46864384.000,1,0,curl,40,1.000,28.244,10208768.000,17,1,179.840,189.910,12285409280.000,12358064981.333,10,1
figlet,10,1.000,1.839,3513002.667,1,0,nodeinfo,0,1.000,0.138,46544384.000,1,0,curl,40,1.000,20.155,3254954.667,5,0,195.360,177.380,12420311722.667,12419662848.000,20,0
figlet,10,1.000,2.090,3923968.000,1,0,nodeinfo,0,1.000,0.098,46563328.000,1,0,curl,50,1.000,25.301,8591360.000,1,0,224.760,210.060,12214486357.333,12264720213.333,10,0
figlet,10,1.000,1.678,5132288.000,1,0,nodeinfo,0,1.000,0.115,46622720.000,1,0,curl,50,1.000,30.105,5044736.000,1,0,209.520,207.130,12244473173.333,12230015488.000,10,0
figlet,10,1.000,2.549,3283626.667,1,0,nodeinfo,0,1.000,0.119,46462976.000,1,0,curl,50,1.000,29.206,3011242.667,1,0,201.840,245.721,12207403008.000,12294754474.667,10,0
figlet,10,1.000,2.210,3645440.000,1,0,nodeinfo,10,1.000,1.198,46957056.000,1,0,curl,0,1.000,7.245,3096576.000,1,0,225.520,171.280,12315865770.667,12260252842.667,10,0
figlet,10,1.000,2.186,5263360.000,1,0,nodeinfo,10,1.000,2.875,12521472.000,1,0,curl,0,1.000,0.194,4059136.000,1,0,162.160,148.380,12221558101.333,12232022016.000,10,0
figlet,10,1.000,1.997,3108864.000,1,0,nodeinfo,10,1.000,2.507,14577664.000,1,0,curl,0,1.000,0.150,34385920.000,1,0,144.280,168.250,12192932522.667,12269398528.000,10,0
figlet,10,1.000,2.292,4311040.000,5,0,nodeinfo,10,1.000,2.426,18579456.000,5,0,curl,10,1.000,4.811,35917824.000,5,0,175.080,148.720,12235042816.000,12242618026.667,10,0
figlet,10,1.000,1.806,3891200.000,5,0,nodeinfo,10,1.000,1.717,20891648.000,5,0,curl,10,1.000,7.337,4804608.000,5,0,174.400,182.290,12276460885.333,12301205333.333,10,0
figlet,10,1.000,2.171,4225024.000,5,0,nodeinfo,10,1.000,1.908,5742592.000,5,0,curl,10,1.000,7.138,4474880.000,5,0,183.640,183.060,12289796096.000,12301988693.333,10,0
figlet,10,1.000,2.212,3006464.000,5,0,nodeinfo,10,1.000,1.471,6311936.000,5,0,curl,20,1.000,12.206,5091328.000,5,0,192.760,184.140,12265590101.333,12286418261.333,10,0
figlet,10,1.000,2.025,3897344.000,1,0,nodeinfo,10,1.000,2.194,13889536.000,1,0,curl,20,1.000,13.951,4005205.333,9,0,193.760,193.700,12268077738.667,12313860608.000,10,0
figlet,10,1.000,1.331,3985408.000,1,0,nodeinfo,10,1.000,1.765,7188480.000,1,0,curl,20,1.000,15.229,8459264.000,1,0,161.720,187.190,12317267968.000,12394493781.333,10,0
figlet,10,1.000,2.265,5931008.000,1,0,nodeinfo,10,1.000,2.089,7229440.000,1,0,curl,30,1.000,18.523,9285632.000,1,0,213.960,211.520,12362400426.667,12329858901.333,10,0
figlet,10,1.000,2.106,3761664.000,1,0,nodeinfo,10,1.000,1.497,7131136.000,1,0,curl,30,1.000,17.099,3379200.000,1,0,206.840,203.050,12262701056.000,12303145472.000,10,0
figlet,10,1.000,1.918,4196352.000,1,0,nodeinfo,10,1.000,1.369,6639616.000,1,0,curl,30,1.000,19.126,6711296.000,1,0,202.448,197.832,12292293290.667,12323264853.333,10,0
figlet,10,1.000,1.947,6131712.000,1,0,nodeinfo,10,1.000,1.829,7516160.000,1,0,curl,40,1.000,22.051,6336512.000,1,0,208.120,205.787,12264927232.000,12305847808.000,10,0
figlet,10,1.000,2.198,3940864.000,1,0,nodeinfo,10,1.000,2.017,5492736.000,1,0,curl,40,1.000,25.362,5906432.000,1,0,207.120,207.230,12284644693.333,12323583829.333,10,0
figlet,10,1.000,1.910,3685888.000,5,0,nodeinfo,10,1.000,2.726,5730304.000,5,0,curl,40,1.000,25.373,6426624.000,5,0,216.200,205.710,12309325824.000,12337763669.333,10,0
figlet,10,1.000,2.419,4208640.000,5,0,nodeinfo,10,1.000,1.977,4325376.000,5,0,curl,50,1.000,27.460,7127040.000,5,0,206.800,212.757,12296919040.000,12321181696.000,10,0
figlet,10,1.000,1.507,2949120.000,1,0,nodeinfo,10,1.000,2.539,5509120.000,1,0,curl,50,1.000,27.548,2584576.000,9,0,219.560,233.215,12319421781.333,12368847189.333,10,0
figlet,10,1.000,1.787,5136384.000,1,0,nodeinfo,10,1.000,2.546,12488704.000,1,0,curl,50,1.000,30.311,9044480.000,17,1,264.760,231.050,12396709205.333,12511262549.333,10,1
figlet,10,1.000,1.469,3010560.000,1,0,nodeinfo,20,1.000,2.761,11341824.000,1,0,curl,0,1.000,3.747,10549930.667,1,0,229.760,189.850,12624046762.667,12595046570.667,20,0
figlet,10,1.000,2.234,4067328.000,5,0,nodeinfo,20,1.000,3.918,11575296.000,5,0,curl,0,1.000,0.174,34131968.000,1,0,188.040,167.680,12342220800.000,12338087082.667,10,0
figlet,10,1.000,1.848,3992576.000,5,0,nodeinfo,20,1.000,6.773,13344768.000,5,0,curl,0,1.000,0.208,34131968.000,1,0,167.800,153.320,12311981397.333,12343465130.667,10,0
figlet,10,1.000,2.354,6049792.000,5,0,nodeinfo,20,1.000,3.073,4841472.000,5,0,curl,10,1.000,5.171,36237824.000,5,0,177.720,172.220,12335813290.667,12322595498.667,10,0
figlet,10,1.000,1.773,3940352.000,1,0,nodeinfo,20,1.000,3.203,7991296.000,1,0,curl,10,1.000,7.011,36326912.000,1,0,179.160,177.853,12311741098.667,12322241706.667,10,0
