function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,6.852,4339712.000,5,0,env,40,1.000,4.800,3956736.000,5,0,curl,30,1.000,20.284,5292032.000,5,0,195.000,194.491,13717325824.000,13741035690.667,10,0
figlet,40,1.000,6.603,5390506.667,9,0,env,40,1.000,5.142,5671936.000,9,0,curl,40,1.000,27.135,7630848.000,9,0,198.800,196.033,13711276032.000,13769288362.667,10,0
figlet,40,1.000,8.422,4941824.000,13,0,env,40,1.000,5.163,4175530.667,13,0,curl,40,1.000,18.749,11810816.000,1,0,210.400,201.780,13876636330.667,13951054506.667,10,0
figlet,40,1.000,2.082,8163328.000,1,0,env,40,1.000,1.855,8769536.000,1,0,curl,40,1.000,10.542,3568981.333,1,0,220.600,200.800,14048949589.333,14022735018.667,20,0
figlet,40,1.000,8.207,2785280.000,1,0,env,40,1.000,5.147,3995136.000,1,0,curl,50,1.000,10.398,5487104.000,1,0,233.160,231.831,13762430293.333,13740414634.667,10,0
figlet,40,1.000,7.014,3452928.000,5,0,env,40,1.000,4.368,4126720.000,5,0,curl,50,1.000,30.446,6821888.000,5,0,221.360,215.010,13699555328.000,13723620522.667,10,0
figlet,40,1.000,6.135,19111936.000,5,0,env,40,1.000,5.511,5918720.000,5,0,curl,50,1.000,34.202,7188480.000,5,0,207.320,208.448,13684315477.333,13716907349.333,10,0
figlet,40,1.000,6.900,2826240.000,9,0,env,50,1.000,5.945,2433024.000,9,0,curl,0,1.000,12.467,3465728.000,1,0,213.640,181.970,13709071701.333,13739897002.667,10,0
figlet,40,1.000,7.124,5597184.000,13,0,env,50,1.000,6.964,6508885.333,13,0,curl,0,1.000,0.190,4108288.000,1,0,168.520,151.350,13828308309.333,13854171306.667,10,0
figlet,40,1.000,8.070,8106325.333,17,1,env,50,1.000,7.336,8837120.000,17,1,curl,0,1.000,0.208,43925504.000,1,0,166.920,164.930,13939292842.667,14009597098.667,10,1
figlet,50,1.000,5.545,2928640.000,5,0,env,0,1.000,1.196,9117696.000,1,0,curl,0,1.000,0.203,43925504.000,1,0,139.320,156.820,14129285802.667,14099837269.333,20,0
figlet,50,1.000,9.081,3797504.000,1,0,env,0,1.000,0.081,21970944.000,1,0,curl,0,1.000,0.195,43925504.000,1,0,199.000,142.260,13763580586.667,13664326997.333,10,0
figlet,50,1.000,10.615,4400640.000,1,0,env,0,1.000,0.086,21970944.000,1,0,curl,0,1.000,0.210,43925504.000,1,0,129.800,141.930,13601329152.000,13606919338.667,10,0
figlet,50,1.000,9.607,4456448.000,1,0,env,0,1.000,0.079,21970944.000,1,0,curl,10,1.000,5.751,45916672.000,1,0,101.880,115.100,13591560874.667,13603741866.667,10,0
figlet,50,1.000,8.929,4734976.000,1,0,env,0,1.000,0.070,21970944.000,1,0,curl,10,1.000,5.148,4442112.000,1,0,131.760,131.670,13616314368.000,13643748010.667,10,0
figlet,50,1.000,8.821,4626944.000,1,0,env,0,1.000,0.117,21970944.000,1,0,curl,10,1.000,8.291,4747264.000,1,0,154.840,140.130,13622190080.000,13634328917.333,10,0
figlet,50,1.000,8.928,4693504.000,1,0,env,0,1.000,0.079,21970944.000,1,0,curl,20,1.000,10.540,5107712.000,1,0,149.120,144.400,13615478101.333,13641091413.333,10,0
figlet,50,1.000,9.236,2961408.000,5,0,env,0,1.000,0.083,21970944.000,1,0,curl,20,1.000,8.860,4353536.000,5,0,169.840,174.210,13646725120.000,13710323370.667,10,0
figlet,50,1.000,10.758,2912256.000,5,0,env,0,1.000,0.092,21970944.000,1,0,curl,20,1.000,14.097,5072896.000,5,0,190.360,169.450,13667852970.667,13667324074.667,10,0
figlet,50,1.000,8.311,4998656.000,5,0,env,0,1.000,0.075,21970944.000,1,0,curl,30,1.000,19.268,5706240.000,5,0,146.160,161.720,13648375125.333,13672985770.667,10,0
figlet,50,1.000,9.742,2953216.000,9,0,env,0,1.000,0.068,21970944.000,1,0,curl,30,1.000,17.366,2637824.000,9,0,172.520,161.880,13659362645.333,13726839125.333,10,0
figlet,50,1.000,8.434,6146730.667,13,0,env,0,1.000,0.072,21970944.000,1,0,curl,30,1.000,18.605,7089152.000,13,0,177.840,164.320,13860093952.000,13894191786.667,10,0
figlet,50,1.000,9.044,4640768.000,20,1,env,0,1.000,0.083,21723306.667,1,0,curl,40,1.000,27.442,10596352.000,1,0,168.950,183.467,13999695872.000,14080409941.333,10,1
figlet,50,1.000,8.357,8257536.000,1,0,env,0,1.000,0.066,21344256.000,1,0,curl,40,1.000,17.963,3672064.000,1,0,230.600,179.530,14096655701.333,13953996970.667,20,0
figlet,50,1.000,8.026,4378624.000,1,0,env,0,1.000,0.081,21344256.000,1,0,curl,40,1.000,27.417,5851136.000,1,0,203.360,187.450,13703512064.000,13711290026.667,10,0
figlet,50,1.000,10.444,4831232.000,1,0,env,0,1.000,0.076,21344256.000,1,0,curl,50,1.000,27.591,7292928.000,1,0,190.040,187.320,13683499690.667,13705071616.000,10,0
figlet,50,1.000,11.174,4446208.000,5,0,env,0,1.000,0.083,21344256.000,1,0,curl,50,1.000,39.123,62982144.000,5,0,200.200,186.910,13691091626.667,13707372544.000,10,0
figlet,50,1.000,8.057,3510272.000,5,0,env,0,1.000,0.087,21344256.000,1,0,curl,50,1.000,30.748,2457600.000,5,0,211.720,220.930,13692440576.000,13762822144.000,10,0
figlet,50,1.000,9.423,3170304.000,5,0,env,10,1.000,0.579,21351936.000,5,0,curl,0,1.000,12.934,2703360.000,1,0,200.680,171.310,13743645354.667,13723223210.667,10,0
figlet,50,1.000,7.990,5365248.000,13,0,env,10,1.000,1.611,5230080.000,5,0,curl,0,1.000,0.211,4268032.000,1,0,145.240,149.350,13698233002.667,13717276672.000,10,0
figlet,50,1.000,9.642,4903424.000,17,1,env,10,1.000,1.182,3532800.000,1,0,curl,0,1.000,0.178,43534336.000,1,0,144.760,140.420,13782919168.000,13837696170.667,10,1
