function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,50,1.000,5.040,5976064.000,5,0,shasum,0,1.000,0.075,20963328.000,1,0,curl,0,1.000,0.180,36990976.000,1,0,49.600,78.280,4124056917.333,4139535701.333,50,0
nodeinfo,50,1.000,5.241,5103616.000,5,0,shasum,0,1.000,0.074,20963328.000,1,0,curl,10,1.000,4.543,38715904.000,1,0,61.520,93.480,4175110826.667,4158013781.333,30,0
nodeinfo,50,1.000,4.228,5607424.000,5,0,shasum,0,1.000,0.085,20963328.000,1,0,curl,10,1.000,2.831,38730240.000,1,0,63.320,112.580,4138581333.333,4141431125.333,50,0
nodeinfo,50,1.000,6.280,87477248.000,1,0,shasum,0,1.000,0.071,20963328.000,1,0,curl,10,1.000,3.279,38488576.000,1,0,70.040,83.800,4161234261.333,4152021845.333,50,0
nodeinfo,50,1.000,5.573,83578880.000,1,0,shasum,0,1.000,0.082,20963328.000,1,0,curl,20,1.000,8.728,40770901.333,1,0,56.160,98.580,4147157674.667,4150925653.333,50,0
nodeinfo,50,1.000,4.892,85547861.333,1,0,shasum,0,1.000,0.069,20963328.000,1,0,curl,20,1.000,9.647,40533845.333,1,0,58.560,96.830,4157654357.333,4162203818.667,50,0
nodeinfo,50,1.000,7.988,86033066.667,1,0,shasum,0,1.000,0.071,20963328.000,1,0,curl,20,1.000,8.287,40440832.000,1,0,62.760,91.790,4154401450.667,4157581482.667,50,0
nodeinfo,50,1.000,4.977,7290880.000,5,0,shasum,0,1.000,0.071,20963328.000,1,0,curl,30,1.000,17.233,2600960.000,5,0,67.400,105.760,4188767573.333,4189358762.667,50,0
nodeinfo,50,1.000,4.146,5083136.000,5,0,shasum,0,1.000,0.083,20963328.000,1,0,curl,30,1.000,7.073,2887680.000,5,0,60.560,102.680,4192160426.667,4191706453.333,40,0
nodeinfo,50,1.000,6.115,5595136.000,5,0,shasum,0,1.000,0.069,20963328.000,1,0,curl,30,1.000,13.009,2813952.000,5,0,59.920,116.850,4180259498.667,4195529045.333,40,0
nodeinfo,50,1.000,3.984,19337216.000,5,0,shasum,0,1.000,0.079,20963328.000,1,0,curl,40,1.000,20.177,4276224.000,5,0,63.920,121.820,4195892565.333,4197336405.333,40,0
nodeinfo,50,1.000,6.234,16916480.000,5,0,shasum,0,1.000,0.082,20963328.000,1,0,curl,40,1.000,28.787,9486336.000,5,0,66.240,119.040,4199968768.000,4201688064.000,50,0
nodeinfo,50,1.000,5.117,86800896.000,5,0,shasum,0,1.000,0.073,20963328.000,1,0,curl,40,1.000,17.488,5152768.000,5,0,59.320,113.890,4207588693.333,4209861120.000,50,0
nodeinfo,50,1.000,6.359,5201920.000,5,0,shasum,0,1.000,0.078,20963328.000,1,0,curl,50,1.000,17.588,3850240.000,5,0,67.000,129.282,4317982037.333,4268283050.667,30,0
nodeinfo,50,1.000,5.881,20860928.000,5,0,shasum,0,1.000,0.078,20963328.000,1,0,curl,50,1.000,25.546,4509696.000,1,0,69.080,143.130,4326539264.000,4270402730.667,30,0
nodeinfo,50,1.000,7.080,87034368.000,1,0,shasum,0,1.000,0.080,20963328.000,1,0,curl,50,1.000,26.896,43895296.000,1,0,62.680,130.250,4214912341.333,4227061248.000,50,0
nodeinfo,50,1.000,5.136,86517760.000,1,0,shasum,10,1.000,1.438,21066069.333,1,0,curl,0,1.000,0.192,4513792.000,1,0,61.960,81.370,4220255573.333,4216168106.667,50,0
nodeinfo,50,1.000,7.277,86197760.000,1,0,shasum,10,1.000,1.042,20984320.000,1,0,curl,0,1.000,0.183,36999168.000,1,0,52.680,78.301,4236421802.667,4240681301.333,60,0
nodeinfo,50,1.000,5.102,86994944.000,1,0,shasum,10,1.000,0.861,20992000.000,1,0,curl,0,1.000,0.147,36999168.000,1,0,64.680,181.235,4255761066.667,4246354602.667,40,0
nodeinfo,50,1.000,5.340,87130624.000,1,0,shasum,10,1.000,0.792,21001557.333,1,0,curl,10,1.000,5.933,39291904.000,1,0,56.480,82.990,4243432789.333,4242371242.667,50,0
nodeinfo,50,1.000,4.814,87202304.000,5,0,shasum,10,1.000,0.851,20963328.000,5,0,curl,10,1.000,4.525,3235840.000,5,0,50.560,100.020,4242427904.000,4260402858.667,50,0
nodeinfo,50,1.000,6.356,87303850.667,5,0,shasum,10,1.000,1.228,20995072.000,5,0,curl,10,1.000,5.811,38780928.000,5,0,55.600,98.570,4215175168.000,4228976810.667,50,0
nodeinfo,50,1.000,7.560,86883840.000,5,0,shasum,10,1.000,0.712,21006336.000,5,0,curl,20,1.000,9.654,39085056.000,5,0,69.080,111.490,4222890666.667,4236059306.667,50,0
nodeinfo,50,1.000,6.749,86167040.000,5,0,shasum,10,1.000,0.757,2818048.000,5,0,curl,20,1.000,8.481,39146496.000,5,0,65.480,104.780,4233960789.333,4256289962.667,60,0
nodeinfo,50,1.000,5.878,6086656.000,5,0,shasum,10,1.000,1.022,21011456.000,1,0,curl,20,1.000,6.742,39688192.000,1,0,58.760,104.890,4243518122.667,4253515434.667,60,0
nodeinfo,50,1.000,3.458,86614186.667,1,0,shasum,10,1.000,0.796,20971008.000,1,0,curl,30,1.000,8.339,41457664.000,1,0,62.653,100.353,4236823210.667,4247940778.667,60,0
nodeinfo,50,1.000,6.093,85887488.000,1,0,shasum,10,1.000,0.974,3784704.000,1,0,curl,30,1.000,9.347,4640768.000,1,0,62.600,110.150,4263207594.667,4264207018.667,50,0
nodeinfo,50,1.000,6.633,86175744.000,1,0,shasum,10,1.000,0.741,21007872.000,1,0,curl,30,1.000,13.781,40168448.000,1,0,64.280,108.930,4264795477.333,4273251328.000,50,0
nodeinfo,50,1.000,5.734,86471680.000,1,0,shasum,10,1.000,1.017,20975616.000,1,0,curl,40,1.000,16.722,42496682.667,1,0,49.080,106.420,4244426069.333,4264362666.667,60,0
nodeinfo,50,1.000,6.025,86683477.333,5,0,shasum,10,1.000,0.868,3727360.000,5,0,curl,40,1.000,17.222,4423680.000,5,0,70.800,127.050,4300111872.000,4292133376.000,40,0
nodeinfo,50,1.000,4.544,87299584.000,5,0,shasum,10,1.000,1.089,3833856.000,5,0,curl,40,1.000,22.180,3026944.000,5,0,69.720,127.960,4304493909.333,4297021269.333,40,0
nodeinfo,50,1.000,5.523,87010816.000,5,0,shasum,10,1.000,0.807,20975616.000,5,0,curl,50,1.000,20.469,44687872.000,5,0,65.560,127.730,4252891136.000,4275494741.333,60,0
nodeinfo,50,0.994,4.913,86877696.000,5,0,shasum,10,1.000,1.105,20975616.000,1,0,curl,50,1.000,15.193,44526592.000,5,0,61.440,125.940,4278648832.000,4300059136.000,60,0
nodeinfo,50,1.000,6.941,4616192.000,5,0,shasum,10,1.000,0.857,20971520.000,1,0,curl,50,1.000,25.978,45713408.000,1,0,70.520,121.810,4300485290.667,4325671253.333,60,0
nodeinfo,50,1.000,6.898,86781440.000,1,0,shasum,20,1.000,1.794,3997696.000,1,0,curl,0,1.000,0.177,37707776.000,1,0,66.760,83.620,4323885738.667,4311962624.000,50,0
nodeinfo,50,1.000,4.000,5120000.000,5,0,shasum,20,1.000,1.870,3076096.000,5,0,curl,0,1.000,0.172,37707776.000,1,0,69.880,93.320,4322877440.000,4319961600.000,50,0
nodeinfo,50,1.000,5.865,5914624.000,5,0,shasum,20,1.000,1.573,3342336.000,5,0,curl,0,1.000,0.194,37707776.000,1,0,65.120,92.570,4308557141.333,4311298048.000,40,0
nodeinfo,50,1.000,8.343,86568960.000,1,0,shasum,20,1.000,1.239,20971520.000,1,0,curl,10,1.000,5.519,38622720.000,1,0,67.560,92.800,4313687381.333,4310727509.333,40,0
nodeinfo,50,1.000,2.578,86461952.000,1,0,shasum,20,1.000,2.157,4161536.000,1,0,curl,10,1.000,4.716,39567360.000,1,0,70.920,91.810,4317796352.000,4314503680.000,50,0
nodeinfo,50,1.000,6.560,5627904.000,5,0,shasum,20,1.000,1.245,21016064.000,5,0,curl,10,1.000,6.293,38970368.000,5,0,68.800,96.260,4286498816.000,4281899349.333,50,0
nodeinfo,50,1.000,6.330,86176256.000,5,0,shasum,20,1.000,1.194,21066752.000,5,0,curl,20,1.000,4.659,40271360.000,5,0,58.120,108.450,4272405162.667,4297042261.333,50,0
nodeinfo,50,1.000,6.673,86335488.000,5,0,shasum,20,1.000,1.893,21028864.000,5,0,curl,20,1.000,9.507,4177920.000,5,0,71.480,110.120,4319415637.333,4307703808.000,40,0
nodeinfo,50,1.000,3.896,84710741.333,5,0,shasum,20,1.000,2.127,20955136.000,5,0,curl,20,1.000,12.001,2625536.000,5,0,70.960,115.230,4355517781.333,4369263274.667,60,0
nodeinfo,50,1.000,3.698,5750784.000,5,0,shasum,20,1.000,2.177,21092352.000,5,0,curl,30,1.000,16.502,42863104.000,5,0,55.020,112.735,4348022784.000,4271537664.000,60,0
nodeinfo,50,1.000,5.889,5996544.000,5,0,shasum,20,1.000,1.677,21026304.000,5,0,curl,30,1.000,12.542,40824832.000,5,0,56.040,115.590,4167981056.000,4200435029.333,60,0
nodeinfo,50,1.000,3.249,4231168.000,5,0,shasum,20,1.000,2.107,20955136.000,1,0,curl,30,1.000,14.804,40403968.000,1,0,50.920,105.970,4171288576.000,4183327061.333,60,0
nodeinfo,50,1.000,8.708,86423552.000,1,0,shasum,20,1.000,2.105,20955136.000,1,0,curl,40,1.000,28.981,43727360.000,1,0,53.560,124.900,4185977514.667,4208269312.000,60,0
nodeinfo,50,1.000,8.658,85513216.000,1,0,shasum,20,1.000,2.257,21005482.667,1,0,curl,40,1.000,19.561,44814848.000,1,0,51.720,124.740,4191733077.333,4186860202.667,60,0
nodeinfo,50,1.000,4.532,86027264.000,1,0,shasum,20,1.000,2.349,20996608.000,1,0,curl,40,1.000,21.311,45423616.000,1,0,57.840,121.580,4165599232.000,4187265536.000,60,0
nodeinfo,50,1.000,9.075,86558378.667,5,0,shasum,20,1.000,2.029,20998144.000,5,0,curl,50,1.000,29.093,43628032.000,5,0,71.600,127.740,4189229738.667,4191993173.333,50,0
nodeinfo,50,1.000,3.689,86864896.000,5,0,shasum,20,1.000,2.503,20955136.000,5,0,curl,50,1.000,22.043,44473856.000,5,0,53.280,135.130,4181199530.667,4206396586.667,50,0
nodeinfo,50,1.000,8.272,86711296.000,5,0,shasum,20,1.000,2.386,20955136.000,5,0,curl,50,1.000,23.374,45497856.000,5,0,68.960,128.870,4203202560.000,4223251968.000,60,0
nodeinfo,50,1.000,4.873,16695296.000,5,0,shasum,30,1.000,1.833,2695168.000,5,0,curl,0,1.000,0.199,37310464.000,1,0,50.440,92.540,4206575616.000,4222672384.000,60,0
nodeinfo,50,1.000,4.751,6107136.000,5,0,shasum,30,1.000,2.250,20955136.000,5,0,curl,0,1.000,0.172,37310464.000,1,0,60.320,93.730,4200795477.333,4232352768.000,60,0
nodeinfo,50,1.000,5.741,86572885.333,5,0,shasum,30,1.000,2.261,3215360.000,5,0,curl,0,1.000,0.169,37343232.000,1,0,61.120,91.310,4207263744.000,4214111914.667,50,0
nodeinfo,50,1.000,6.322,86566912.000,5,0,shasum,30,1.000,2.550,6868309.333,5,0,curl,10,1.000,6.429,39456768.000,1,0,68.080,113.960,4316042581.333,4259789482.667,30,0
nodeinfo,50,1.000,3.696,86528512.000,1,0,shasum,30,1.000,2.650,21099861.333,1,0,curl,10,1.000,4.721,38667776.000,1,0,60.800,99.990,4217797290.667,4225762474.667,60,0
nodeinfo,50,1.000,3.657,86172160.000,1,0,shasum,30,1.000,2.320,21032789.333,1,0,curl,10,1.000,5.966,39207936.000,1,0,68.280,96.250,4246285653.333,4241938602.667,50,0
nodeinfo,50,1.000,5.817,86329856.000,1,0,shasum,30,1.000,3.265,20982784.000,1,0,curl,20,1.000,10.261,4620288.000,1,0,64.080,108.112,4238777002.667,4244490581.333,50,0
nodeinfo,50,1.000,6.537,86554965.333,1,0,shasum,30,1.000,1.866,20998826.667,1,0,curl,20,1.000,5.541,39546368.000,1,0,69.400,106.800,4221063850.667,4222387200.000,50,0
nodeinfo,50,1.000,4.142,86749696.000,1,0,shasum,30,1.000,2.325,20981248.000,1,0,curl,20,1.000,8.109,39414784.000,1,0,70.960,103.480,4217178112.000,4221426517.333,50,0
nodeinfo,50,1.000,8.124,86628352.000,5,0,shasum,30,1.000,2.119,20974080.000,5,0,curl,30,1.000,16.076,4513792.000,5,0,71.520,125.350,4236271616.000,4231371264.000,40,0
nodeinfo,50,1.000,9.358,5574656.000,5,0,shasum,30,1.000,3.486,20958208.000,5,0,curl,30,1.000,15.205,41383936.000,5,0,56.160,125.050,4212229461.333,4232290816.000,50,0
nodeinfo,50,1.000,3.842,86409728.000,5,0,shasum,30,1.000,2.806,20983808.000,5,0,curl,30,1.000,15.506,42287104.000,5,0,67.120,122.240,4225796778.667,4247070037.333,60,0
nodeinfo,50,1.000,6.683,86426453.333,5,0,shasum,30,1.000,2.908,21037056.000,5,0,curl,40,1.000,27.155,45975040.000,5,0,57.480,125.490,4231673173.333,4254396928.000,60,0
nodeinfo,50,1.000,6.618,86772224.000,5,0,shasum,30,1.000,1.720,21007360.000,5,0,curl,40,1.000,16.972,41787392.000,5,0,55.160,120.180,4242890069.333,4261548373.333,60,0
nodeinfo,50,1.000,5.414,4222976.000,5,0,shasum,30,1.000,3.186,20955136.000,1,0,curl,40,1.000,11.611,42009088.000,1,0,56.760,119.290,4252144298.667,4269650602.667,60,0
nodeinfo,50,1.000,5.516,86780928.000,1,0,shasum,30,1.000,3.182,20955136.000,1,0,curl,50,1.000,13.803,41782272.000,1,0,70.960,137.972,4299190272.000,4306101077.333,50,0
nodeinfo,50,1.000,5.354,85087232.000,1,0,shasum,30,1.000,2.755,20984832.000,1,0,curl,50,1.000,18.957,47826944.000,1,0,55.480,128.450,4282344789.333,4301293738.667,60,0
nodeinfo,50,1.000,6.454,86003882.667,1,0,shasum,30,1.000,2.646,20969984.000,1,0,curl,50,1.000,14.203,3923968.000,1,0,66.560,128.080,4290925226.667,4293810688.000,50,0
nodeinfo,50,1.000,6.998,86485504.000,5,0,shasum,40,1.000,3.674,21147648.000,5,0,curl,0,1.000,0.198,37872981.333,1,0,57.000,98.990,4267563690.667,4277807786.667,50,0
nodeinfo,50,1.000,4.650,86329856.000,5,0,shasum,40,1.000,3.497,3174400.000,5,0,curl,0,1.000,0.167,37953536.000,1,0,59.200,102.370,4268789077.333,4296204117.333,50,0
nodeinfo,50,1.000,6.740,86407168.000,5,0,shasum,40,1.000,3.664,7360512.000,5,0,curl,0,1.000,0.180,37834752.000,1,0,64.680,101.520,4275667626.667,4292841984.000,40,0
nodeinfo,50,1.000,6.525,86641664.000,5,0,shasum,40,1.000,4.890,21092864.000,5,0,curl,10,1.000,5.818,39161344.000,5,0,57.320,108.199,4270953813.333,4276629845.333,40,0
nodeinfo,50,1.000,4.632,5402624.000,5,0,shasum,40,1.000,3.394,20998826.667,5,0,curl,10,1.000,2.762,2764800.000,5,0,65.040,109.090,4299657216.000,4315312981.333,60,0
nodeinfo,50,1.000,3.889,18657280.000,5,0,shasum,40,1.000,2.233,20955136.000,5,0,curl,10,1.000,5.084,39156906.667,1,0,62.680,107.700,4314002773.333,4326834517.333,60,0
nodeinfo,50,1.000,6.220,86479872.000,1,0,shasum,40,1.000,4.011,21015552.000,1,0,curl,20,1.000,6.701,39904256.000,1,0,58.920,110.420,4342577834.667,4362445994.667,70,0
nodeinfo,50,1.000,3.608,86654464.000,1,0,shasum,40,1.000,3.882,21012480.000,1,0,curl,20,1.000,8.865,40238592.000,1,0,68.920,112.640,4368542378.667,4368005461.333,50,0
nodeinfo,50,1.000,6.474,86822400.000,5,0,shasum,40,1.000,3.730,21014528.000,5,0,curl,20,1.000,9.673,2949120.000,5,0,69.160,109.770,4342409216.000,4342500010.667,50,0
nodeinfo,50,1.000,6.378,86589440.000,5,0,shasum,40,1.000,4.201,21001216.000,5,0,curl,30,1.000,16.341,43236352.000,5,0,57.200,141.700,4321284096.000,4332811605.333,50,0
nodeinfo,50,1.000,6.887,86941184.000,5,0,shasum,40,1.000,3.696,21003264.000,5,0,curl,30,1.000,14.155,41263616.000,5,0,69.520,129.920,4341572266.667,4371333290.667,60,0
nodeinfo,50,1.000,6.622,87251456.000,5,0,shasum,40,1.000,3.280,20971520.000,5,0,curl,30,1.000,14.609,2920448.000,5,0,62.680,124.090,4343491925.333,4360723968.000,60,0
nodeinfo,50,1.000,5.343,87416149.333,5,0,shasum,40,1.000,3.101,21066752.000,5,0,curl,40,1.000,18.349,46962176.000,5,0,59.120,129.420,4317896021.333,4344725845.333,60,0
nodeinfo,50,1.000,6.337,86828544.000,1,0,shasum,40,1.000,4.013,21005312.000,1,0,curl,40,1.000,20.977,44496725.333,1,0,54.160,134.050,4328299178.667,4344156330.667,60,0
nodeinfo,50,1.000,6.677,86707200.000,1,0,shasum,40,1.000,3.138,21003776.000,1,0,curl,40,1.000,24.687,42869248.000,1,0,55.840,133.450,4326821205.333,4346983936.000,60,0
nodeinfo,50,1.000,3.420,86631936.000,1,0,shasum,40,1.000,3.247,20975616.000,1,0,curl,50,1.000,13.526,42878976.000,1,0,60.080,139.590,4332774741.333,4350465877.333,60,0
nodeinfo,50,1.000,6.500,86994773.333,5,0,shasum,40,1.000,3.394,21018624.000,5,0,curl,50,1.000,33.338,47074304.000,5,0,71.680,131.150,4349474133.333,4355274581.333,50,0
nodeinfo,50,1.000,5.955,87291392.000,5,0,shasum,40,1.000,3.442,20975616.000,5,0,curl,50,1.000,28.112,42566656.000,5,0,58.120,141.660,4349420202.667,4371463850.667,60,0
nodeinfo,50,1.000,5.532,9019392.000,5,0,shasum,50,1.000,5.377,21069994.667,5,0,curl,0,1.000,0.265,39004672.000,1,0,59.080,106.350,4369192277.333,4378954581.333,60,0
nodeinfo,50,1.000,6.551,87205205.333,1,0,shasum,50,1.000,4.489,20976640.000,1,0,curl,0,1.000,0.229,39076352.000,1,0,64.720,95.200,4354170880.000,4356381354.667,60,0
nodeinfo,50,1.000,7.037,87271936.000,1,0,shasum,50,1.000,3.240,21069312.000,1,0,curl,0,1.000,0.206,39071744.000,1,0,63.320,95.020,4346327722.667,4345982464.000,50,0
nodeinfo,50,1.000,4.088,86512298.667,1,0,shasum,50,1.000,4.321,21118122.667,1,0,curl,10,1.000,5.388,40653824.000,1,0,71.400,107.620,4345963178.667,4351811754.667,50,0
nodeinfo,50,1.000,8.425,86810624.000,1,0,shasum,50,1.000,2.803,4296704.000,1,0,curl,10,1.000,5.258,40627712.000,1,0,68.240,108.530,4362504874.667,4360661845.333,50,0
nodeinfo,50,1.000,7.126,86850901.333,1,0,shasum,50,1.000,5.385,21158912.000,1,0,curl,10,1.000,4.360,40232448.000,1,0,67.400,118.190,4370107733.333,4364360362.667,50,0
nodeinfo,50,1.000,4.316,86799872.000,1,0,shasum,50,1.000,4.602,21064362.667,1,0,curl,20,1.000,9.334,42401280.000,1,0,60.400,109.430,4354301952.000,4370225152.000,60,0
nodeinfo,50,1.000,6.554,86865920.000,5,0,shasum,50,1.000,6.097,21098496.000,5,0,curl,20,1.000,11.955,3043328.000,5,0,67.760,112.780,4377839616.000,4381566976.000,50,0
nodeinfo,50,1.000,6.571,87041877.333,5,0,shasum,50,1.000,4.380,21039104.000,5,0,curl,20,1.000,13.288,43141632.000,5,0,62.200,132.390,4366591317.333,4390852437.333,50,0
nodeinfo,50,1.000,6.984,86814720.000,5,0,shasum,50,1.000,4.410,21056000.000,5,0,curl,30,1.000,13.967,43335168.000,5,0,69.480,125.300,4370709845.333,4391327914.667,50,0
nodeinfo,50,1.000,5.860,86729216.000,5,0,shasum,50,1.000,5.801,21106176.000,5,0,curl,30,1.000,12.370,3207168.000,5,0,56.800,129.820,4344214869.333,4367946240.000,60,0
nodeinfo,50,1.000,5.336,86933504.000,5,0,shasum,50,1.000,6.707,21126144.000,5,0,curl,30,1.000,14.196,2879488.000,5,0,66.493,121.713,4355480917.333,4375138133.333,60,0
nodeinfo,50,1.000,6.858,86971733.333,5,0,shasum,50,1.000,4.459,21157888.000,5,0,curl,40,1.000,20.202,43466240.000,5,0,51.600,123.670,4359432874.667,4385398101.333,60,0
nodeinfo,50,1.000,8.447,87033856.000,1,0,shasum,50,1.000,3.648,21149184.000,1,0,curl,40,1.000,20.791,44533760.000,1,0,54.040,130.610,4375909717.333,4390989994.667,60,0
nodeinfo,50,1.000,5.837,86474240.000,1,0,shasum,50,1.000,4.421,21145088.000,1,0,curl,40,1.000,18.332,44073984.000,1,0,69.440,135.210,4381104810.667,4386278058.667,50,0
nodeinfo,50,1.000,6.140,86799360.000,5,0,shasum,50,1.000,6.710,21240320.000,5,0,curl,50,1.000,20.243,45096618.667,5,0,55.040,135.689,4364776106.667,4386245290.667,60,0
nodeinfo,50,1.000,2.864,87221760.000,5,0,shasum,50,1.000,2.904,21184853.333,5,0,curl,50,1.000,24.705,48284672.000,5,0,54.840,140.490,4375232512.000,4402194602.667,50,0
nodeinfo,50,1.000,4.236,87002624.000,5,0,shasum,50,1.000,3.133,21185024.000,5,0,curl,50,1.000,36.097,47460864.000,5,0,61.560,144.460,4388998485.333,4418632874.667,60,0
