function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
nodeinfo,10,1.000,1.521,5484544.000,5,0,shasum,10,1.000,0.883,13487274.667,5,0,curl,50,1.000,33.805,3694592.000,5,0,63.760,118.210,3515191296.000,3507402410.667,40,0
nodeinfo,10,1.000,1.874,8515584.000,5,0,shasum,20,1.000,1.535,2920448.000,5,0,curl,0,1.000,0.155,3829760.000,1,0,70.480,79.450,3542397610.667,3526332757.333,50,0
nodeinfo,10,1.000,1.024,5578752.000,5,0,shasum,20,1.000,1.603,3149824.000,5,0,curl,0,1.000,0.185,32644096.000,1,0,48.400,71.070,3497446741.333,3517215573.333,60,0
nodeinfo,10,1.000,1.339,5230592.000,5,0,shasum,20,1.000,1.234,5861376.000,5,0,curl,0,1.000,0.185,32579584.000,1,0,65.520,82.970,3551076352.000,3537082368.000,40,0
nodeinfo,10,1.000,1.434,55910912.000,1,0,shasum,20,1.000,1.363,4386816.000,5,0,curl,10,1.000,4.004,34102784.000,1,0,64.440,82.780,3542397610.667,3516473344.000,40,0
nodeinfo,10,1.000,0.769,56457728.000,1,0,shasum,20,1.000,1.058,2936832.000,5,0,curl,10,1.000,4.871,34204672.000,1,0,51.320,74.360,3511710378.667,3535743146.667,60,0
nodeinfo,10,1.000,1.965,56189952.000,1,0,shasum,20,1.000,0.989,13562368.000,1,0,curl,10,1.000,7.456,34210816.000,1,0,50.360,68.360,3594707626.667,3563961344.000,60,0
nodeinfo,10,1.000,1.549,56214016.000,1,0,shasum,20,1.000,1.788,4050944.000,1,0,curl,20,1.000,10.406,4362240.000,1,0,65.680,84.350,3557596501.333,3555480576.000,50,0
nodeinfo,10,1.000,1.410,56363690.667,1,0,shasum,20,1.000,1.606,13465600.000,1,0,curl,20,1.000,9.939,35460608.000,1,0,58.160,80.390,3520648533.333,3520208725.333,50,0
nodeinfo,10,1.000,0.875,56489472.000,1,0,shasum,20,1.000,1.075,13467136.000,1,0,curl,20,1.000,10.410,36033194.667,1,0,59.320,85.260,3526547456.000,3525261141.333,50,0
nodeinfo,10,1.000,1.761,56461824.000,1,0,shasum,20,1.000,1.120,4022272.000,1,0,curl,30,1.000,12.635,38445056.000,1,0,61.680,90.380,3534548992.000,3528349354.667,50,0
nodeinfo,10,1.000,1.353,56541013.333,1,0,shasum,20,1.000,1.978,13422592.000,1,0,curl,30,1.000,11.734,38413824.000,1,0,62.560,87.710,3484701354.667,3478723584.000,50,0
nodeinfo,10,1.000,1.355,11558912.000,1,0,shasum,20,1.000,1.480,13441024.000,1,0,curl,30,1.000,13.211,35914240.000,1,0,59.160,91.804,3476903253.333,3490058240.000,60,0
nodeinfo,10,1.000,1.067,56447488.000,5,0,shasum,20,1.000,0.895,4079616.000,5,0,curl,40,1.000,16.442,4100096.000,5,0,69.000,115.060,3517456384.000,3513366698.667,40,0
nodeinfo,10,1.000,1.714,4886528.000,5,0,shasum,20,1.000,1.786,13465600.000,5,0,curl,40,1.000,17.790,4222976.000,5,0,69.640,109.920,3533333162.667,3525743957.333,40,0
nodeinfo,10,1.000,1.299,7467008.000,5,0,shasum,20,1.000,1.164,13422592.000,5,0,curl,40,1.000,11.201,38466730.667,5,0,66.920,109.060,3539879253.333,3536055808.000,50,0
nodeinfo,10,1.000,1.264,6774784.000,5,0,shasum,20,1.000,1.526,13424128.000,5,0,curl,50,1.000,26.422,2949120.000,5,0,65.680,114.270,3524477610.667,3543668053.333,60,0
nodeinfo,10,1.000,0.757,56557226.667,1,0,shasum,20,1.000,1.941,13422592.000,5,0,curl,50,1.000,19.105,3100672.000,5,0,60.560,113.470,3541194069.333,3569389397.333,60,0
nodeinfo,10,1.000,1.111,56472576.000,1,0,shasum,20,1.000,1.879,13446485.333,1,0,curl,50,1.000,25.197,40907434.667,1,0,67.320,105.930,3594336938.667,3598233258.667,60,0
nodeinfo,10,1.000,1.504,56534186.667,1,0,shasum,30,1.000,2.527,3837952.000,1,0,curl,0,1.000,0.168,4468736.000,1,0,62.440,69.250,3607814826.667,3593801216.000,50,0
nodeinfo,10,1.000,1.146,6156288.000,5,0,shasum,30,1.000,3.865,2752512.000,5,0,curl,0,1.000,0.169,33841152.000,1,0,67.120,76.260,3606607872.000,3603927893.333,50,0
nodeinfo,10,1.000,1.515,56541696.000,1,0,shasum,30,1.000,2.935,5566464.000,1,0,curl,0,1.000,0.156,33841152.000,1,0,69.040,72.400,3641864874.667,3598667946.667,30,0
nodeinfo,10,1.000,1.121,56680106.667,1,0,shasum,30,1.000,2.187,13550592.000,1,0,curl,10,1.000,4.921,35833856.000,1,0,68.920,80.230,3596898986.667,3593901738.667,50,0
nodeinfo,10,1.000,1.102,56474624.000,1,0,shasum,30,1.000,1.899,13459456.000,1,0,curl,10,1.000,4.649,4009984.000,1,0,56.960,78.080,3589231957.333,3585688746.667,50,0
nodeinfo,10,1.000,1.331,56573952.000,1,0,shasum,30,1.000,3.057,13561685.333,1,0,curl,10,1.000,6.318,35003904.000,1,0,64.800,79.240,3596974762.667,3593271637.333,50,0
nodeinfo,10,1.000,1.674,56588288.000,1,0,shasum,30,1.000,2.695,13470208.000,1,0,curl,20,1.000,11.244,36821504.000,1,0,63.080,83.220,3596010837.333,3592159061.333,50,0
nodeinfo,10,1.000,1.281,5140480.000,5,0,shasum,30,1.000,2.844,13430784.000,5,0,curl,20,1.000,10.727,2875392.000,5,0,59.880,84.920,3595314517.333,3596254720.000,50,0
nodeinfo,10,1.000,1.428,18845696.000,5,0,shasum,30,1.000,2.593,13503658.667,5,0,curl,20,1.000,10.710,37246976.000,5,0,48.200,90.070,3589041493.333,3614036650.667,60,0
nodeinfo,10,1.000,1.348,56497152.000,5,0,shasum,30,1.000,2.808,13454677.333,5,0,curl,30,1.000,12.335,3031040.000,5,0,67.200,100.990,3636712789.333,3626258090.667,40,0
nodeinfo,10,1.000,1.434,56660480.000,5,0,shasum,30,1.000,2.688,13478400.000,5,0,curl,30,1.000,16.408,2715648.000,5,0,56.440,107.540,3608410112.000,3625396394.667,60,0
nodeinfo,10,1.000,1.393,56549376.000,1,0,shasum,30,1.000,2.513,2805760.000,5,0,curl,30,1.000,12.050,36372480.000,5,0,67.760,98.210,3590827349.333,3600194389.333,60,0
nodeinfo,10,1.000,1.469,56503125.333,1,0,shasum,30,1.000,2.785,13487104.000,5,0,curl,40,1.000,18.769,2506752.000,5,0,58.720,109.490,3615107754.667,3636757845.333,60,0
nodeinfo,10,1.000,1.151,56451072.000,1,0,shasum,30,1.000,2.266,13521408.000,1,0,curl,40,1.000,12.275,39063040.000,1,0,71.120,96.960,3630191274.667,3630360064.000,60,0
nodeinfo,10,1.000,1.650,56499712.000,1,0,shasum,30,1.000,2.911,13459456.000,1,0,curl,40,1.000,20.703,4358144.000,1,0,57.560,105.560,3637753173.333,3641120597.333,50,0
nodeinfo,10,1.000,1.230,56461312.000,1,0,shasum,30,1.000,3.840,13433344.000,1,0,curl,50,1.000,25.224,40098816.000,1,0,64.480,115.460,3643403605.333,3647527253.333,50,0
nodeinfo,10,1.000,1.332,56510464.000,1,0,shasum,30,1.000,2.531,13553664.000,1,0,curl,50,1.000,20.538,42680832.000,1,0,62.840,107.830,3636587178.667,3636560554.667,50,0
nodeinfo,10,1.000,1.317,56557568.000,5,0,shasum,30,1.000,2.538,13481130.667,5,0,curl,50,1.000,23.243,41169920.000,5,0,58.440,106.170,3644873386.667,3647155370.667,50,0
nodeinfo,10,1.000,1.465,7262208.000,5,0,shasum,40,1.000,2.375,3092480.000,5,0,curl,0,1.000,0.200,4169728.000,1,0,71.200,84.830,3679714645.333,3666936149.333,40,0
nodeinfo,10,1.000,1.346,21278720.000,5,0,shasum,40,1.000,3.701,3903488.000,5,0,curl,0,1.000,0.162,33517568.000,1,0,70.960,85.190,3705993216.000,3673218560.000,30,0
nodeinfo,10,1.000,1.564,6434816.000,5,0,shasum,40,1.000,3.317,3571712.000,5,0,curl,0,1.000,0.160,33517568.000,1,0,69.640,81.540,3660227242.667,3644745386.667,50,0
nodeinfo,10,1.000,1.132,56573440.000,5,0,shasum,40,1.000,3.320,3674112.000,5,0,curl,10,1.000,3.024,3022848.000,5,0,66.800,90.540,3666369877.333,3655164928.000,50,0
nodeinfo,10,1.000,1.212,5779456.000,5,0,shasum,40,1.000,5.002,13500416.000,5,0,curl,10,1.000,4.057,2789376.000,5,0,69.120,92.280,3675126442.667,3666104149.333,50,0
nodeinfo,10,1.000,1.192,56763904.000,1,0,shasum,40,1.000,2.210,3264512.000,5,0,curl,10,1.000,2.639,34814976.000,1,0,56.880,84.550,3649324373.333,3651863552.000,60,0
nodeinfo,10,1.000,1.284,56681984.000,1,0,shasum,40,1.000,3.644,3018752.000,5,0,curl,20,1.000,5.630,36189696.000,1,0,60.480,90.440,3665797120.000,3676447744.000,60,0
nodeinfo,10,1.000,1.432,56928256.000,1,0,shasum,40,1.000,2.739,13440512.000,1,0,curl,20,1.000,9.815,37080064.000,1,0,43.520,92.550,3663611904.000,3673738752.000,60,0
nodeinfo,10,1.000,1.468,56632832.000,1,0,shasum,40,1.000,2.386,4235264.000,1,0,curl,20,1.000,6.405,35575808.000,1,0,64.560,93.640,3676446720.000,3677748565.333,50,0
nodeinfo,10,1.000,1.763,56748544.000,1,0,shasum,40,1.000,4.684,3842048.000,1,0,curl,30,1.000,8.046,37468160.000,1,0,68.080,105.690,3683368960.000,3678742186.667,50,0
nodeinfo,10,1.000,1.644,56914261.333,1,0,shasum,40,1.000,2.366,13537792.000,1,0,curl,30,1.000,10.179,37008896.000,1,0,60.040,98.700,3680260778.667,3681396736.000,50,0
nodeinfo,10,1.000,1.059,8151040.000,5,0,shasum,40,1.000,3.788,13616981.333,5,0,curl,30,1.000,8.995,2863104.000,5,0,66.760,97.710,3661710677.333,3655089834.667,50,0
nodeinfo,10,1.000,1.168,8720384.000,5,0,shasum,40,1.000,3.489,13511168.000,5,0,curl,40,1.000,26.392,40591360.000,5,0,53.520,111.710,3646145877.333,3664504490.667,50,0
nodeinfo,10,1.000,1.422,57005056.000,5,0,shasum,40,1.000,2.205,13490176.000,5,0,curl,40,1.000,16.766,3129344.000,5,0,68.920,122.570,3688435029.333,3675732138.667,50,0
nodeinfo,10,1.000,1.097,57193984.000,1,0,shasum,40,1.000,3.173,3121152.000,5,0,curl,40,1.000,19.474,41342293.333,5,0,66.320,112.408,3673238869.333,3690731861.333,60,0
nodeinfo,10,1.000,1.340,57001813.333,1,0,shasum,40,1.000,1.959,2678784.000,5,0,curl,50,1.000,24.160,2908160.000,5,0,57.960,116.009,3694653440.000,3714616490.667,60,0
nodeinfo,10,1.000,0.994,57408000.000,1,0,shasum,40,1.000,2.718,13724160.000,1,0,curl,50,1.000,14.860,38767104.000,1,0,66.480,108.640,3751602176.000,3751123456.000,60,0
nodeinfo,10,1.000,1.007,57494528.000,1,0,shasum,40,1.000,3.323,3981312.000,1,0,curl,50,1.000,20.342,4853760.000,1,0,56.560,112.650,3762212864.000,3763384490.667,50,0
nodeinfo,10,1.000,0.954,57376768.000,1,0,shasum,50,1.000,4.558,13778944.000,1,0,curl,0,1.000,0.180,34294442.667,1,0,55.800,72.080,3752339456.000,3741930154.667,50,0
nodeinfo,10,1.000,1.715,57563136.000,1,0,shasum,50,1.000,4.196,3387392.000,1,0,curl,0,1.000,0.185,34246656.000,1,0,42.480,64.790,3723442858.667,3731034112.000,70,0
nodeinfo,10,1.000,1.033,57521152.000,1,0,shasum,50,1.000,4.350,6410240.000,1,0,curl,0,1.000,0.176,34246656.000,1,0,71.280,81.050,3826515285.333,3773257557.333,30,0
nodeinfo,10,1.000,0.772,57503744.000,1,0,shasum,50,1.000,4.113,4227072.000,1,0,curl,10,1.000,3.800,35422720.000,1,0,62.560,82.600,3762814976.000,3743132842.667,40,0
nodeinfo,10,1.000,1.450,5218304.000,5,0,shasum,50,1.000,4.357,13709312.000,5,0,curl,10,1.000,4.469,4382720.000,5,0,65.440,94.920,3764418560.000,3755606698.667,40,0
nodeinfo,10,1.000,1.108,5505024.000,5,0,shasum,50,1.000,4.364,13807786.667,5,0,curl,10,1.000,4.910,35978922.667,5,0,63.360,92.360,3771936768.000,3761924096.000,40,0
nodeinfo,10,1.000,1.212,57224192.000,5,0,shasum,50,1.000,2.738,3411968.000,5,0,curl,20,1.000,8.615,2899968.000,5,0,66.160,97.590,3779173034.667,3770095445.333,50,0
nodeinfo,10,1.000,1.214,57247232.000,5,0,shasum,50,1.000,2.607,13800448.000,5,0,curl,20,1.000,5.694,2666496.000,5,0,58.200,96.520,3756215637.333,3777941333.333,60,0
nodeinfo,10,1.000,1.052,57172992.000,1,0,shasum,50,1.000,3.918,3108864.000,5,0,curl,20,1.000,8.069,37255680.000,1,0,55.760,90.000,3760174421.333,3769309184.000,60,0
nodeinfo,10,1.000,1.196,57277952.000,1,0,shasum,50,1.000,2.774,2756608.000,5,0,curl,30,1.000,7.351,37111808.000,1,0,54.160,96.060,3760103424.000,3772227754.667,60,0
nodeinfo,10,1.000,1.369,66840064.000,1,0,shasum,50,1.000,4.539,4227072.000,1,0,curl,30,1.000,14.070,38575104.000,1,0,65.840,105.450,3794475008.000,3788768256.000,50,0
nodeinfo,10,1.000,1.459,67101013.333,1,0,shasum,50,1.000,4.117,14134272.000,1,0,curl,30,1.000,10.267,37459968.000,1,0,61.840,100.330,3764322986.667,3763806549.333,50,0
nodeinfo,10,1.000,0.891,67060736.000,1,0,shasum,50,1.000,3.856,14052352.000,1,0,curl,40,1.000,14.124,39118336.000,1,0,63.880,104.670,3764705280.000,3770650794.667,50,0
nodeinfo,10,1.000,1.387,67384320.000,1,0,shasum,50,1.000,3.328,17315840.000,1,0,curl,40,1.000,15.637,3227648.000,1,0,57.760,101.810,3772854272.000,3774533973.333,50,0
nodeinfo,10,1.000,1.556,68071082.667,5,0,shasum,50,1.000,3.669,4132864.000,5,0,curl,40,1.000,15.652,4345856.000,5,0,63.240,122.990,3793104213.333,3787037525.333,40,0
nodeinfo,10,1.000,1.314,67624789.333,5,0,shasum,50,1.000,4.083,4001792.000,5,0,curl,50,1.000,20.159,2908160.000,5,0,64.120,125.310,3796277930.667,3790231722.667,40,0
nodeinfo,10,1.000,1.165,67651242.667,1,0,shasum,50,1.000,3.545,17454592.000,5,0,curl,50,1.000,20.131,2752512.000,5,0,40.120,110.660,3766115669.333,3792351232.000,80,0
nodeinfo,10,1.000,1.444,70330368.000,1,0,shasum,50,1.000,3.950,18251434.667,1,0,curl,50,1.000,23.576,43324928.000,1,0,49.960,116.780,3785901397.333,3803779413.333,60,0
nodeinfo,20,1.000,2.677,70707712.000,1,0,shasum,0,1.000,0.091,18296832.000,1,0,curl,0,1.000,0.173,34439168.000,1,0,58.720,58.550,3814352213.333,3796383402.667,50,0
nodeinfo,20,1.000,1.742,5509120.000,1,0,shasum,0,1.000,0.069,18296832.000,1,0,curl,0,1.000,0.168,34442922.667,1,0,59.160,59.100,3815693653.333,3789025962.667,40,0
nodeinfo,20,1.000,3.707,21651456.000,1,0,shasum,0,1.000,0.080,18296832.000,1,0,curl,0,1.000,0.177,34439168.000,1,0,59.920,60.480,3806229162.667,3783774720.000,40,0
nodeinfo,20,1.000,1.948,70278826.667,1,0,shasum,0,1.000,0.087,18296832.000,1,0,curl,10,1.000,4.209,2789376.000,1,0,60.360,69.600,3802518186.667,3780982101.333,40,0
nodeinfo,20,1.000,1.209,4595712.000,5,0,shasum,0,1.000,0.068,18296832.000,1,0,curl,10,1.000,5.594,3047424.000,5,0,62.640,72.960,3793973248.000,3790770176.000,50,0
nodeinfo,20,1.000,3.211,70470144.000,5,0,shasum,0,1.000,0.078,18296832.000,1,0,curl,10,1.000,4.259,36891648.000,5,0,54.050,79.910,3792867328.000,3810898944.000,40,0
nodeinfo,20,1.000,2.656,5210112.000,5,0,shasum,0,1.000,0.069,18296832.000,1,0,curl,20,1.000,5.894,2797568.000,5,0,62.320,88.440,3823760042.667,3804158464.000,30,0
nodeinfo,20,1.000,2.722,20217856.000,5,0,shasum,0,1.000,0.082,18296832.000,1,0,curl,20,1.000,10.747,4714496.000,5,0,70.720,91.460,3826614954.667,3815952384.000,40,0
nodeinfo,20,1.000,2.591,4808704.000,5,0,shasum,0,1.000,0.077,20574037.333,1,0,curl,20,1.000,11.523,37015552.000,5,0,70.480,94.820,3839126869.333,3833195178.667,50,0
nodeinfo,20,1.000,2.431,21323776.000,5,0,shasum,0,1.000,0.069,20578304.000,1,0,curl,30,1.000,13.370,39605248.000,5,0,70.600,104.590,3904784384.000,3855051605.333,30,0
nodeinfo,20,1.000,2.460,70269269.333,1,0,shasum,0,1.000,0.078,20578304.000,1,0,curl,30,1.000,14.172,38138197.333,1,0,69.160,87.370,3854150997.333,3822411434.667,50,0
nodeinfo,20,1.000,2.525,70533120.000,5,0,shasum,0,1.000,0.074,20578304.000,1,0,curl,30,1.000,15.194,2932736.000,5,0,47.560,90.200,3945339562.667,3960282794.667,50,0
nodeinfo,20,1.000,2.951,70470485.333,1,0,shasum,0,1.000,0.081,20622848.000,1,0,curl,40,1.000,17.532,8925184.000,1,0,62.120,98.945,3974514688.000,3956300800.000,40,0
nodeinfo,20,1.000,1.611,70480725.333,1,0,shasum,0,1.000,0.075,20581376.000,1,0,curl,40,1.000,11.592,4057088.000,1,0,70.360,104.660,3872020480.000,3824458752.000,30,0
nodeinfo,20,1.000,2.803,3928064.000,1,0,shasum,0,1.000,0.066,20602880.000,1,0,curl,40,1.000,15.122,4378624.000,1,0,71.200,148.890,3873516202.667,3826032298.667,30,0
nodeinfo,20,1.000,2.230,4997120.000,1,0,shasum,0,1.000,0.063,20603733.333,1,0,curl,50,1.000,18.002,4042752.000,1,0,70.000,113.620,3817405781.333,3768903850.667,30,0
nodeinfo,20,1.000,2.105,70622208.000,1,0,shasum,0,1.000,0.080,20602880.000,1,0,curl,50,1.000,15.477,4714496.000,1,0,68.120,107.470,3761801898.667,3736256341.333,40,0
nodeinfo,20,1.000,3.179,5500928.000,5,0,shasum,0,1.000,0.080,20602880.000,1,0,curl,50,1.000,24.045,4435968.000,5,0,64.440,116.820,3733273258.667,3720936106.667,40,0
nodeinfo,20,1.000,2.928,4677632.000,5,0,shasum,10,1.000,0.569,3563520.000,5,0,curl,0,1.000,0.206,34500608.000,1,0,67.720,75.870,3776040960.000,3733789866.667,30,0
nodeinfo,20,1.000,2.436,21020672.000,5,0,shasum,10,1.000,1.052,6184960.000,5,0,curl,0,1.000,0.191,34500608.000,1,0,63.200,73.500,3769355605.333,3734775296.000,30,0
nodeinfo,20,1.000,2.730,5976064.000,5,0,shasum,10,1.000,0.662,2949120.000,5,0,curl,0,1.000,0.187,34500608.000,1,0,64.320,78.130,3764132522.667,3735781717.333,30,0
nodeinfo,20,1.000,2.926,8916992.000,5,0,shasum,10,1.000,1.146,3137536.000,5,0,curl,10,1.000,4.433,2826240.000,5,0,59.440,82.310,3738062165.333,3727417514.667,30,0
nodeinfo,20,1.000,3.113,19582976.000,5,0,shasum,10,1.000,0.771,4005888.000,5,0,curl,10,1.000,5.249,5844992.000,5,0,61.520,82.510,3733381120.000,3724452864.000,40,0
nodeinfo,20,1.000,2.180,5513216.000,5,0,shasum,10,1.000,0.750,2994176.000,5,0,curl,10,1.000,5.237,36496384.000,1,0,64.720,82.060,3729250304.000,3743439189.333,50,0
nodeinfo,20,1.000,3.936,4300800.000,5,0,shasum,10,1.000,0.976,20630016.000,1,0,curl,20,1.000,7.723,3284992.000,5,0,60.720,88.320,3749107029.333,3758920192.000,60,0
nodeinfo,20,1.000,2.784,7540736.000,5,0,shasum,10,1.000,0.574,20683264.000,1,0,curl,20,1.000,8.788,38161066.667,1,0,56.560,81.180,3749397162.667,3766940501.333,60,0
nodeinfo,20,1.000,2.243,70674261.333,1,0,shasum,10,1.000,0.991,20630357.333,1,0,curl,20,1.000,7.606,38769152.000,1,0,44.000,70.980,3758442496.000,3762060288.000,60,0
nodeinfo,20,1.000,2.965,70653440.000,1,0,shasum,10,1.000,1.164,4009984.000,1,0,curl,30,1.000,17.153,4771840.000,1,0,60.280,100.210,3779473408.000,3784027136.000,50,0
nodeinfo,20,1.000,2.152,70646784.000,1,0,shasum,10,1.000,1.041,4022272.000,1,0,curl,30,1.000,14.317,39561728.000,1,0,62.760,87.950,3763176106.667,3759270058.667,50,0
nodeinfo,20,1.000,1.628,70651392.000,1,0,shasum,10,1.000,1.026,3854336.000,1,0,curl,30,1.000,15.307,39411200.000,1,0,58.800,88.890,3763198634.667,3762191872.000,50,0
nodeinfo,20,1.000,2.738,70609408.000,1,0,shasum,10,1.000,1.026,20657664.000,1,0,curl,40,1.000,17.259,41569792.000,1,0,61.000,96.950,3760619520.000,3765402794.667,50,0
nodeinfo,20,1.000,2.168,7647232.000,5,0,shasum,10,1.000,0.972,20632576.000,5,0,curl,40,1.000,19.788,2764800.000,5,0,63.840,92.240,3790338730.667,3787958613.333,50,0
nodeinfo,20,1.000,2.940,70461440.000,5,0,shasum,10,1.000,0.917,3440640.000,5,0,curl,40,1.000,18.215,4202496.000,5,0,67.240,106.560,3806412800.000,3798312106.667,40,0
nodeinfo,20,1.000,1.733,70472704.000,5,0,shasum,10,1.000,0.650,20606976.000,5,0,curl,50,1.000,32.079,43517440.000,5,0,65.360,115.810,3814937258.667,3814304768.000,50,0
nodeinfo,20,1.000,2.418,70636544.000,5,0,shasum,10,1.000,0.835,20634624.000,1,0,curl,50,1.000,24.482,2830336.000,5,0,46.840,105.041,3781611520.000,3802290346.667,60,0
nodeinfo,20,1.000,2.685,5419008.000,5,0,shasum,10,1.000,0.439,20606976.000,1,0,curl,50,1.000,23.614,2551808.000,5,0,55.980,107.335,3792021504.000,3811207338.667,60,0
nodeinfo,20,1.000,1.575,5165056.000,1,0,shasum,20,1.000,1.857,20688896.000,1,0,curl,0,1.000,0.191,34942976.000,1,0,43.280,70.020,3761955498.667,3763895125.333,60,0
nodeinfo,20,1.000,3.020,70421504.000,1,0,shasum,20,1.000,2.057,20681728.000,1,0,curl,0,1.000,0.133,34942976.000,1,0,39.920,58.950,3732906666.667,3737267370.667,50,0
nodeinfo,20,1.000,2.251,70702933.333,1,0,shasum,20,1.000,1.957,20736512.000,1,0,curl,0,1.000,0.170,34942976.000,1,0,52.240,60.370,3757837653.333,3747501056.000,40,0
nodeinfo,20,1.000,2.378,70701568.000,1,0,shasum,20,1.000,1.996,20606976.000,1,0,curl,10,1.000,3.532,35984384.000,1,0,54.200,75.320,3756663466.667,3756816725.333,40,0
nodeinfo,20,1.000,3.711,70563840.000,1,0,shasum,20,1.000,1.614,4136960.000,1,0,curl,10,1.000,4.342,4358144.000,1,0,52.840,74.520,3752636416.000,3752865962.667,50,0
nodeinfo,20,1.000,2.528,70767616.000,1,0,shasum,20,1.000,1.175,20777984.000,1,0,curl,10,1.000,4.819,36292096.000,1,0,58.920,76.190,3758156458.667,3757775701.333,50,0
nodeinfo,20,1.000,2.991,70602240.000,1,0,shasum,20,1.000,1.725,20626944.000,1,0,curl,20,1.000,8.376,38985216.000,1,0,62.160,86.180,3733656234.667,3748818432.000,60,0
nodeinfo,20,1.000,2.453,71022080.000,1,0,shasum,20,1.000,1.547,20639744.000,1,0,curl,20,1.000,7.321,3108864.000,1,0,55.480,82.630,3762908501.333,3764631381.333,50,0
nodeinfo,20,1.000,1.722,17031168.000,5,0,shasum,20,1.000,1.703,3690496.000,5,0,curl,20,1.000,10.089,4988928.000,5,0,65.992,98.838,3795358378.667,3789804714.667,40,0
nodeinfo,20,1.000,2.227,70483797.333,5,0,shasum,20,1.000,1.765,3956736.000,5,0,curl,30,1.000,13.107,3035136.000,5,0,70.560,105.930,3804680874.667,3796558506.667,40,0
nodeinfo,20,1.000,2.733,70737237.333,5,0,shasum,20,1.000,1.988,20662784.000,5,0,curl,30,1.000,11.470,40630272.000,5,0,46.240,95.290,3769124864.000,3788561749.333,60,0
nodeinfo,20,1.000,2.421,71026176.000,5,0,shasum,20,1.000,1.671,20615168.000,5,0,curl,30,1.000,14.315,4993024.000,5,0,63.680,105.010,3815088810.667,3805978794.667,50,0
nodeinfo,20,1.000,2.521,5582848.000,5,0,shasum,20,1.000,1.189,4005888.000,5,0,curl,40,1.000,17.914,2592768.000,5,0,70.280,130.050,3969638400.000,3885181781.333,30,0
nodeinfo,20,1.000,3.720,70823594.667,1,0,shasum,20,1.000,1.756,4096000.000,1,0,curl,40,1.000,22.209,2637824.000,5,0,70.560,103.560,3822204928.000,3808743936.000,50,0
nodeinfo,20,1.000,2.537,70867626.667,1,0,shasum,20,1.000,2.060,20615168.000,1,0,curl,40,1.000,20.596,4595712.000,1,0,69.040,108.980,3820940629.333,3813444096.000,50,0
nodeinfo,20,1.000,2.497,70804480.000,1,0,shasum,20,1.000,0.856,20615168.000,1,0,curl,50,1.000,27.294,4509696.000,1,0,57.560,116.220,3809506645.333,3820246016.000,50,0
