function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.085,9146368.000,1,0,nodeinfo,20,1.000,3.112,5214208.000,5,0,cows,0,1.000,1.770,22421504.000,1,0,153.059,179.389,12173929130.667,12109542741.333,20,0
figlet,0,1.000,0.109,9257472.000,1,0,nodeinfo,20,1.000,7.463,16037888.000,9,0,cows,0,1.000,0.109,40793088.000,1,0,164.674,173.044,11792898048.000,11825475754.667,10,0
figlet,0,1.000,0.114,9261056.000,1,0,nodeinfo,20,1.000,9.019,5894144.000,1,0,cows,0,1.000,0.113,40802304.000,1,0,253.550,187.769,11913908906.667,11961395882.667,10,0
figlet,0,1.000,0.099,9261056.000,1,0,nodeinfo,20,1.000,6.430,8708096.000,1,0,cows,10,1.000,1.107,40899072.000,1,0,175.520,153.584,11813713920.000,11802573482.667,10,0
figlet,0,1.000,0.118,9261056.000,1,0,nodeinfo,20,1.000,3.569,19017728.000,1,0,cows,10,1.000,3.687,5156864.000,1,0,162.568,169.376,11777957888.000,11835980629.333,10,0
figlet,0,1.000,0.112,9270272.000,1,0,nodeinfo,20,1.000,4.794,38807552.000,1,0,cows,10,1.000,1.677,8187904.000,1,0,158.800,169.825,11799751338.667,11838293504.000,10,0
figlet,0,1.000,0.100,9273344.000,1,0,nodeinfo,20,1.000,3.573,14909440.000,1,0,cows,20,1.000,1.251,7774208.000,1,0,166.916,165.820,11791900672.000,11832142165.333,10,0
figlet,0,1.000,0.100,9273344.000,1,0,nodeinfo,20,1.000,5.048,5877760.000,1,0,cows,20,1.000,2.307,14045184.000,1,0,183.600,178.680,11790094336.000,11834165418.667,10,0
figlet,0,1.000,0.116,9273344.000,1,0,nodeinfo,20,1.000,3.797,13676544.000,1,0,cows,20,1.000,2.297,7143424.000,1,0,177.240,179.490,11783080618.667,11834137429.333,10,0
figlet,0,1.000,0.129,9273344.000,1,0,nodeinfo,20,1.000,4.302,6270976.000,1,0,cows,30,1.000,1.852,20414464.000,1,0,189.769,187.307,11808396629.333,11849010858.667,10,0
figlet,0,1.000,0.112,9277440.000,1,0,nodeinfo,20,1.000,3.908,17778688.000,1,0,cows,30,1.000,1.935,6643712.000,1,0,194.762,188.785,11799430485.333,11845574997.333,10,0
figlet,0,1.000,0.124,9284096.000,1,0,nodeinfo,20,1.000,4.126,5709824.000,1,0,cows,30,1.000,4.208,4530176.000,1,0,180.280,184.334,11801698304.000,11840121344.000,10,0
figlet,0,1.000,0.117,9285632.000,1,0,nodeinfo,20,1.000,3.597,7507968.000,5,0,cows,40,1.000,4.782,5750784.000,5,0,183.560,179.991,11789528405.333,11822214997.333,10,0
figlet,0,1.000,0.118,9285632.000,1,0,nodeinfo,20,1.000,4.525,7131136.000,5,0,cows,40,1.000,4.493,5623808.000,5,0,189.000,188.802,11791085568.000,11805374122.667,10,0
figlet,0,1.000,0.134,9330176.000,1,0,nodeinfo,20,1.000,3.958,6856704.000,5,0,cows,40,1.000,5.990,6172672.000,5,0,175.360,187.325,11807010816.000,11811186346.667,10,0
figlet,0,1.000,0.088,9404416.000,1,0,nodeinfo,20,1.000,4.546,11755520.000,5,0,cows,50,1.000,9.246,17641984.000,13,0,186.000,194.299,11816807082.667,11903963818.667,10,0
figlet,0,1.000,0.113,9404416.000,1,0,nodeinfo,20,1.000,6.444,20591445.333,9,0,cows,50,1.000,14.031,27002880.000,17,1,201.954,193.876,12047713621.333,12154056704.000,10,1
figlet,0,1.000,0.120,9404416.000,1,0,nodeinfo,20,1.000,8.229,14839808.000,5,0,cows,50,1.000,7.354,29285034.667,5,0,204.800,196.878,12321116160.000,12234960213.333,20,0
figlet,0,1.000,0.117,9404416.000,1,0,nodeinfo,30,1.000,9.589,9322496.000,9,0,cows,0,1.000,3.875,9531392.000,1,0,223.537,191.111,11909849088.000,11952995328.000,10,0
figlet,0,1.000,0.109,9404416.000,1,0,nodeinfo,30,1.000,8.021,20566016.000,1,0,cows,0,1.000,0.115,39094784.000,1,0,183.600,154.579,11993745408.000,11960791381.333,10,0
figlet,0,1.000,0.118,9404416.000,1,0,nodeinfo,30,1.000,7.250,4894720.000,1,0,cows,0,1.000,0.124,39136256.000,1,0,165.240,183.073,11814092800.000,11849387861.333,10,0
figlet,0,1.000,0.111,9405952.000,1,0,nodeinfo,30,1.000,5.188,8839168.000,1,0,cows,10,1.000,1.505,39519744.000,1,0,147.603,144.851,11808546816.000,11815954090.667,10,0
figlet,0,1.000,0.112,9408512.000,1,0,nodeinfo,30,1.000,3.734,7643136.000,1,0,cows,10,1.000,1.319,5750784.000,1,0,174.396,171.929,11810125824.000,11849019733.333,10,0
figlet,0,1.000,0.114,9421482.667,1,0,nodeinfo,30,1.000,5.160,41006080.000,1,0,cows,10,1.000,1.480,8015872.000,1,0,166.450,177.954,11807223125.333,11845577557.333,10,0
figlet,0,1.000,0.116,9424896.000,1,0,nodeinfo,30,1.000,5.631,4743168.000,1,0,cows,20,1.000,2.103,6148096.000,1,0,173.360,176.088,11796882090.667,11841256789.333,10,0
figlet,0,1.000,0.093,9424896.000,1,0,nodeinfo,30,1.000,4.331,4382720.000,1,0,cows,20,1.000,2.146,5083136.000,1,0,186.183,178.613,11807510528.000,11848858965.333,10,0
figlet,0,1.000,0.096,9428992.000,1,0,nodeinfo,30,1.000,6.194,13201408.000,1,0,cows,20,1.000,2.519,7495680.000,1,0,175.395,180.472,11797594112.000,11850408618.667,10,0
figlet,0,1.000,0.123,9436160.000,1,0,nodeinfo,30,1.000,5.692,6291456.000,5,0,cows,30,1.000,2.326,5812224.000,5,0,179.200,178.478,11804028245.333,11839904256.000,10,0
figlet,0,1.000,0.111,9440768.000,1,0,nodeinfo,30,1.000,4.304,9543680.000,5,0,cows,30,1.000,3.685,5087232.000,5,0,188.320,185.393,11846622549.333,11849009493.333,10,0
figlet,0,1.000,0.119,9462784.000,1,0,nodeinfo,30,1.000,7.015,18890752.000,5,0,cows,30,1.000,4.775,13938688.000,5,0,181.120,195.691,11840049152.000,11858634069.333,10,0
figlet,0,1.000,0.138,9465856.000,1,0,nodeinfo,30,1.000,10.063,15969792.000,9,0,cows,40,1.000,8.460,16720896.000,9,0,194.080,186.375,11850237269.333,11948924245.333,10,0
figlet,0,1.000,0.147,9468416.000,1,0,nodeinfo,30,1.000,12.814,13119488.000,13,0,cows,40,1.000,12.781,28568064.000,13,0,215.560,240.813,12109359104.000,12202320042.667,10,0
figlet,0,1.000,0.106,9469952.000,1,0,nodeinfo,30,1.000,11.468,25869824.000,17,1,cows,40,1.000,10.333,15486634.667,17,1,210.397,206.571,12357647018.667,12454622890.667,10,1
figlet,0,1.000,0.367,12722176.000,1,0,nodeinfo,40,1.000,8.720,23772046.222,1,0,cows,0,1.000,1.752,21837141.333,1,0,234.656,226.352,12596907349.333,12440117418.667,20,0
figlet,0,1.000,0.149,13423104.000,1,0,nodeinfo,40,1.000,8.968,5079040.000,5,0,cows,0,1.000,0.122,34895872.000,1,0,223.234,196.613,11896457216.000,11893335381.333,10,0
figlet,0,1.000,0.158,13852160.000,1,0,nodeinfo,40,1.000,7.184,17480192.000,5,0,cows,0,1.000,0.132,34812416.000,1,0,159.400,166.604,11882371754.667,11898794666.667,10,0
figlet,0,1.000,0.120,13857280.000,1,0,nodeinfo,40,0.999,10.287,14098432.000,5,0,cows,10,1.000,0.575,35596288.000,5,0,181.040,172.475,11883248298.667,11865866752.000,10,0
figlet,0,1.000,0.156,13861376.000,1,0,nodeinfo,40,1.000,10.402,11415552.000,1,0,cows,10,1.000,1.664,5136384.000,1,0,192.520,190.344,11893151744.000,11896040448.000,10,0
figlet,0,1.000,0.117,13868032.000,1,0,nodeinfo,40,1.000,9.142,12238848.000,1,0,cows,10,1.000,2.616,15476736.000,1,0,179.600,174.523,11864692736.000,11907310762.667,10,0
figlet,0,1.000,0.101,13871616.000,1,0,nodeinfo,40,1.000,7.248,19786240.000,5,0,cows,20,1.000,1.432,5541888.000,5,0,166.240,171.865,11899579733.333,11903816567.467,10,0
figlet,0,1.000,0.119,13873152.000,1,0,nodeinfo,40,1.000,7.478,7163904.000,5,0,cows,20,1.000,2.646,7536640.000,5,0,177.165,187.669,11921711104.000,11917868202.667,10,0
figlet,0,1.000,0.122,13873152.000,1,0,nodeinfo,40,1.000,11.378,8245248.000,13,0,cows,20,1.000,2.386,6139904.000,5,0,175.480,188.091,11900550485.333,11996918101.333,10,0
figlet,0,1.000,0.107,13873152.000,1,0,nodeinfo,40,1.000,13.975,22577152.000,17,1,cows,30,1.000,7.675,14288896.000,9,0,201.233,183.182,12146862762.667,12232907776.000,10,1
figlet,0,1.000,0.131,13873152.000,1,0,nodeinfo,40,1.000,6.201,7806976.000,5,0,cows,30,1.000,4.176,25939968.000,5,0,196.891,203.877,12374138197.333,12304698538.667,20,0
figlet,0,1.000,0.093,13873152.000,1,0,nodeinfo,40,1.000,10.752,15814826.667,9,0,cows,30,1.000,7.466,15387648.000,9,0,223.577,193.567,11993245696.000,12058479445.333,10,0
figlet,0,1.000,0.105,13874688.000,1,0,nodeinfo,40,1.000,9.549,28654592.000,1,0,cows,40,1.000,5.716,11988992.000,1,0,195.400,191.183,12185965226.667,12206157141.333,10,0
figlet,0,1.000,0.118,13883392.000,1,0,nodeinfo,40,1.000,6.251,19894272.000,1,0,cows,40,1.000,4.773,13742080.000,1,0,222.360,202.628,11938513578.667,11979419989.333,10,0
figlet,0,1.000,0.110,13885440.000,1,0,nodeinfo,40,1.000,5.850,8826880.000,1,0,cows,40,1.000,7.089,14696448.000,1,0,181.028,185.941,11929220437.333,11970990080.000,10,0
figlet,0,1.000,0.120,13888341.333,1,0,nodeinfo,40,1.000,8.528,5894144.000,1,0,cows,50,1.000,5.421,13574144.000,1,0,193.425,193.023,11930781696.000,11968247637.333,10,0
figlet,0,1.000,0.120,13889536.000,1,0,nodeinfo,40,1.000,8.011,7237632.000,1,0,cows,50,1.000,4.054,9617408.000,1,0,201.768,203.362,11931477333.333,11979847168.000,10,0
figlet,0,1.000,0.123,13889536.000,1,0,nodeinfo,40,1.000,5.458,6156288.000,1,0,cows,50,1.000,5.298,5107712.000,1,0,187.400,195.051,11938239829.333,11968307200.000,10,0
figlet,0,1.000,0.103,13889536.000,1,0,nodeinfo,50,1.000,8.645,6979584.000,1,0,cows,0,1.000,0.878,7606272.000,1,0,210.440,183.142,11895776597.333,11933980842.667,10,0
figlet,0,1.000,0.127,13889536.000,1,0,nodeinfo,50,1.000,10.629,7344128.000,5,0,cows,0,1.000,0.118,46629205.333,1,0,158.360,161.577,11885428053.333,11886533802.667,10,0
figlet,0,1.000,0.110,13889536.000,1,0,nodeinfo,50,1.000,5.439,8663040.000,5,0,cows,0,1.000,0.101,46681600.000,1,0,167.160,184.924,11907383978.667,11918950570.667,10,0
figlet,0,1.000,0.106,13889536.000,1,0,nodeinfo,50,1.000,12.108,17956352.000,9,0,cows,10,1.000,0.829,46865920.000,5,0,153.134,151.084,11889382058.667,11933659136.000,10,0
figlet,0,1.000,0.124,13925376.000,1,0,nodeinfo,50,1.000,16.508,15440896.000,17,1,cows,10,1.000,1.140,5681152.000,5,0,190.800,201.966,12050998613.333,12153919658.667,10,1
figlet,0,1.000,0.117,13930496.000,1,0,nodeinfo,50,1.000,9.021,5050368.000,5,0,cows,10,1.000,0.983,4775936.000,1,0,193.560,206.898,12298276181.333,12224902826.667,20,0
figlet,0,1.000,0.105,13930496.000,1,0,nodeinfo,50,1.000,16.298,19144021.333,9,0,cows,20,1.000,5.553,21122048.000,5,0,208.281,199.274,11974694229.333,12092194133.333,10,0
figlet,0,1.000,0.119,13930496.000,1,0,nodeinfo,50,1.000,16.843,27243690.667,13,0,cows,20,1.000,6.650,25334784.000,9,0,188.101,192.106,12223587669.333,12347373909.333,10,0
figlet,0,1.000,0.107,13893120.000,1,0,nodeinfo,50,1.000,5.699,28247381.333,5,0,cows,20,1.000,3.822,26363221.333,1,0,181.708,223.493,12512342698.667,12428039338.667,20,0
figlet,0,1.000,0.126,13877248.000,1,0,nodeinfo,50,1.000,7.414,9322496.000,1,0,cows,30,1.000,3.017,14352384.000,1,0,288.840,249.463,12013004117.333,12078896810.667,10,0
figlet,0,1.000,0.095,13877248.000,1,0,nodeinfo,50,1.000,6.268,7147520.000,1,0,cows,30,1.000,2.923,7454720.000,1,0,214.097,198.501,11987804842.667,12010380629.333,10,0
figlet,0,1.000,0.113,13877248.000,1,0,nodeinfo,50,1.000,7.011,7094272.000,1,0,cows,30,1.000,2.528,5562368.000,1,0,188.780,193.443,11957161984.000,12001388544.000,10,0
figlet,0,1.000,0.103,13877248.000,1,0,nodeinfo,50,1.000,6.980,5570560.000,1,0,cows,40,1.000,3.748,5775360.000,1,0,192.216,192.550,11955471018.667,12011322709.333,10,0
figlet,0,1.000,0.106,13878101.333,1,0,nodeinfo,50,1.000,8.156,7602176.000,5,0,cows,40,1.000,3.922,3006464.000,5,0,196.480,191.137,11970902016.000,12003346261.333,10,0
figlet,0,1.000,0.134,13882880.000,1,0,nodeinfo,50,1.000,9.768,6238208.000,5,0,cows,40,1.000,7.196,14135296.000,5,0,187.800,196.736,11985506986.667,11998119765.333,10,0
figlet,0,1.000,0.122,13913600.000,1,0,nodeinfo,50,1.000,8.659,7348224.000,5,0,cows,50,1.000,5.231,5492736.000,5,0,194.600,196.315,11999088640.000,12014165845.333,10,0
figlet,0,1.000,0.138,13930496.000,1,0,nodeinfo,50,1.000,12.565,15748096.000,9,0,cows,50,1.000,7.227,15454720.000,9,0,187.200,185.671,12002334720.000,12088360106.667,10,0
figlet,0,1.000,0.107,13930496.000,1,0,nodeinfo,50,1.000,16.379,29730816.000,13,0,cows,50,1.000,11.935,16288085.333,13,0,202.720,195.391,12242659328.000,12342106112.000,10,0
figlet,10,1.000,0.999,14402048.000,1,0,nodeinfo,0,1.000,6.400,31103488.000,1,0,cows,0,1.000,4.731,8171520.000,1,0,206.240,190.230,12467137194.667,12436967253.333,10,0
figlet,10,1.000,2.375,3918336.000,1,0,nodeinfo,0,1.000,0.138,50698752.000,1,0,cows,0,1.000,0.090,46191104.000,1,0,198.400,155.896,12046531925.333,11962782890.667,10,0
figlet,10,1.000,2.351,5799936.000,1,0,nodeinfo,0,1.000,0.154,50724864.000,1,0,cows,0,1.000,0.123,46098944.000,1,0,139.960,153.990,11924013738.667,11940565674.667,10,0
figlet,10,1.000,2.664,3736064.000,1,0,nodeinfo,0,1.000,0.120,50562048.000,1,0,cows,10,1.000,0.893,45499904.000,1,0,164.250,138.340,11935701674.667,11925393578.667,10,0
figlet,10,1.000,2.590,3786752.000,1,0,nodeinfo,0,1.000,0.148,50604032.000,1,0,cows,10,1.000,2.180,5337088.000,1,0,170.120,157.000,11945516373.333,11972131328.000,10,0
figlet,10,1.000,3.038,4061184.000,1,0,nodeinfo,0,1.000,0.142,50191872.000,1,0,cows,10,1.000,0.935,7614464.000,1,0,167.800,156.551,11951391402.667,11973758122.667,10,0
figlet,10,1.000,2.302,5545984.000,1,0,nodeinfo,0,1.000,0.156,48906240.000,1,0,cows,20,1.000,3.111,7303168.000,1,0,148.943,165.524,11908870826.667,11959874730.667,10,0
figlet,10,1.000,1.896,5554176.000,1,0,nodeinfo,0,1.000,0.177,48856917.333,1,0,cows,20,1.000,2.936,3407872.000,1,0,167.880,175.030,11938927274.667,11941682005.333,10,0
figlet,10,1.000,2.986,3835904.000,1,0,nodeinfo,0,1.000,0.157,48933376.000,1,0,cows,20,1.000,2.767,6692864.000,1,0,172.400,163.620,11927872853.333,11961968640.000,10,0
figlet,10,1.000,1.635,3473408.000,5,0,nodeinfo,0,1.000,0.127,49058816.000,1,0,cows,30,1.000,3.527,5373952.000,5,0,176.840,201.002,11942497621.333,12019353088.000,10,0
figlet,10,1.000,1.937,4075520.000,5,0,nodeinfo,0,1.000,0.132,49112064.000,1,0,cows,30,1.000,4.182,5861376.000,5,0,192.120,183.970,12005980842.667,11995349333.333,10,0
figlet,10,1.000,2.279,2859008.000,5,0,nodeinfo,0,1.000,0.129,49080320.000,1,0,cows,30,1.000,4.523,15904768.000,5,0,173.760,164.992,11993296896.000,11971190784.000,10,0
figlet,10,1.000,2.880,3919872.000,5,0,nodeinfo,0,1.000,0.127,48761344.000,1,0,cows,40,1.000,5.214,11845632.000,5,0,172.440,174.445,11966543189.333,11988197376.000,10,0
figlet,10,1.000,2.527,16516096.000,5,0,nodeinfo,0,1.000,0.110,48813056.000,1,0,cows,40,1.000,10.640,8368128.000,13,0,177.240,187.444,11992849749.333,12087253333.333,10,0
figlet,10,1.000,2.450,3655680.000,1,0,nodeinfo,0,1.000,0.150,48883712.000,1,0,cows,40,1.000,15.025,24402261.333,17,1,185.880,185.318,12236315306.667,12311074816.000,10,1
figlet,10,1.000,1.721,2994176.000,1,0,nodeinfo,10,1.000,1.690,49346048.000,1,0,cows,0,1.000,2.131,25664853.333,1,0,183.483,180.850,12403695616.000,12287755605.333,20,0
figlet,10,1.000,2.210,3907072.000,1,0,nodeinfo,10,1.000,2.851,18583552.000,1,0,cows,0,1.000,0.136,47797760.000,1,0,162.331,167.133,11956726442.667,12012624384.000,10,0
figlet,10,1.000,2.092,3597312.000,1,0,nodeinfo,10,1.000,2.138,5808128.000,1,0,cows,0,1.000,0.122,47482368.000,1,0,157.134,165.688,11999432704.000,12011666944.000,10,0
figlet,10,1.000,2.573,3551744.000,1,0,nodeinfo,10,1.000,1.953,7430144.000,1,0,cows,10,1.000,1.091,47494826.667,1,0,180.560,172.094,11965347840.000,11991759018.667,10,0
figlet,10,1.000,2.184,4890624.000,1,0,nodeinfo,10,1.000,1.482,5156864.000,1,0,cows,10,1.000,1.090,5230592.000,1,0,172.560,185.721,11967778816.000,12043902122.667,10,0
figlet,10,1.000,2.298,3762176.000,1,0,nodeinfo,10,1.000,1.405,7913472.000,1,0,cows,10,1.000,1.309,5394432.000,1,0,176.433,185.228,11993759744.000,12046074197.333,10,0
figlet,10,1.000,1.548,4014080.000,1,0,nodeinfo,10,1.000,2.175,6197248.000,1,0,cows,20,1.000,1.142,4886528.000,1,0,185.743,197.011,12004556117.333,12059762176.000,10,0
figlet,10,1.000,1.509,4183722.667,5,0,nodeinfo,10,1.000,2.127,2592768.000,5,0,cows,20,1.000,2.814,8900608.000,5,0,216.943,218.960,12017418922.667,12068378624.000,10,0
figlet,10,1.000,2.097,5566464.000,5,0,nodeinfo,10,1.000,3.564,53180416.000,5,0,cows,20,1.000,3.845,6672384.000,5,0,222.137,225.398,12030479701.333,12075113813.333,10,0
figlet,10,1.000,2.598,3710976.000,5,0,nodeinfo,10,1.000,2.318,20467712.000,5,0,cows,30,1.000,2.817,8028160.000,5,0,226.941,208.419,12048350549.333,12057952938.667,10,0
figlet,10,1.000,1.965,3678720.000,1,0,nodeinfo,10,1.000,2.194,5451776.000,1,0,cows,30,1.000,9.778,15101952.000,9,0,197.285,204.149,12035448149.333,12132211712.000,10,0
figlet,10,1.000,3.213,3502080.000,1,0,nodeinfo,10,1.000,2.058,20193280.000,1,0,cows,30,1.000,8.842,8151722.667,17,1,176.139,206.741,12209089194.667,12310017024.000,10,1
figlet,10,1.000,2.129,3506176.000,1,0,nodeinfo,20,1.000,3.827,20402176.000,1,0,cows,0,1.000,2.117,22016227.556,1,0,222.567,217.575,12484886528.000,12379923114.667,20,0
figlet,10,1.000,2.015,4263936.000,5,0,nodeinfo,20,1.000,4.020,19140608.000,5,0,cows,0,1.000,0.126,48406016.000,1,0,197.629,189.837,12004237312.000,12048117248.000,10,0
figlet,10,1.000,2.304,5300224.000,5,0,nodeinfo,20,1.000,4.244,7299072.000,5,0,cows,0,1.000,0.122,48187392.000,1,0,178.192,175.805,12056438101.333,12058167296.000,10,0
figlet,10,1.000,2.664,2506752.000,1,0,nodeinfo,20,1.000,3.409,4988928.000,1,0,cows,10,1.000,0.734,48273920.000,1,0,170.280,168.650,12053330602.667,12056743253.333,10,0
figlet,10,1.000,2.290,2560000.000,1,0,nodeinfo,20,1.000,3.856,19820544.000,1,0,cows,10,1.000,1.295,5496832.000,1,0,185.640,193.080,12049571840.000,12110806869.333,10,0
figlet,10,1.000,1.979,3470677.333,1,0,nodeinfo,20,1.000,6.067,19525632.000,1,0,cows,10,1.000,1.276,6852608.000,1,0,202.685,211.189,12043130880.000,12104501760.000,10,0
figlet,10,1.000,2.355,4382720.000,5,0,nodeinfo,20,1.000,3.708,4964352.000,5,0,cows,20,1.000,2.261,5062656.000,5,0,222.567,210.676,12068638720.000,12110714368.000,10,0
figlet,10,1.000,2.064,5017600.000,5,0,nodeinfo,20,1.000,3.420,19927040.000,5,0,cows,20,1.000,2.196,5120000.000,5,0,204.124,197.763,12093507584.000,12102989653.333,10,0
