function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,replica_env,overloaded_function_env,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,52.880,52.880,12455771477.333,12455771477.333,10,0
figlet,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,53.320,53.320,12453257898.667,12453257898.667,10,0
figlet,0,1.000,0.000,0.000,1,0,env,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,51.720,51.720,12448953685.333,12448953685.333,10,0
figlet,0,1.000,0.092,6339072.000,1,0,env,0,1.000,0.083,6193664.000,1,0,cows,10,1.000,0.550,5558272.000,1,0,46.960,55.140,12446882474.667,12447396352.000,10,0
figlet,0,1.000,0.101,6638250.667,1,0,env,0,1.000,0.075,6640128.000,1,0,cows,10,1.000,5.055,6184960.000,1,0,90.120,84.180,12495510869.333,12501286570.667,10,0
figlet,0,1.000,0.097,7010304.000,1,0,env,0,1.000,0.093,6993408.000,1,0,cows,10,1.000,2.998,16453632.000,1,0,81.960,83.940,12499058005.333,12499769173.333,10,0
figlet,0,1.000,0.101,7344298.667,1,0,env,0,1.000,0.068,7345493.333,1,0,cows,20,1.000,3.380,6504448.000,1,0,83.040,85.211,12493397333.333,12495814485.333,10,0
figlet,0,1.000,0.101,7593984.000,1,0,env,0,1.000,0.075,7629312.000,1,0,cows,20,1.000,4.592,5050368.000,1,0,106.080,113.430,12509379925.333,12530842965.333,10,0
figlet,0,1.000,0.086,7861760.000,1,0,env,0,1.000,0.081,7969280.000,1,0,cows,20,1.000,3.774,6385664.000,1,0,88.280,89.620,12499212970.667,12509223253.333,10,0
figlet,0,1.000,0.090,8051712.000,1,0,env,0,1.000,0.090,8267605.333,1,0,cows,30,1.000,3.191,6385664.000,1,0,88.920,90.873,12532189866.667,12517627733.333,10,0
figlet,0,1.000,0.093,8375296.000,1,0,env,0,1.000,0.095,8635392.000,1,0,cows,30,1.000,3.726,5214208.000,1,0,93.440,87.060,12533868544.000,12515898538.667,10,0
figlet,0,1.000,0.097,8636416.000,1,0,env,0,1.000,0.081,8861696.000,1,0,cows,30,1.000,3.947,5713920.000,5,0,96.080,96.330,12500560554.667,12508397568.000,10,0
figlet,0,1.000,0.117,8983552.000,1,0,env,0,1.000,0.075,8898048.000,1,0,cows,40,1.000,4.687,7294976.000,5,0,100.240,90.820,12540960085.333,12513775957.333,10,0
figlet,0,1.000,0.097,9177941.333,1,0,env,0,1.000,0.105,8980992.000,1,0,cows,40,1.000,5.088,6160384.000,5,0,96.280,93.450,12537139882.667,12522881706.667,10,0
figlet,0,1.000,0.097,9221632.000,1,0,env,0,1.000,0.071,8945152.000,1,0,cows,40,1.000,6.527,5804032.000,5,0,113.520,114.780,12565913600.000,12552231082.667,10,0
figlet,0,1.000,0.116,9282901.333,1,0,env,0,1.000,0.083,8965290.667,1,0,cows,50,1.000,8.225,5529600.000,9,0,95.000,96.090,12545961301.333,12585231530.667,10,0
figlet,0,1.000,0.106,9321984.000,1,0,env,0,1.000,0.091,8913920.000,1,0,cows,50,1.000,9.976,16333141.333,13,0,106.360,103.190,12671305728.000,12712733013.333,10,0
figlet,0,1.000,0.171,10978304.000,1,0,env,0,1.000,0.099,9671168.000,1,0,cows,50,1.000,11.419,26144768.000,17,1,110.760,118.980,12795351722.667,12860794026.667,10,1
figlet,0,1.000,0.094,15087104.000,1,0,env,10,1.000,0.878,3088384.000,5,0,cows,0,1.000,1.016,27475968.000,1,0,115.956,98.625,12974611114.667,12769534976.000,20,0
figlet,0,1.000,0.093,15622144.000,1,0,env,10,1.000,1.529,4341760.000,5,0,cows,0,1.000,0.105,83519146.667,1,0,98.760,96.360,12574626474.667,12592847189.333,10,0
figlet,0,1.000,0.083,15642624.000,1,0,env,10,1.000,1.504,2711552.000,5,0,cows,0,1.000,0.100,83550720.000,1,0,104.480,103.180,12573943808.000,12599502848.000,10,0
figlet,0,1.000,0.109,15765845.333,1,0,env,10,1.000,1.841,5193045.333,5,0,cows,10,1.000,0.982,5730304.000,5,0,89.040,87.430,12581971285.333,12571347968.000,10,0
figlet,0,1.000,0.096,15798272.000,1,0,env,10,1.000,1.802,4443136.000,5,0,cows,10,1.000,1.316,7385088.000,5,0,103.840,104.358,12615544832.000,12612210688.000,10,0
figlet,0,1.000,0.076,15798272.000,1,0,env,10,1.000,1.676,3149824.000,5,0,cows,10,1.000,1.304,7385088.000,5,0,109.080,105.606,12619075584.000,12605683370.667,10,0
figlet,0,1.000,0.092,15848448.000,1,0,env,10,1.000,1.747,3651584.000,5,0,cows,20,1.000,5.061,13594624.000,5,0,113.600,111.350,12608235520.000,12601581397.333,10,0
figlet,0,1.000,0.100,15863808.000,1,0,env,10,1.000,1.783,3618816.000,5,0,cows,20,1.000,8.657,20488704.000,13,0,108.600,126.505,12609813162.667,12711813290.667,10,0
figlet,0,1.000,0.081,15873024.000,1,0,env,10,1.000,1.670,4767232.000,5,0,cows,20,1.000,10.367,11617621.333,20,1,125.040,137.971,12849966421.333,12933853013.333,10,1
figlet,0,1.000,0.103,15889920.000,1,0,env,20,1.000,2.294,3686400.000,5,0,cows,0,1.000,1.651,22016000.000,1,0,138.022,128.310,13047737002.667,12843693738.667,20,0
figlet,0,1.000,0.103,15958016.000,1,0,env,20,1.000,2.800,3026944.000,9,0,cows,0,1.000,0.094,84106752.000,1,0,91.960,85.910,12561699498.667,12578746197.333,10,0
figlet,0,1.000,0.085,15958016.000,1,0,env,20,1.000,3.817,4652032.000,13,0,cows,0,1.000,0.104,84130816.000,1,0,135.840,112.490,12629272576.000,12669212672.000,10,0
figlet,0,1.000,0.087,15966208.000,1,0,env,20,1.000,2.580,3231744.000,5,0,cows,10,1.000,0.842,83239253.333,1,0,97.920,110.640,12712148992.000,12705588736.000,20,0
figlet,0,1.000,0.081,15966208.000,1,0,env,20,1.000,3.427,4468736.000,13,0,cows,10,1.000,2.055,20721664.000,1,0,162.037,141.039,12594064725.333,12675495936.000,10,0
figlet,0,1.000,0.097,15969792.000,1,0,env,20,1.000,2.453,7208960.000,5,0,cows,10,1.000,2.306,15585280.000,1,0,135.960,129.345,12755823957.333,12765947733.333,20,0
figlet,0,1.000,0.076,15982592.000,1,0,env,20,1.000,2.875,4202496.000,9,0,cows,20,1.000,4.673,21492736.000,5,0,149.535,121.800,12623546368.000,12707630592.000,10,0
figlet,0,1.000,0.085,15994880.000,1,0,env,20,1.000,3.565,4054528.000,13,0,cows,20,1.000,5.188,13807104.000,9,0,132.440,125.499,12820690261.333,12914512554.667,10,0
figlet,0,1.000,0.084,15970304.000,1,0,env,20,1.000,2.156,7028736.000,1,0,cows,20,1.000,2.304,23277568.000,1,0,130.480,144.724,13029806762.667,12931964245.333,20,0
figlet,0,1.000,0.088,15970304.000,1,0,env,20,1.000,2.994,4569600.000,1,0,cows,30,1.000,5.382,12392448.000,9,0,142.122,138.407,12636557994.667,12716094464.000,10,0
figlet,0,1.000,0.089,15970304.000,1,0,env,20,1.000,2.597,4347904.000,1,0,cows,30,1.000,5.558,24980480.000,1,0,166.500,148.919,12852101120.000,12833852586.667,10,0
figlet,0,1.000,0.085,15970304.000,1,0,env,20,1.000,3.280,4847616.000,1,0,cows,30,1.000,5.117,13008896.000,1,0,160.200,137.440,12640054613.333,12661100373.333,10,0
figlet,0,1.000,0.094,15973888.000,1,0,env,20,1.000,2.050,4337664.000,1,0,cows,40,1.000,3.568,16506880.000,1,0,134.600,128.785,12642316970.667,12665003690.667,10,0
figlet,0,1.000,0.085,15974400.000,1,0,env,20,1.000,2.664,4374528.000,1,0,cows,40,1.000,3.978,20238336.000,1,0,145.280,129.000,12623166122.667,12639873536.000,10,0
figlet,0,1.000,0.105,15975936.000,1,0,env,20,1.000,2.488,4020736.000,1,0,cows,40,0.999,4.865,5881856.000,1,0,128.880,133.092,12634365952.000,12643429376.000,10,0
figlet,0,1.000,0.088,15986176.000,1,0,env,20,1.000,2.989,5861376.000,1,0,cows,50,1.000,6.173,13852672.000,1,0,128.160,135.015,12636536149.333,12644471637.333,10,0
figlet,0,1.000,0.098,15990784.000,1,0,env,20,1.000,3.000,4630528.000,1,0,cows,50,1.000,7.383,13150208.000,1,0,147.960,139.990,12628275200.000,12636860245.333,10,0
figlet,0,1.000,0.105,15990784.000,1,0,env,20,1.000,3.583,18055168.000,1,0,cows,50,1.000,6.121,5869568.000,1,0,140.200,144.499,12625989632.000,12641845248.000,10,0
figlet,0,1.000,0.077,15994026.667,1,0,env,30,1.000,4.120,2969600.000,1,0,cows,0,1.000,2.066,9175040.000,1,0,135.200,123.020,12628882773.333,12634075648.000,10,0
figlet,0,1.000,0.078,15997952.000,1,0,env,30,1.000,3.777,3439274.667,1,0,cows,0,1.000,0.080,84711424.000,1,0,111.160,97.340,12583317504.000,12588907349.333,10,0
figlet,0,1.000,0.095,16002560.000,1,0,env,30,1.000,4.319,2928640.000,1,0,cows,0,1.000,0.103,84852736.000,1,0,107.560,113.300,12585950549.333,12613797205.333,10,0
figlet,0,1.000,0.084,16003072.000,1,0,env,30,1.000,3.898,4527445.333,1,0,cows,10,1.000,1.007,84328960.000,1,0,104.560,98.317,12598389418.667,12601309866.667,10,0
figlet,0,1.000,0.093,16003072.000,1,0,env,30,1.000,3.811,4601856.000,1,0,cows,10,1.000,1.810,5554176.000,1,0,133.560,121.971,12641914197.333,12650191189.333,10,0
figlet,0,1.000,0.088,16006656.000,1,0,env,30,1.000,4.605,3817472.000,1,0,cows,10,1.000,1.390,19652608.000,1,0,122.960,124.785,12635804330.667,12647209642.667,10,0
figlet,0,1.000,0.089,16010410.667,1,0,env,30,1.000,4.441,18143744.000,1,0,cows,20,1.000,3.784,15915690.667,1,0,127.960,122.254,12635916970.667,12644482901.333,10,0
figlet,0,1.000,0.093,16011264.000,1,0,env,30,1.000,3.822,4413440.000,1,0,cows,20,1.000,3.007,5963776.000,1,0,136.800,125.430,12634303146.667,12641997312.000,10,0
figlet,0,1.000,0.093,16011264.000,1,0,env,30,1.000,2.385,2760704.000,1,0,cows,20,1.000,2.118,7196672.000,1,0,128.240,124.880,12632984234.667,12644546901.333,10,0
figlet,0,1.000,0.081,16011264.000,1,0,env,30,1.000,3.720,4709376.000,1,0,cows,30,1.000,3.408,13955072.000,1,0,133.360,125.350,12638924800.000,12646665386.667,10,0
figlet,0,1.000,0.078,16011264.000,1,0,env,30,1.000,3.174,4621312.000,1,0,cows,30,1.000,4.041,13346816.000,1,0,134.680,126.205,12636228949.333,12647043072.000,10,0
figlet,0,1.000,0.094,16011264.000,1,0,env,30,1.000,4.453,4338176.000,1,0,cows,30,1.000,5.229,14270464.000,1,0,129.280,127.780,12635400192.000,12644516522.667,10,0
figlet,0,1.000,0.095,16011264.000,1,0,env,30,1.000,3.744,4352000.000,1,0,cows,40,1.000,4.166,5054464.000,1,0,137.480,130.754,12632275626.667,12644232362.667,10,0
figlet,0,1.000,0.094,16011264.000,1,0,env,30,1.000,4.520,4848128.000,1,0,cows,40,1.000,4.500,6045696.000,1,0,143.120,167.297,12637536938.667,12658699093.333,10,0
figlet,0,1.000,0.092,16013824.000,1,0,env,30,1.000,2.299,3513002.667,1,0,cows,40,1.000,5.965,19447808.000,1,0,141.280,136.361,12636833792.000,12629097301.333,10,0
figlet,0,1.000,0.068,16017920.000,1,0,env,30,1.000,4.332,4674048.000,1,0,cows,50,1.000,5.140,16709120.000,1,0,147.920,140.119,12597348352.000,12607397376.000,10,0
figlet,0,1.000,0.081,16019456.000,1,0,env,30,1.000,3.072,4449280.000,1,0,cows,50,1.000,7.409,5734400.000,1,0,152.880,141.100,12602660864.000,12617290752.000,10,0
figlet,0,1.000,0.100,16022016.000,1,0,env,30,1.000,3.604,18362709.333,5,0,cows,50,1.000,5.925,17974613.333,5,0,145.880,130.446,12613320704.000,12609535214.933,10,0
figlet,0,1.000,0.101,16023552.000,1,0,env,40,1.000,5.314,2826240.000,5,0,cows,0,1.000,2.855,6197248.000,1,0,139.360,125.797,12609125717.333,12602826410.667,10,0
figlet,0,1.000,0.091,16024405.333,1,0,env,40,1.000,5.083,5173760.000,5,0,cows,0,1.000,0.106,88588800.000,1,0,100.600,100.670,12568825856.000,12572613632.000,10,0
figlet,0,1.000,0.094,16027648.000,1,0,env,40,1.000,5.017,5106176.000,5,0,cows,0,1.000,0.106,88542890.667,1,0,115.400,118.768,12576690858.667,12592244053.333,10,0
figlet,0,1.000,0.098,16027648.000,1,0,env,40,1.000,6.020,3039232.000,9,0,cows,10,1.000,1.091,14204928.000,5,0,99.640,104.310,12559316309.333,12588071765.333,10,0
figlet,0,1.000,0.083,16030549.333,1,0,env,40,1.000,6.260,3467264.000,17,1,cows,10,1.000,2.403,18178048.000,5,0,127.720,142.545,12699757226.667,12741601109.333,10,1
figlet,0,1.000,0.093,16031744.000,1,0,env,40,1.000,4.644,3414016.000,5,0,cows,10,1.000,0.978,15912960.000,5,0,152.960,149.357,12835829077.333,12815765333.333,20,0
figlet,0,1.000,0.091,16031744.000,1,0,env,40,1.000,5.453,5813248.000,13,0,cows,20,1.000,1.987,5885952.000,5,0,151.338,149.265,12682358784.000,12722485930.667,10,0
figlet,0,1.000,0.083,16031744.000,1,0,env,40,1.000,5.908,2916352.000,17,1,cows,20,1.000,4.736,16350720.000,9,0,131.840,129.526,12836105557.333,12897075712.000,10,1
figlet,0,1.000,0.091,15995904.000,1,0,env,40,1.000,3.290,2514944.000,5,0,cows,20,1.000,4.172,6451200.000,5,0,150.600,146.013,13025508010.667,12944511146.667,20,0
figlet,0,1.000,0.088,15991296.000,1,0,env,40,1.000,4.708,6241280.000,9,0,cows,30,1.000,5.602,16883712.000,9,0,157.830,138.917,12721814186.667,12774808064.000,10,0
figlet,0,1.000,0.100,15994880.000,1,0,env,40,1.000,5.592,10068992.000,13,0,cows,30,1.000,7.031,26825728.000,13,0,138.400,137.569,12898807808.000,12966785536.000,10,0
figlet,0,1.000,0.114,15979349.333,1,0,env,40,1.000,6.795,10385920.000,17,1,cows,30,1.000,7.859,28528128.000,17,1,156.320,145.078,13090002261.333,13162098005.333,10,1
figlet,0,1.000,0.096,15781888.000,1,0,env,50,1.000,4.780,10398208.000,5,0,cows,0,1.000,3.967,15572992.000,1,0,183.917,161.549,13263852885.333,13034652330.667,20,0
figlet,0,1.000,0.104,15781888.000,1,0,env,50,1.000,6.770,5316608.000,9,0,cows,0,1.000,0.116,86667264.000,1,0,136.232,114.569,12611043328.000,12618486613.333,10,0
figlet,0,1.000,0.082,15781888.000,1,0,env,50,1.000,6.667,9030144.000,13,0,cows,0,1.000,0.097,86473728.000,1,0,132.960,112.284,12678483968.000,12721549653.333,10,0
figlet,0,1.000,0.092,15781888.000,1,0,env,50,1.000,5.981,9311232.000,1,0,cows,10,1.000,0.890,86643200.000,1,0,121.040,118.832,12772942506.667,12756921344.000,20,0
figlet,0,1.000,0.084,15781888.000,1,0,env,50,1.000,5.965,4498944.000,13,0,cows,10,1.000,1.118,7643136.000,1,0,154.264,162.756,12598784682.667,12683868160.000,10,0
figlet,0,1.000,0.083,15784448.000,1,0,env,50,1.000,5.568,3836416.000,5,0,cows,10,1.000,2.043,15512917.333,1,0,143.200,141.730,12840697173.333,12790311936.000,20,0
figlet,0,1.000,0.088,15786837.333,1,0,env,50,1.000,6.577,6141098.667,13,0,cows,20,1.000,2.331,5177344.000,1,0,161.000,149.464,12678890837.333,12758471338.667,10,0
figlet,0,1.000,0.075,15790080.000,1,0,env,50,1.000,5.788,8760661.333,5,0,cows,20,1.000,2.539,19439616.000,1,0,167.166,140.132,12846274560.000,12852645205.333,20,0
figlet,0,1.000,0.077,15791104.000,1,0,env,50,1.000,5.820,5038080.000,1,0,cows,20,1.000,3.603,13660160.000,1,0,176.142,157.406,12703346005.333,12741688490.667,10,0
figlet,0,1.000,0.093,15794176.000,1,0,env,50,1.000,7.747,18702336.000,1,0,cows,30,1.000,3.643,5591040.000,1,0,142.440,144.192,12686983850.667,12687523328.000,10,0
figlet,0,1.000,0.088,15794176.000,1,0,env,50,1.000,6.170,4591616.000,1,0,cows,30,1.000,2.483,5976064.000,1,0,147.840,140.548,12670840149.333,12677143381.333,10,0
figlet,0,1.000,0.094,15797248.000,1,0,env,50,1.000,6.507,4651008.000,1,0,cows,30,1.000,5.178,17555456.000,1,0,146.880,150.282,12675564202.667,12686402218.667,10,0
