function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.106,15689386.667,1,0,nodeinfo,0,1.000,0.154,44999168.000,1,0,shasum,30,1.000,4.809,5220864.000,9,0,128.280,124.174,10149746005.333,10160895829.333,10,0
figlet,0,1.000,0.113,15971840.000,1,0,nodeinfo,0,1.000,0.132,44536832.000,1,0,shasum,30,1.000,4.664,8527360.000,17,1,154.760,154.183,10204463104.000,10290067968.000,10,1
figlet,0,1.000,0.147,16527360.000,1,0,nodeinfo,10,1.000,2.744,5439488.000,5,0,shasum,0,1.000,1.233,8720896.000,1,0,113.960,145.610,10384868010.667,10387822421.333,20,0
figlet,0,1.000,0.099,16601088.000,1,0,nodeinfo,10,1.000,2.585,8794112.000,5,0,shasum,0,1.000,0.113,18325504.000,1,0,167.197,133.972,10288346453.333,10237466794.667,10,0
figlet,0,1.000,0.138,16645120.000,1,0,nodeinfo,10,1.000,4.916,6197248.000,5,0,shasum,0,1.000,0.091,18337792.000,1,0,143.200,144.341,10257139029.333,10268634794.667,10,0
figlet,0,1.000,0.121,16708608.000,1,0,nodeinfo,10,1.000,3.959,16700757.333,1,0,shasum,10,1.000,1.365,18429952.000,1,0,116.280,123.250,10237424298.667,10236230485.333,10,0
figlet,0,1.000,0.113,16716288.000,1,0,nodeinfo,10,1.000,5.188,5656576.000,1,0,shasum,10,1.000,2.009,3502080.000,1,0,137.680,153.620,10235742208.000,10325018112.000,10,0
figlet,0,1.000,0.108,16727040.000,1,0,nodeinfo,10,1.000,2.916,5656576.000,1,0,shasum,10,1.000,2.075,3985408.000,1,0,177.600,162.912,10333837312.000,10280243370.667,10,0
figlet,0,1.000,0.111,16781824.000,1,0,nodeinfo,10,1.000,1.891,7512064.000,1,0,shasum,20,1.000,2.942,2985984.000,1,0,158.800,152.430,10247571456.000,10274243072.000,10,0
figlet,0,1.000,0.098,16790528.000,1,0,nodeinfo,10,1.000,2.889,6873088.000,1,0,shasum,20,1.000,2.942,5689344.000,1,0,147.760,148.671,10230232405.333,10278765568.000,10,0
figlet,0,1.000,0.085,16799744.000,1,0,nodeinfo,10,1.000,2.004,5083136.000,1,0,shasum,20,1.000,2.255,6008832.000,1,0,155.520,145.130,10262762837.333,10287275178.667,10,0
figlet,0,1.000,0.114,16851968.000,1,0,nodeinfo,10,1.000,3.115,8691712.000,1,0,shasum,30,1.000,3.217,4472832.000,1,0,145.760,180.681,10256719872.000,10348122624.000,10,0
figlet,0,1.000,0.090,16859136.000,1,0,nodeinfo,10,1.000,1.649,6701056.000,1,0,shasum,30,1.000,3.013,6766592.000,1,0,167.397,152.393,10316908544.000,10317395968.000,10,0
figlet,0,1.000,0.102,16859136.000,1,0,nodeinfo,10,1.000,1.432,5550080.000,1,0,shasum,30,1.000,3.819,4548608.000,1,0,158.828,144.788,10292721664.000,10318277120.000,10,0
figlet,0,1.000,0.093,16912896.000,1,0,nodeinfo,10,1.000,2.003,5558272.000,1,0,shasum,40,1.000,4.286,4372480.000,1,0,150.280,152.530,10285273088.000,10316136106.667,10,0
figlet,0,1.000,0.090,16920576.000,1,0,nodeinfo,10,1.000,2.435,13463552.000,1,0,shasum,40,1.000,5.468,4810752.000,1,0,154.918,148.733,10299073877.333,10316266154.667,10,0
figlet,0,1.000,0.089,16923136.000,1,0,nodeinfo,10,1.000,2.561,6172672.000,1,0,shasum,40,1.000,4.738,6868992.000,1,0,172.800,158.140,10284580864.000,10318177962.667,10,0
figlet,0,1.000,0.108,16930816.000,1,0,nodeinfo,10,1.000,1.558,6148096.000,1,0,shasum,50,1.000,6.441,5335040.000,1,0,154.903,157.566,10287054848.000,10317245952.000,10,0
figlet,0,1.000,0.097,16936960.000,1,0,nodeinfo,10,1.000,3.223,13445120.000,1,0,shasum,50,1.000,6.226,4282880.000,1,0,162.206,151.651,10302233941.333,10325665792.000,10,0
figlet,0,1.000,0.104,16941056.000,1,0,nodeinfo,10,1.000,2.841,5410816.000,1,0,shasum,50,1.000,7.796,4288512.000,1,0,169.840,155.944,10295795029.333,10317306197.333,10,0
figlet,0,1.000,0.102,16945152.000,1,0,nodeinfo,20,1.000,4.531,14802944.000,1,0,shasum,0,1.000,2.837,3393536.000,1,0,162.000,143.110,10290305706.667,10308910762.667,10,0
figlet,0,1.000,0.081,16945152.000,1,0,nodeinfo,20,1.000,5.004,16331264.000,1,0,shasum,0,1.000,0.082,19245568.000,1,0,128.320,111.540,10287123114.667,10289531733.333,10,0
figlet,0,1.000,0.102,16945152.000,1,0,nodeinfo,20,1.000,3.677,7733248.000,1,0,shasum,0,1.000,0.087,19216896.000,1,0,135.560,138.880,10266023936.000,10310921216.000,10,0
figlet,0,1.000,0.102,16945152.000,1,0,nodeinfo,20,1.000,4.789,15448746.667,5,0,shasum,10,1.000,1.177,19297280.000,5,0,115.320,116.128,10263733589.333,10281703936.000,10,0
figlet,0,1.000,0.099,16946176.000,1,0,nodeinfo,20,1.000,3.615,4034560.000,5,0,shasum,10,1.000,1.639,3565568.000,5,0,138.880,142.693,10298864298.667,10314714282.667,10,0
figlet,0,1.000,0.108,16949248.000,1,0,nodeinfo,20,1.000,3.489,5562368.000,5,0,shasum,10,1.000,1.469,4077568.000,5,0,152.400,144.880,10310427989.333,10315820032.000,10,0
figlet,0,1.000,0.099,16951466.667,1,0,nodeinfo,20,1.000,4.382,5152768.000,5,0,shasum,20,1.000,2.194,4466176.000,5,0,141.040,148.492,10305079296.000,10314080256.000,10,0
figlet,0,1.000,0.086,16953344.000,1,0,nodeinfo,20,1.000,3.464,7192576.000,5,0,shasum,20,1.000,2.941,3606528.000,5,0,156.280,150.091,10312701269.333,10317529770.667,10,0
figlet,0,1.000,0.099,16953344.000,1,0,nodeinfo,20,1.000,2.828,5287936.000,5,0,shasum,20,1.000,3.100,4769792.000,5,0,155.000,150.726,10303996586.667,10317115733.333,10,0
figlet,0,1.000,0.087,16960512.000,1,0,nodeinfo,20,1.000,6.118,18089472.000,9,0,shasum,30,1.000,3.018,4716032.000,9,0,150.000,144.466,10309912576.000,10373256704.000,10,0
figlet,0,1.000,0.113,16938325.333,1,0,nodeinfo,20,1.000,6.078,26901504.000,13,0,shasum,30,1.000,4.908,5017088.000,13,0,168.880,154.807,10513432576.000,10583491072.000,10,0
figlet,0,1.000,0.097,16849920.000,1,0,nodeinfo,20,1.000,9.974,14752256.000,17,1,shasum,30,1.000,5.519,4283050.667,17,1,195.920,174.355,10684742997.333,10752966997.333,10,1
figlet,0,1.000,0.089,16839168.000,1,0,nodeinfo,30,1.000,7.443,15571626.667,5,0,shasum,0,1.000,1.295,6963712.000,1,0,184.400,182.935,10863791445.333,10727642282.667,20,0
figlet,0,1.000,0.090,16845824.000,1,0,nodeinfo,30,1.000,6.956,16987648.000,9,0,shasum,0,1.000,0.074,19234304.000,1,0,188.341,151.125,10310903808.000,10298571093.333,10,0
figlet,0,1.000,0.103,16850944.000,1,0,nodeinfo,30,1.000,8.275,6217728.000,1,0,shasum,0,1.000,0.086,19312640.000,1,0,170.000,158.404,10373049685.333,10408969216.000,10,0
figlet,0,1.000,0.108,16851968.000,1,0,nodeinfo,30,1.000,4.841,7585792.000,1,0,shasum,10,1.000,1.247,19280384.000,1,0,157.120,141.360,10268121088.000,10254627157.333,10,0
figlet,0,1.000,0.104,16859136.000,1,0,nodeinfo,30,1.000,6.322,11776000.000,1,0,shasum,10,1.000,1.781,4164096.000,1,0,149.782,154.526,10202342741.333,10240321536.000,10,0
figlet,0,1.000,0.085,16859136.000,1,0,nodeinfo,30,1.000,5.192,8208384.000,1,0,shasum,10,1.000,1.816,5472256.000,1,0,156.548,151.341,10227104426.667,10252184576.000,10,0
figlet,0,1.000,0.109,16859136.000,1,0,nodeinfo,30,1.000,6.185,7385088.000,1,0,shasum,20,1.000,2.361,4200448.000,1,0,159.840,157.123,10222047914.667,10248751957.333,10,0
figlet,0,1.000,0.093,16859136.000,1,0,nodeinfo,30,1.000,3.793,6893568.000,1,0,shasum,20,1.000,2.875,4423680.000,1,0,173.960,162.367,10213801984.000,10241252352.000,10,0
figlet,0,1.000,0.113,16859136.000,1,0,nodeinfo,30,1.000,6.257,7217152.000,1,0,shasum,20,1.000,3.228,4390912.000,1,0,165.280,155.725,10217565525.333,10246171989.333,10,0
figlet,0,1.000,0.093,16859136.000,1,0,nodeinfo,30,1.000,7.705,13199360.000,1,0,shasum,30,1.000,3.492,3997696.000,1,0,163.600,161.970,10219411456.000,10247186944.000,10,0
figlet,0,1.000,0.103,16862720.000,1,0,nodeinfo,30,1.000,4.397,7561216.000,1,0,shasum,30,1.000,4.994,4067328.000,1,0,174.400,167.940,10218334208.000,10247108437.333,10,0
figlet,0,1.000,0.108,16873472.000,1,0,nodeinfo,30,1.000,5.233,11583488.000,1,0,shasum,30,1.000,4.603,3983872.000,1,0,174.400,164.955,10224875520.000,10246000469.333,10,0
figlet,0,1.000,0.103,16880128.000,1,0,nodeinfo,30,1.000,5.584,4759552.000,1,0,shasum,40,1.000,5.508,6152192.000,1,0,168.052,156.984,10223882922.667,10249554090.667,10,0
figlet,0,1.000,0.092,16883712.000,1,0,nodeinfo,30,1.000,4.717,11276288.000,5,0,shasum,40,1.000,4.779,4886528.000,5,0,173.157,162.322,10225605973.333,10255315285.333,10,0
figlet,0,1.000,0.106,16886784.000,1,0,nodeinfo,30,1.000,5.824,6000640.000,5,0,shasum,40,1.000,5.795,3948032.000,5,0,160.960,164.336,10247221248.000,10255830698.667,10,0
figlet,0,1.000,0.087,16887808.000,1,0,nodeinfo,30,1.000,4.770,14446592.000,5,0,shasum,50,1.000,5.303,5763072.000,5,0,168.120,163.388,10250467328.000,10264624981.333,10,0
figlet,0,1.000,0.094,16916480.000,1,0,nodeinfo,30,1.000,5.439,5414912.000,5,0,shasum,50,1.000,5.917,5322240.000,13,0,165.400,176.093,10256166229.333,10301091669.333,10,0
figlet,0,1.000,0.108,16920576.000,1,0,nodeinfo,30,1.000,9.053,15803050.667,9,0,shasum,50,1.000,6.695,4530176.000,17,1,166.920,164.276,10385225728.000,10458863786.667,10,1
figlet,0,1.000,0.081,16924330.667,1,0,nodeinfo,40,1.000,7.499,15560704.000,5,0,shasum,0,1.000,1.122,8198144.000,1,0,186.840,165.688,10589192192.000,10562713941.333,20,0
figlet,0,1.000,0.091,16928768.000,1,0,nodeinfo,40,1.000,9.363,6541312.000,9,0,shasum,0,1.000,0.104,19529728.000,1,0,178.168,143.862,10306593450.667,10305441962.667,10,0
figlet,0,1.000,0.099,16928768.000,1,0,nodeinfo,40,1.000,13.845,16476672.000,13,0,shasum,0,1.000,0.086,19529728.000,1,0,156.655,150.844,10382486186.667,10480022698.667,10,0
figlet,0,1.000,0.097,16928768.000,1,0,nodeinfo,40,1.000,6.916,24858624.000,5,0,shasum,10,1.000,1.166,19531946.667,1,0,143.040,153.537,10571446272.000,10482538325.333,20,0
figlet,0,1.000,0.106,16928768.000,1,0,nodeinfo,40,1.000,15.140,16679936.000,13,0,shasum,10,1.000,1.380,4015616.000,1,0,173.280,178.062,10266060800.000,10406528682.667,10,0
figlet,0,1.000,0.099,16931328.000,1,0,nodeinfo,40,1.000,6.645,5599232.000,5,0,shasum,10,1.000,1.269,3746816.000,1,0,186.840,176.532,10576536234.667,10525937664.000,20,0
figlet,0,1.000,0.084,16932864.000,1,0,nodeinfo,40,1.000,8.937,15759872.000,1,0,shasum,20,1.000,2.098,4467712.000,1,0,175.604,175.806,10312336042.667,10386461525.333,10,0
figlet,0,1.000,0.091,16932864.000,1,0,nodeinfo,40,1.000,5.499,7323648.000,1,0,shasum,20,1.000,3.175,6582272.000,1,0,183.269,166.532,10327735637.333,10327946922.667,10,0
figlet,0,1.000,0.107,16932864.000,1,0,nodeinfo,40,1.000,5.385,6881280.000,1,0,shasum,20,1.000,2.533,4011520.000,1,0,167.720,160.138,10277094741.333,10310157994.667,10,0
figlet,0,1.000,0.098,16932864.000,1,0,nodeinfo,40,1.000,8.196,5165056.000,1,0,shasum,30,1.000,3.271,4133888.000,1,0,159.200,160.820,10282747904.000,10314446677.333,10,0
figlet,0,1.000,0.071,16936960.000,1,0,nodeinfo,40,1.000,8.914,5914624.000,1,0,shasum,30,1.000,4.241,4067840.000,1,0,175.926,160.977,10292714154.667,10312391850.667,10,0
figlet,0,1.000,0.106,16941056.000,1,0,nodeinfo,40,1.000,5.673,13697024.000,1,0,shasum,30,1.000,4.326,4060160.000,1,0,176.400,169.170,10286348970.667,10326937770.667,10,0
figlet,0,1.000,0.089,16943616.000,1,0,nodeinfo,40,1.000,5.587,6746112.000,1,0,shasum,40,1.000,5.234,4730880.000,1,0,169.480,163.490,10303539200.000,10327520426.667,10,0
figlet,0,1.000,0.096,16957610.667,1,0,nodeinfo,40,1.000,5.193,6717440.000,1,0,shasum,40,1.000,5.543,4318720.000,1,0,181.520,170.712,10298284714.667,10325596672.000,10,0
figlet,0,1.000,0.113,16965632.000,1,0,nodeinfo,40,1.000,6.182,5087232.000,1,0,shasum,40,1.000,5.803,6819840.000,1,0,174.600,167.258,10300857685.333,10332260522.667,10,0
figlet,0,1.000,0.094,16965632.000,1,0,nodeinfo,40,1.000,7.815,5476352.000,1,0,shasum,50,1.000,5.688,4509696.000,1,0,183.000,173.427,10299635712.000,10324803754.667,10,0
figlet,0,1.000,0.105,16965632.000,1,0,nodeinfo,40,1.000,6.107,5750784.000,1,0,shasum,50,1.000,6.863,4512256.000,1,0,188.996,169.349,10305598805.333,10331181056.000,10,0
figlet,0,1.000,0.085,16965632.000,1,0,nodeinfo,40,1.000,6.896,9015296.000,1,0,shasum,50,1.000,6.382,6823936.000,1,0,180.640,173.868,10300287658.667,10329402538.667,10,0
figlet,0,1.000,0.086,16965632.000,1,0,nodeinfo,50,1.000,7.267,13797376.000,5,0,shasum,0,1.000,3.013,3575808.000,1,0,173.280,163.360,10322615637.333,10324851712.000,10,0
figlet,0,1.000,0.107,16966144.000,1,0,nodeinfo,50,1.000,7.898,5414912.000,5,0,shasum,0,1.000,0.097,19591168.000,1,0,147.120,145.586,10301506901.333,10302551040.000,10,0
figlet,0,1.000,0.098,16969728.000,1,0,nodeinfo,50,1.000,7.435,7340032.000,5,0,shasum,0,1.000,0.086,19591168.000,1,0,151.240,163.720,10319139498.667,10328288938.667,10,0
figlet,0,1.000,0.097,16969728.000,1,0,nodeinfo,50,1.000,12.078,20259328.000,9,0,shasum,10,1.000,1.463,19591168.000,5,0,132.320,134.604,10289007274.667,10333675690.667,10,0
figlet,0,1.000,0.096,16969728.000,1,0,nodeinfo,50,1.000,15.078,7529130.667,17,1,shasum,10,1.000,1.734,3301376.000,5,0,163.720,175.304,10434568874.667,10519306069.333,10,1
figlet,0,1.000,0.092,16969728.000,1,0,nodeinfo,50,1.000,9.225,6946816.000,5,0,shasum,10,1.000,1.000,3761493.333,5,0,181.880,184.214,10667536384.000,10589623808.000,20,0
figlet,0,1.000,0.102,16969728.000,1,0,nodeinfo,50,1.000,15.469,11261269.333,13,0,shasum,20,1.000,3.026,4167680.000,5,0,173.844,183.618,10320411306.667,10413649066.667,10,0
figlet,0,1.000,0.113,16969728.000,1,0,nodeinfo,50,1.000,15.014,26861056.000,17,1,shasum,20,1.000,3.250,4434432.000,9,0,262.600,212.627,10538864640.000,10610593450.667,10,1
figlet,0,1.000,0.096,16969728.000,1,0,nodeinfo,50,1.000,6.494,29851648.000,5,0,shasum,20,1.000,2.401,3183957.333,5,0,184.160,175.036,10763976021.333,10692462421.333,20,0
figlet,0,1.000,0.096,16969728.000,1,0,nodeinfo,50,1.000,10.915,11022336.000,9,0,shasum,30,1.000,4.053,4355584.000,9,0,192.640,166.870,10404977322.667,10454842026.667,10,0
figlet,0,1.000,0.093,16969728.000,1,0,nodeinfo,50,1.000,8.124,18198016.000,1,0,shasum,30,1.000,3.484,4485120.000,1,0,194.720,184.642,10550290432.000,10584565930.667,10,0
figlet,0,1.000,0.089,16969728.000,1,0,nodeinfo,50,1.000,6.674,5042176.000,1,0,shasum,30,1.000,4.646,6316032.000,1,0,195.800,183.188,10398102869.333,10407145813.333,10,0
figlet,0,1.000,0.095,16969728.000,1,0,nodeinfo,50,1.000,7.412,6184960.000,1,0,shasum,40,1.000,4.427,4136448.000,1,0,173.720,172.430,10376073898.667,10400878592.000,10,0
figlet,0,1.000,0.105,16969728.000,1,0,nodeinfo,50,1.000,11.894,14581760.000,1,0,shasum,40,1.000,5.492,4579328.000,1,0,185.280,174.849,10370346325.333,10395426474.667,10,0
figlet,0,1.000,0.089,16971946.667,1,0,nodeinfo,50,1.000,9.697,3837952.000,1,0,shasum,40,1.000,5.613,4073472.000,1,0,184.809,176.352,10374192469.333,10395337045.333,10,0
figlet,0,1.000,0.093,16973824.000,1,0,nodeinfo,50,1.000,9.181,7528448.000,1,0,shasum,50,1.000,5.238,4478464.000,1,0,182.280,172.690,10356917589.333,10387614549.333,10,0
figlet,0,1.000,0.091,16973824.000,1,0,nodeinfo,50,1.000,8.215,7847936.000,1,0,shasum,50,1.000,6.518,4514304.000,1,0,192.856,178.575,10365723306.667,10392354645.333,10,0
figlet,0,1.000,0.106,16973824.000,1,0,nodeinfo,50,1.000,6.186,7434240.000,1,0,shasum,50,1.000,6.229,4581376.000,1,0,180.360,173.316,10363215872.000,10387067221.333,10,0
figlet,10,1.000,1.008,17474560.000,1,0,nodeinfo,0,1.000,4.055,5623808.000,1,0,shasum,0,1.000,0.679,3684352.000,1,0,198.040,167.970,10356297045.333,10373152426.667,10,0
figlet,10,1.000,2.032,3166208.000,1,0,nodeinfo,0,1.000,0.119,70469461.333,1,0,shasum,0,1.000,0.080,19652608.000,1,0,158.880,123.090,10284002645.333,10293730304.000,10,0
figlet,10,1.000,2.084,3968000.000,5,0,nodeinfo,0,1.000,0.107,70474752.000,1,0,shasum,0,1.000,0.091,19652608.000,1,0,129.840,135.520,10302844245.333,10331891712.000,10,0
figlet,10,1.000,1.985,2920448.000,5,0,nodeinfo,0,1.000,0.142,69725184.000,1,0,shasum,10,1.000,1.111,2965504.000,5,0,129.320,123.480,10319489024.000,10324386645.333,10,0
figlet,10,1.000,2.568,3873450.667,5,0,nodeinfo,0,1.000,0.130,69013504.000,1,0,shasum,10,1.000,1.619,4204544.000,5,0,156.600,138.580,10345783296.000,10349017429.333,10,0
figlet,10,1.000,2.622,4359509.333,5,0,nodeinfo,0,1.000,0.146,69008384.000,1,0,shasum,10,1.000,1.412,3977216.000,5,0,124.200,130.920,10334064640.000,10340084736.000,10,0
figlet,10,1.000,2.466,18228736.000,5,0,nodeinfo,0,1.000,0.125,69104640.000,1,0,shasum,20,1.000,2.120,3988480.000,5,0,135.640,135.245,10318848682.667,10338059776.000,10,0
figlet,10,1.000,2.362,3845632.000,5,0,nodeinfo,0,1.000,0.136,69216768.000,1,0,shasum,20,1.000,3.606,3897344.000,5,0,161.680,148.030,10285802837.333,10285588650.667,10,0
figlet,10,1.000,2.246,3735552.000,5,0,nodeinfo,0,1.000,0.122,69271552.000,1,0,shasum,20,1.000,2.552,3620864.000,5,0,153.440,144.927,10278755669.333,10293542570.667,10,0
figlet,10,1.000,2.289,3203072.000,5,0,nodeinfo,0,1.000,0.130,68932096.000,1,0,shasum,30,1.000,3.242,3211264.000,17,1,185.240,188.942,10303547392.000,10402804906.667,10,1
figlet,10,1.000,1.314,3336874.667,1,0,nodeinfo,0,1.000,0.116,68894378.667,1,0,shasum,30,1.000,3.165,2732032.000,5,0,184.840,168.969,10504370858.667,10516148906.667,20,0
figlet,10,1.000,1.605,3547648.000,1,0,nodeinfo,0,1.000,0.123,68940800.000,1,0,shasum,30,1.000,4.795,3204437.333,13,0,187.846,182.751,10360208725.333,10403817130.667,10,0
figlet,10,1.000,1.656,3858432.000,1,0,nodeinfo,0,1.000,0.125,68858368.000,1,0,shasum,40,1.000,3.536,6862848.000,5,0,147.065,189.143,10472422741.333,10574821717.333,20,0
figlet,10,1.000,1.853,3520512.000,1,0,nodeinfo,0,1.000,0.124,68860416.000,1,0,shasum,40,1.000,4.672,2994176.000,17,1,221.960,194.145,10438751573.333,10458122581.333,10,1
figlet,10,1.000,1.837,4118016.000,1,0,nodeinfo,0,1.000,0.141,68809216.000,1,0,shasum,40,1.000,4.596,2764800.000,5,0,202.365,172.386,10568952490.667,10604718421.333,20,0
figlet,10,1.000,2.100,3072000.000,1,0,nodeinfo,0,1.000,0.125,68734293.333,1,0,shasum,50,1.000,5.463,4613632.000,17,1,217.160,212.236,10427539456.000,10508226389.333,10,1
figlet,10,1.000,1.662,3724629.333,1,0,nodeinfo,0,1.000,0.122,68804266.667,1,0,shasum,50,1.000,6.207,4000256.000,5,0,210.980,170.447,10659719168.000,10623594496.000,20,0
figlet,10,1.000,2.616,3926016.000,1,0,nodeinfo,0,1.000,0.136,68860928.000,1,0,shasum,50,1.000,6.311,4326912.000,1,0,236.928,192.259,10474543104.000,10475062272.000,10,0
figlet,10,1.000,2.246,4210688.000,1,0,nodeinfo,10,1.000,1.412,69480448.000,1,0,shasum,0,1.000,2.647,3446784.000,1,0,204.754,145.077,10414263500.800,10412469077.333,10,0
figlet,10,1.000,2.055,3802624.000,1,0,nodeinfo,10,1.000,2.962,13404160.000,1,0,shasum,0,1.000,0.088,19656704.000,1,0,145.240,134.299,10386539861.333,10414896128.000,10,0
figlet,10,1.000,2.463,3392853.333,1,0,nodeinfo,10,1.000,1.788,6221824.000,1,0,shasum,0,1.000,0.080,19656704.000,1,0,152.840,173.200,10393215658.667,10446020266.667,10,0
figlet,10,1.000,2.294,4669440.000,1,0,nodeinfo,10,1.000,2.523,6955008.000,1,0,shasum,10,1.000,1.058,19772928.000,1,0,167.160,148.286,10354625194.667,10359346346.667,10,0
figlet,10,1.000,1.942,5521408.000,1,0,nodeinfo,10,1.000,2.050,6426624.000,1,0,shasum,10,1.000,1.561,3944448.000,1,0,161.080,160.597,10333935616.000,10378506069.333,10,0
figlet,10,1.000,2.437,3960832.000,1,0,nodeinfo,10,1.000,1.913,20058112.000,1,0,shasum,10,1.000,1.392,3771392.000,1,0,182.280,162.617,10357958656.000,10392571221.333,10,0
figlet,10,1.000,2.248,5795840.000,1,0,nodeinfo,10,1.000,2.012,20008960.000,1,0,shasum,20,1.000,2.341,4494336.000,1,0,173.320,169.980,10361737216.000,10397104298.667,10,0
figlet,10,1.000,2.077,3823616.000,1,0,nodeinfo,10,1.000,2.031,12914688.000,1,0,shasum,20,1.000,3.655,4380672.000,1,0,182.187,169.735,10368562517.333,10400199168.000,10,0
figlet,10,1.000,2.350,3833856.000,1,0,nodeinfo,10,1.000,2.282,5582848.000,1,0,shasum,20,1.000,3.130,3002368.000,1,0,183.174,169.633,10361466880.000,10397510485.333,10,0
figlet,10,1.000,2.308,3698688.000,1,0,nodeinfo,10,1.000,1.626,5615616.000,1,0,shasum,30,1.000,3.196,4545536.000,1,0,180.291,176.799,10369188522.667,10407213056.000,10,0
figlet,10,1.000,2.480,3892224.000,1,0,nodeinfo,10,1.000,2.047,5234688.000,1,0,shasum,30,1.000,4.937,6434816.000,1,0,208.280,189.932,10371028309.333,10406723072.000,10,0
figlet,10,1.000,1.923,4706304.000,1,0,nodeinfo,10,1.000,2.172,5267456.000,1,0,shasum,30,1.000,3.565,3836416.000,1,0,193.905,178.067,10379534336.000,10416229546.667,10,0
figlet,10,1.000,2.537,18495146.667,5,0,nodeinfo,10,1.000,2.261,5591040.000,5,0,shasum,40,1.000,4.360,4734976.000,5,0,177.560,184.780,10404827136.000,10413111603.200,10,0
figlet,10,1.000,2.568,3182592.000,5,0,nodeinfo,10,1.000,2.114,5910528.000,5,0,shasum,40,1.000,5.913,4720640.000,5,0,190.702,195.074,10417182037.333,10429890560.000,10,0
figlet,10,1.000,2.353,3958784.000,5,0,nodeinfo,10,1.000,2.164,7802880.000,5,0,shasum,40,1.000,6.140,3926698.667,5,0,198.560,194.240,10410506922.667,10425005738.667,10,0
figlet,10,1.000,2.327,3821568.000,5,0,nodeinfo,10,1.000,2.385,20205568.000,5,0,shasum,50,1.000,7.080,2576384.000,13,0,203.520,199.340,10409674752.000,10461879125.333,10,0
figlet,10,1.000,1.792,3844096.000,1,0,nodeinfo,10,1.000,2.259,5668864.000,1,0,shasum,50,1.000,6.914,7641088.000,17,1,198.920,196.254,10544521898.667,10624177664.000,10,1
figlet,10,1.000,1.218,3493376.000,1,0,nodeinfo,10,1.000,1.963,6541312.000,1,0,shasum,50,1.000,4.396,8404992.000,5,0,164.406,197.387,10675154261.333,10683906901.333,20,0
figlet,10,1.000,2.129,3944960.000,1,0,nodeinfo,20,1.000,4.663,11021312.000,9,0,shasum,0,1.000,2.126,2748416.000,1,0,210.491,197.616,10500356096.000,10578401792.000,10,0
