function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,46.360,46.360,13528242176.000,13528242176.000,10,0
figlet,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,46.520,46.520,13528795136.000,13528795136.000,10,0
figlet,0,1.000,0.000,0.000,1,0,cows,0,1.000,0.000,0.000,1,0,curl,0,1.000,0.000,0.000,1,0,42.001,42.001,13529348778.667,13529348778.667,10,0
figlet,0,1.000,0.076,5222400.000,1,0,cows,0,1.000,0.121,21608448.000,1,0,curl,10,1.000,4.561,2752512.000,5,0,42.880,55.130,13528926208.000,13526314154.667,10,0
figlet,0,1.000,0.098,5856768.000,1,0,cows,0,1.000,0.106,22213632.000,1,0,curl,10,1.000,6.046,3905024.000,1,0,81.960,90.230,13514641408.000,13513051818.667,10,0
figlet,0,1.000,0.073,6158848.000,1,0,cows,0,1.000,0.108,22840490.667,1,0,curl,10,1.000,5.666,4505600.000,5,0,113.960,96.590,13504944128.000,13517833557.333,10,0
figlet,0,1.000,0.094,6580736.000,1,0,cows,0,1.000,0.114,23333034.667,1,0,curl,20,1.000,9.611,4182016.000,5,0,81.640,96.720,13514079573.333,13525632682.667,10,0
figlet,0,1.000,0.089,6934016.000,1,0,cows,0,1.000,0.126,24258560.000,1,0,curl,20,1.000,12.912,6038016.000,9,0,117.520,107.339,13522657280.000,13567848618.667,10,0
figlet,0,1.000,0.093,7212032.000,1,0,cows,0,1.000,0.096,24848384.000,1,0,curl,20,1.000,14.845,5381632.000,17,1,111.440,110.160,13618301610.667,13660269056.000,10,1
figlet,0,1.000,0.094,7527936.000,1,0,cows,10,1.000,1.309,26205525.333,1,0,curl,0,1.000,3.402,7832234.667,1,0,107.040,96.350,13723675306.667,13709003776.000,20,0
figlet,0,1.000,0.101,7760896.000,1,0,cows,10,1.000,1.155,6565888.000,1,0,curl,0,1.000,0.168,26893824.000,1,0,97.440,105.030,13540582058.667,13567926272.000,10,0
figlet,0,1.000,0.114,8051200.000,1,0,cows,10,1.000,2.124,30732800.000,1,0,curl,0,1.000,0.171,26765312.000,1,0,95.920,81.900,13558218752.000,13552569514.667,10,0
figlet,0,1.000,0.100,8250880.000,1,0,cows,10,1.000,2.929,14363136.000,1,0,curl,10,1.000,5.302,28004352.000,1,0,92.960,89.860,13543790592.000,13575399594.667,10,0
figlet,0,1.000,0.081,8295082.667,1,0,cows,10,1.000,1.485,7258112.000,1,0,curl,10,1.000,6.168,3999061.333,1,0,86.400,108.900,13534841514.667,13556152661.333,10,0
figlet,0,1.000,0.105,8354304.000,1,0,cows,10,1.000,2.535,16312320.000,1,0,curl,10,1.000,6.407,4788224.000,1,0,117.560,107.370,13579240789.333,13608551936.000,10,0
figlet,0,1.000,0.093,8384512.000,1,0,cows,10,1.000,1.386,5799936.000,1,0,curl,20,1.000,9.485,4673024.000,1,0,119.320,123.500,13594147498.667,13615925077.333,10,0
figlet,0,1.000,0.086,8385024.000,1,0,cows,10,1.000,1.321,6643712.000,1,0,curl,20,1.000,12.159,7348224.000,1,0,119.080,122.860,13582146218.667,13607479978.667,10,0
figlet,0,1.000,0.103,8442368.000,1,0,cows,10,1.000,1.523,5296128.000,1,0,curl,20,1.000,12.516,5455872.000,1,0,144.120,155.660,13604128768.000,13689398272.000,10,0
figlet,0,1.000,0.089,8450048.000,1,0,cows,10,1.000,1.614,7213056.000,5,0,curl,30,1.000,17.419,5573632.000,5,0,148.480,139.440,13653284181.333,13667231402.667,10,0
figlet,0,1.000,0.087,8450048.000,1,0,cows,10,1.000,1.635,35322368.000,5,0,curl,30,1.000,15.321,5381632.000,5,0,135.960,143.600,13670894250.667,13679711232.000,10,0
figlet,0,1.000,0.092,8498176.000,1,0,cows,10,1.000,2.111,14805674.667,5,0,curl,30,1.000,20.639,7462912.000,5,0,147.680,144.325,13681264640.000,13681782784.000,10,0
figlet,0,1.000,0.093,8515584.000,1,0,cows,10,1.000,1.365,36185600.000,5,0,curl,40,1.000,22.038,6766080.000,13,0,147.080,164.380,13678774954.667,13731977898.667,10,0
figlet,0,1.000,0.092,8608256.000,1,0,cows,10,1.000,3.810,6279168.000,1,0,curl,40,1.000,24.813,11884373.333,17,1,154.360,162.610,13845601621.333,13895710549.333,10,1
figlet,0,1.000,0.096,8566784.000,1,0,cows,10,1.000,1.163,6553600.000,1,0,curl,40,1.000,14.864,11373226.667,5,0,164.320,161.060,13950266709.333,13993102165.333,20,0
figlet,0,1.000,0.090,8584704.000,1,0,cows,10,0.997,1.616,6447104.000,1,0,curl,50,1.000,25.858,6555989.333,1,0,209.760,192.690,13808657066.667,13836293802.667,10,0
figlet,0,1.000,0.078,8587776.000,1,0,cows,10,1.000,2.777,20086784.000,1,0,curl,50,1.000,28.140,6827520.000,1,0,185.700,171.030,13765732761.600,13791392597.333,10,0
figlet,0,1.000,0.097,8619349.333,1,0,cows,10,1.000,1.392,37393920.000,1,0,curl,50,1.000,36.080,10354688.000,1,0,169.800,164.750,13761258154.667,13783043413.333,10,0
figlet,0,1.000,0.097,8591872.000,1,0,cows,20,1.000,1.842,37531648.000,1,0,curl,0,1.000,12.253,3782656.000,1,0,173.480,124.640,13762051413.333,13760876885.333,10,0
figlet,0,1.000,0.078,8593408.000,1,0,cows,20,1.000,3.300,6934528.000,1,0,curl,0,1.000,0.193,30546944.000,1,0,90.760,84.840,13722008917.333,13715674453.333,10,0
figlet,0,1.000,0.092,8689152.000,1,0,cows,20,1.000,4.195,6889472.000,1,0,curl,0,1.000,0.152,30547968.000,1,0,89.160,102.380,13701850453.333,13727782229.333,10,0
figlet,0,1.000,0.087,8614741.333,1,0,cows,20,1.000,4.026,15054336.000,1,0,curl,10,1.000,5.229,32876032.000,1,0,86.800,91.720,13700989610.667,13703484757.333,10,0
figlet,0,1.000,0.095,8599552.000,1,0,cows,20,1.000,3.469,5144576.000,1,0,curl,10,1.000,6.465,5033984.000,1,0,112.120,110.640,13712870741.333,13742309546.667,10,0
figlet,0,1.000,0.100,8610304.000,1,0,cows,20,1.000,1.962,14635008.000,5,0,curl,10,1.000,6.604,4486144.000,5,0,126.400,115.500,13721681920.000,13736316757.333,10,0
figlet,0,1.000,0.093,8613888.000,1,0,cows,20,1.000,2.720,7282688.000,5,0,curl,20,1.000,8.318,5117440.000,5,0,119.440,130.390,13747952298.667,13752474624.000,10,0
figlet,0,1.000,0.088,8620032.000,1,0,cows,20,1.000,4.958,16094208.000,9,0,curl,20,1.000,12.348,6046720.000,9,0,153.440,137.030,13754705920.000,13821994666.667,10,0
figlet,0,1.000,0.095,8629760.000,1,0,cows,20,1.000,6.827,4636672.000,13,0,curl,20,1.000,12.638,10761728.000,13,0,141.640,131.786,13936205141.333,14021171541.333,10,0
figlet,0,1.000,0.084,8630272.000,1,0,cows,20,1.000,7.461,15000576.000,17,1,curl,30,1.000,18.062,1822720.000,17,1,152.680,151.040,14147941717.333,14212715008.000,10,1
figlet,0,1.000,0.100,8612693.333,1,0,cows,20,0.998,3.368,23134208.000,1,0,curl,30,1.000,13.493,5266944.000,1,0,179.080,164.410,14337642496.000,14236697770.667,20,0
figlet,0,1.000,0.087,8621056.000,1,0,cows,20,1.000,4.595,19566592.000,1,0,curl,30,1.000,15.682,5228032.000,1,0,188.120,163.930,13797969237.333,13812671317.333,10,0
figlet,0,1.000,0.090,8622080.000,1,0,cows,20,1.000,2.341,7716864.000,1,0,curl,40,1.000,26.611,9121792.000,1,0,151.640,155.460,13792577536.000,13813738496.000,10,0
figlet,0,1.000,0.081,8626176.000,1,0,cows,20,1.000,1.810,37900800.000,1,0,curl,40,1.000,26.941,5441536.000,1,0,159.880,161.010,13795009194.667,13811856725.333,10,0
figlet,0,1.000,0.084,8638464.000,1,0,cows,20,1.000,1.947,37775872.000,1,0,curl,40,1.000,33.485,5984256.000,1,0,183.280,166.780,13788465152.000,13813780992.000,10,0
figlet,0,1.000,0.102,8638464.000,1,0,cows,20,1.000,1.932,9048064.000,5,0,curl,50,1.000,26.017,7414272.000,5,0,172.160,165.589,13793877333.333,13811886592.000,10,0
figlet,0,1.000,0.082,8643754.667,1,0,cows,20,1.000,2.263,19664896.000,5,0,curl,50,1.000,26.534,5287936.000,5,0,159.320,170.970,13806189909.333,13813960874.667,10,0
figlet,0,1.000,0.100,8646656.000,1,0,cows,20,1.000,4.243,4923392.000,5,0,curl,50,1.000,29.871,8220672.000,13,0,171.280,179.070,13809177941.333,13865350314.667,10,0
figlet,0,1.000,0.089,8646656.000,1,0,cows,30,1.000,6.573,14038016.000,9,0,curl,0,1.000,11.034,12131328.000,1,0,170.880,141.990,13960751786.667,14019142144.000,10,0
figlet,0,1.000,0.100,8646656.000,1,0,cows,30,1.000,7.768,26283178.667,13,0,curl,0,1.000,0.187,11374592.000,1,0,137.160,109.490,14023976960.000,13993604608.000,10,0
figlet,0,1.000,0.076,8646656.000,1,0,cows,30,1.000,9.946,28076544.000,17,1,curl,0,1.000,0.167,30330880.000,1,0,106.040,106.680,14052960938.667,14114114389.333,10,1
figlet,10,1.000,1.400,9070421.333,1,0,cows,0,1.000,1.271,29126656.000,1,0,curl,0,1.000,0.214,30330880.000,1,0,82.760,108.380,14193517226.667,14023213909.333,20,0
figlet,10,1.000,2.275,4284416.000,1,0,cows,0,1.000,0.091,37838848.000,1,0,curl,0,1.000,0.182,30330880.000,1,0,78.640,77.240,13734425258.667,13754436266.667,10,0
figlet,10,1.000,2.389,4691456.000,1,0,cows,0,1.000,0.108,37478912.000,1,0,curl,0,1.000,0.209,30330880.000,1,0,91.600,75.690,13764085760.000,13767184554.667,10,0
figlet,10,1.000,1.830,6270976.000,5,0,cows,0,1.000,0.088,37384192.000,1,0,curl,10,1.000,6.238,32466944.000,5,0,93.360,93.110,13767001429.333,13765089280.000,10,0
figlet,10,1.000,1.857,9817088.000,1,0,cows,0,1.000,0.113,37384192.000,1,0,curl,10,1.000,6.581,4661248.000,1,0,111.520,109.620,13775093077.333,13792046933.333,10,0
figlet,10,1.000,2.382,9846272.000,1,0,cows,0,1.000,0.110,36701184.000,1,0,curl,10,1.000,6.211,5273600.000,1,0,128.240,111.930,13765606058.667,13792807765.333,10,0
figlet,10,1.000,1.404,4413269.333,1,0,cows,0,1.000,0.106,36294656.000,1,0,curl,20,1.000,9.825,5505024.000,1,0,128.760,136.450,13777029120.000,13803737770.667,10,0
figlet,10,1.000,1.963,5906432.000,1,0,cows,0,1.000,0.098,36307285.333,1,0,curl,20,1.000,12.900,2723840.000,1,0,140.320,153.620,13794034346.667,13858243242.667,10,0
figlet,10,1.000,2.230,5136384.000,1,0,cows,0,1.000,0.105,36429994.667,1,0,curl,20,1.000,12.386,5468160.000,1,0,172.080,137.530,13849275733.333,13840551082.667,10,0
figlet,10,1.000,2.250,3627008.000,5,0,cows,0,1.000,0.083,36475392.000,1,0,curl,30,1.000,11.616,5576704.000,5,0,145.560,134.679,13821416789.333,13842374997.333,10,0
figlet,10,1.000,1.733,10075136.000,5,0,cows,0,1.000,0.099,36495360.000,1,0,curl,30,1.000,20.073,5819904.000,5,0,142.120,144.330,13826630314.667,13846377642.667,10,0
figlet,10,1.000,1.914,3987456.000,5,0,cows,0,1.000,0.098,36311893.333,1,0,curl,30,1.000,23.220,4702208.000,5,0,147.960,139.770,13836007424.000,13852333226.667,10,0
figlet,10,1.000,2.192,4286464.000,5,0,cows,0,1.000,0.074,36272128.000,1,0,curl,40,1.000,18.737,4609365.333,13,0,141.720,159.340,13841889280.000,13904986624.000,10,0
figlet,10,1.000,2.105,3572736.000,1,0,cows,0,1.000,0.085,36331008.000,1,0,curl,40,1.000,25.795,10442752.000,17,1,155.760,164.580,13992027477.333,14057862314.667,10,1
figlet,10,1.000,1.699,3787776.000,1,0,cows,0,1.000,0.094,36309504.000,1,0,curl,40,1.000,15.189,4856320.000,5,0,174.600,155.140,14116670805.333,14138511872.000,20,0
figlet,10,1.000,2.114,3714560.000,1,0,cows,0,1.000,0.099,36389888.000,1,0,curl,50,1.000,31.564,5609472.000,1,0,224.000,196.710,13938998613.333,13961084757.333,10,0
figlet,10,1.000,1.968,5263360.000,1,0,cows,0,1.000,0.109,36438016.000,1,0,curl,50,1.000,27.586,8245248.000,1,0,191.920,182.370,13947110741.333,13936409941.333,10,0
figlet,10,1.000,2.198,2547712.000,1,0,cows,0,1.000,0.103,36421632.000,1,0,curl,50,1.000,31.144,6883328.000,1,0,176.480,194.040,13912483157.333,13981524309.333,10,0
figlet,10,1.000,1.725,5926912.000,1,0,cows,10,1.000,0.989,37084672.000,1,0,curl,0,1.000,11.442,3362816.000,1,0,190.840,131.920,13967785984.000,13909648896.000,10,0
figlet,10,1.000,2.578,10229760.000,1,0,cows,10,1.000,2.825,5287936.000,1,0,curl,0,1.000,0.190,3854336.000,1,0,120.920,105.850,13883876693.333,13886080512.000,10,0
figlet,10,1.000,1.949,4112384.000,1,0,cows,10,1.000,0.921,5722112.000,1,0,curl,0,1.000,0.195,32018432.000,1,0,113.640,128.910,13860306944.000,13914771456.000,10,0
figlet,10,1.000,2.385,10089984.000,1,0,cows,10,1.000,0.882,6848512.000,1,0,curl,10,1.000,3.294,33208832.000,1,0,127.760,112.440,13884585301.333,13890264746.667,10,0
figlet,10,1.000,2.192,10107392.000,1,0,cows,10,1.000,1.238,6029312.000,1,0,curl,10,1.000,3.778,3567616.000,1,0,129.720,135.180,13854975317.333,13899057322.667,10,0
figlet,10,1.000,2.020,3727360.000,5,0,cows,10,1.000,1.908,18694144.000,5,0,curl,10,1.000,7.585,4392960.000,5,0,156.920,134.070,13909551786.667,13940379136.000,10,0
figlet,10,1.000,1.497,4083712.000,5,0,cows,10,1.000,1.631,38362965.333,5,0,curl,20,1.000,11.778,5160960.000,5,0,148.480,147.940,13941785941.333,13950270464.000,10,0
figlet,10,1.000,2.260,10195456.000,5,0,cows,10,1.000,1.502,5283840.000,5,0,curl,20,1.000,10.976,7299584.000,13,0,163.960,168.017,13932216320.000,13988948309.333,10,0
figlet,10,1.000,2.263,10211328.000,1,0,cows,10,1.000,1.274,6725632.000,1,0,curl,20,1.000,14.805,10033152.000,17,1,166.080,161.850,14083685717.333,14140254208.000,10,1
figlet,10,1.000,1.822,4288512.000,1,0,cows,20,1.000,2.053,6254592.000,1,0,curl,0,1.000,2.496,10135552.000,1,0,155.040,141.810,14160828416.000,14189676544.000,20,0
figlet,10,1.000,2.023,3866624.000,1,0,cows,20,1.000,2.653,5181440.000,1,0,curl,0,1.000,0.164,32145408.000,1,0,151.640,125.900,13932293461.333,13929034069.333,10,0
figlet,10,1.000,2.319,10398208.000,1,0,cows,20,1.000,4.309,13355008.000,1,0,curl,0,1.000,0.177,32145408.000,1,0,115.760,116.430,13903568896.000,13970593792.000,10,0
figlet,10,1.000,2.077,4455424.000,1,0,cows,20,1.000,2.494,6864896.000,1,0,curl,10,1.000,5.232,34333184.000,1,0,121.520,118.840,14110172501.333,14150884693.333,10,0
figlet,10,1.000,2.329,5914624.000,1,0,cows,20,1.000,2.212,4755456.000,1,0,curl,10,1.000,7.579,5287936.000,1,0,144.320,139.330,14175460010.667,14022484480.000,10,0
figlet,10,1.000,1.850,4118528.000,1,0,cows,20,1.000,2.098,6991872.000,1,0,curl,10,1.000,7.210,5187584.000,1,0,147.160,139.420,13808568320.000,13835746986.667,10,0
figlet,10,1.000,1.889,4228608.000,1,0,cows,20,1.000,4.356,38329856.000,1,0,curl,20,1.000,9.709,5021696.000,1,0,154.560,149.500,13813055488.000,13850991274.667,10,0
figlet,10,1.000,2.247,5173248.000,1,0,cows,20,1.000,2.210,15568896.000,1,0,curl,20,1.000,13.918,2875392.000,1,0,164.600,149.540,13837770752.000,13854109866.667,10,0
figlet,10,1.000,2.264,4870144.000,5,0,cows,20,1.000,2.160,17733120.000,5,0,curl,20,1.000,12.963,5029888.000,5,0,170.920,152.890,13801762816.000,13832866474.667,10,0
figlet,10,1.000,2.165,10375168.000,5,0,cows,20,1.000,2.597,6049792.000,5,0,curl,30,1.000,13.227,4631040.000,5,0,160.640,171.620,13817103701.333,13841343658.667,10,0
figlet,10,1.000,2.033,4016128.000,5,0,cows,20,1.000,2.742,18681856.000,5,0,curl,30,1.000,18.464,5646848.000,13,0,178.360,184.760,13840465920.000,13896967850.667,10,0
figlet,10,1.000,1.534,3252224.000,5,0,cows,20,0.998,4.275,4792320.000,13,0,curl,30,1.000,19.821,11274240.000,20,1,195.040,201.670,13992102570.667,14145830741.333,10,1
figlet,10,1.000,1.950,4404565.333,1,0,cows,30,1.000,6.478,25327616.000,5,0,curl,0,1.000,3.597,4251648.000,1,0,206.920,198.652,14373384874.667,14291508565.333,20,0
figlet,10,1.000,1.679,3945472.000,1,0,cows,30,1.000,8.644,15900160.000,13,0,curl,0,1.000,0.199,30547968.000,1,0,180.840,163.270,13867373909.333,13950036650.667,10,0
figlet,10,1.000,1.605,3915264.000,1,0,cows,30,1.000,3.928,6705152.000,5,0,curl,0,1.000,0.181,30547968.000,1,0,166.520,139.070,14098988373.333,14002831701.333,20,0
figlet,10,1.000,2.131,14646613.333,1,0,cows,30,1.000,7.509,15831040.000,1,0,curl,10,1.000,4.357,31513600.000,1,0,150.960,148.100,13794136746.667,13865976661.333,10,0
figlet,10,1.000,1.859,2777088.000,1,0,cows,30,1.000,4.552,17215488.000,1,0,curl,10,1.000,7.646,4950016.000,1,0,155.280,160.620,13793757866.667,13827640320.000,10,0
figlet,10,1.000,1.996,3461120.000,1,0,cows,30,1.000,3.609,5087232.000,1,0,curl,10,1.000,7.055,5138432.000,1,0,174.680,166.110,13800316245.333,13823943338.667,10,0
figlet,10,1.000,2.063,14638080.000,1,0,cows,30,1.000,2.565,7696384.000,1,0,curl,20,1.000,10.724,5130240.000,1,0,171.640,162.430,13809282389.333,13838718805.333,10,0
figlet,10,1.000,2.139,3542528.000,1,0,cows,30,1.000,4.224,13576192.000,1,0,curl,20,1.000,15.480,5505024.000,1,0,169.840,165.560,13761018538.667,13783147861.333,10,0
figlet,10,1.000,2.439,5214208.000,1,0,cows,30,1.000,2.700,6938624.000,1,0,curl,20,1.000,12.033,5117952.000,1,0,178.160,160.880,13752988330.667,13793348608.000,10,0
figlet,10,1.000,1.987,3803136.000,5,0,cows,30,1.000,3.164,6012928.000,5,0,curl,30,1.000,17.103,5124096.000,5,0,187.160,173.600,13755872597.333,13788726442.667,10,0
figlet,10,1.000,2.361,4005888.000,5,0,cows,30,1.000,3.082,5750784.000,5,0,curl,30,1.000,24.167,5346816.000,5,0,175.520,184.308,13765069482.667,13792147285.333,10,0
figlet,10,1.000,1.998,14651392.000,5,0,cows,30,1.000,3.584,4882432.000,5,0,curl,30,1.000,17.516,6819328.000,13,0,179.440,185.550,13792450560.000,13835622058.667,10,0
figlet,10,1.000,2.616,4077568.000,5,0,cows,30,1.000,5.456,3616768.000,13,0,curl,40,1.000,24.660,11970560.000,20,1,202.200,209.130,13919018325.333,14066107050.667,10,1
figlet,10,1.000,1.659,3608576.000,1,0,cows,30,1.000,3.707,7241728.000,5,0,curl,40,1.000,18.345,11322880.000,1,0,215.920,218.850,14330630826.667,14327373141.333,20,0
figlet,10,1.000,1.518,14910976.000,1,0,cows,30,1.000,3.636,4857856.000,1,0,curl,40,1.000,24.698,3219456.000,1,0,222.280,218.358,13922198186.667,13945132202.667,10,0
figlet,10,1.000,2.043,3651584.000,1,0,cows,30,1.000,3.730,14106624.000,1,0,curl,50,1.000,25.606,5904384.000,1,0,218.680,204.912,13859597653.333,13883000149.333,10,0
figlet,10,1.000,2.077,4378624.000,1,0,cows,30,1.000,2.696,6053888.000,1,0,curl,50,1.000,30.541,10625024.000,1,0,203.280,202.169,13838316202.667,13877662378.667,10,0
figlet,10,1.000,1.970,3309568.000,1,0,cows,30,1.000,3.714,7430144.000,1,0,curl,50,1.000,31.604,6291456.000,1,0,198.720,203.362,13832271872.000,13873518421.333,10,0
figlet,10,1.000,1.683,3444736.000,5,0,cows,40,1.000,3.328,18182144.000,5,0,curl,0,1.000,7.735,3026944.000,1,0,219.760,163.810,13859818837.333,13847644330.667,10,0
figlet,10,1.000,1.694,4960256.000,5,0,cows,40,1.000,3.539,7241728.000,5,0,curl,0,1.000,0.201,30904320.000,1,0,137.920,127.730,13797519360.000,13785855658.667,10,0
figlet,10,1.000,2.566,3971072.000,5,0,cows,40,1.000,2.859,7147520.000,5,0,curl,0,1.000,0.183,30904320.000,1,0,147.880,165.660,13796586154.667,13826708309.333,10,0
figlet,10,1.000,2.216,3956736.000,5,0,cows,40,1.000,8.574,17370112.000,13,0,curl,10,1.000,5.903,32967680.000,5,0,140.640,149.269,13796810069.333,13881299968.000,10,0
figlet,10,1.000,1.629,3219456.000,5,0,cows,40,1.000,12.312,26568874.667,20,1,curl,10,1.000,8.487,4567040.000,1,0,170.800,180.656,14042221226.667,14155867136.000,10,1
figlet,10,1.000,2.260,3854336.000,1,0,cows,40,1.000,5.282,28205056.000,5,0,curl,10,1.000,4.112,2871296.000,1,0,192.320,187.648,14292114090.667,14154693461.333,20,0
figlet,10,1.000,2.148,3088384.000,1,0,cows,40,1.000,8.328,18114048.000,13,0,curl,20,1.000,10.759,3031040.000,9,0,183.520,189.670,13806612480.000,13967996416.000,10,0
figlet,10,1.000,2.329,15031296.000,1,0,cows,40,1.000,3.753,26202112.000,5,0,curl,20,1.000,10.191,5642752.000,1,0,219.320,191.450,14223147008.000,14223220394.667,20,0
figlet,10,1.000,1.754,15021056.000,1,0,cows,40,1.000,5.905,9830400.000,1,0,curl,20,1.000,13.199,6373376.000,1,0,226.360,208.980,13913621162.667,13967168512.000,10,0
figlet,10,1.000,1.988,15013376.000,1,0,cows,40,0.999,5.969,41115477.333,1,0,curl,30,1.000,17.574,5321728.000,1,0,180.880,184.667,13861405354.667,13896109738.667,10,0
figlet,10,1.000,2.489,4349952.000,1,0,cows,40,1.000,3.219,8482816.000,1,0,curl,30,1.000,22.030,4596224.000,1,0,199.360,185.269,13868992512.000,13908194645.333,10,0
figlet,10,1.000,2.161,4210688.000,1,0,cows,40,1.000,5.642,20189184.000,1,0,curl,30,1.000,16.081,4725760.000,1,0,196.800,186.000,13878035114.667,13899186346.667,10,0
figlet,10,1.000,2.398,3751936.000,5,0,cows,40,1.000,3.766,6852608.000,5,0,curl,40,1.000,22.993,5550080.000,5,0,188.640,186.500,13820517717.333,13853626026.667,10,0
figlet,10,1.000,2.262,15082666.667,5,0,cows,40,1.000,3.518,11358208.000,5,0,curl,40,1.000,18.478,5701632.000,5,0,195.240,198.370,13858033664.000,13875301546.667,10,0
figlet,10,1.000,2.084,3874816.000,5,0,cows,40,1.000,3.346,41455616.000,5,0,curl,40,1.000,25.957,7484416.000,13,0,200.360,204.060,13865567573.333,13919851690.667,10,0
figlet,10,1.000,2.276,2969600.000,1,0,cows,40,1.000,8.796,7577600.000,9,0,curl,50,1.000,30.149,5224448.000,17,1,199.960,228.515,14010800810.667,14148551509.333,10,1
figlet,10,1.000,1.922,15109120.000,5,0,cows,40,1.000,4.761,16844800.000,9,0,curl,50,0.811,20.389,10305024.000,9,1,303.800,221.570,14314777941.333,14379094016.000,20,1
figlet,10,1.000,1.842,4149248.000,5,0,cows,40,1.000,4.338,7856128.000,5,0,curl,50,1.000,28.742,2852352.000,5,0,231.120,231.418,14167400448.000,14137651712.000,10,0
figlet,10,1.000,2.055,2945024.000,1,0,cows,50,1.000,9.616,6758400.000,13,0,curl,0,1.000,11.620,2949120.000,1,0,207.760,195.704,14010766677.333,14076318037.333,10,0
figlet,10,1.000,2.117,15251456.000,1,0,cows,50,1.000,4.597,21114880.000,5,0,curl,0,1.000,0.210,3248128.000,1,0,188.640,171.200,14206227797.333,14122888192.000,20,0
figlet,10,1.000,2.017,15219200.000,1,0,cows,50,1.000,12.013,13558272.000,13,0,curl,0,1.000,0.200,44257280.000,1,0,156.960,159.310,13913238186.667,14044130133.333,10,0
figlet,10,1.000,1.223,3940352.000,1,0,cows,50,1.000,6.439,15923882.667,5,0,curl,10,1.000,3.080,45231104.000,1,0,165.200,157.300,14199931562.667,14140432384.000,20,0
figlet,10,1.000,2.008,3688448.000,1,0,cows,50,1.000,11.319,21685930.667,13,0,curl,10,1.000,7.644,4299264.000,1,0,180.640,182.660,13929604437.333,14082395648.000,10,0
figlet,10,1.000,1.456,15154688.000,1,0,cows,50,1.000,4.439,26836309.333,1,0,curl,10,1.000,5.791,3952640.000,1,0,197.792,169.660,14237558101.333,14172705962.667,20,0
figlet,10,1.000,2.051,3569664.000,1,0,cows,50,1.000,6.118,5468160.000,1,0,curl,20,1.000,12.357,5658624.000,1,0,161.760,167.281,13883301205.333,13933291178.667,10,0
figlet,10,1.000,2.524,3769685.333,1,0,cows,50,1.000,2.663,5304320.000,1,0,curl,20,1.000,14.706,3910314.667,1,0,164.880,173.960,13894852608.000,13933825194.667,10,0
figlet,10,1.000,2.305,4804608.000,1,0,cows,50,1.000,6.507,49170432.000,1,0,curl,20,1.000,11.787,6742016.000,1,0,182.049,172.911,13920356352.000,13940200789.333,10,0
figlet,10,1.000,2.051,5107712.000,1,0,cows,50,1.000,4.325,20037632.000,1,0,curl,30,1.000,16.372,7163904.000,1,0,190.320,181.480,13909458944.000,13950366037.333,10,0
figlet,10,1.000,1.672,15164416.000,5,0,cows,50,1.000,4.812,7258112.000,5,0,curl,30,1.000,19.603,5234688.000,5,0,201.900,197.710,13906840780.800,13942508202.667,10,0
figlet,10,1.000,1.688,3137536.000,5,0,cows,50,0.998,5.165,5107712.000,5,0,curl,30,1.000,16.364,5271552.000,5,0,199.520,192.950,13946047829.333,13954841600.000,10,0
figlet,10,1.000,1.810,15259136.000,5,0,cows,50,1.000,8.535,22823765.333,13,0,curl,40,1.000,24.191,3248128.000,13,0,201.840,202.927,13940677973.333,14099585024.000,10,0
figlet,10,1.000,1.742,3611648.000,1,0,cows,50,1.000,12.999,29428224.000,17,1,curl,40,1.000,31.300,9220266.667,17,1,214.880,221.308,14325639168.000,14465028778.667,10,1
figlet,10,1.000,1.229,3530752.000,1,0,cows,50,1.000,7.219,26383701.333,1,0,curl,40,1.000,8.295,10712576.000,1,0,230.686,215.110,14624348160.000,14568486400.000,20,0
figlet,10,1.000,1.519,7266304.000,1,0,cows,50,1.000,3.598,47959210.667,1,0,curl,50,1.000,36.195,2861738.667,1,0,236.520,235.330,14110973952.000,14047612074.667,10,0
figlet,10,1.000,2.241,3654144.000,1,0,cows,50,1.000,4.592,51984896.000,1,0,curl,50,1.000,38.878,3129344.000,1,0,214.233,218.858,13958368597.333,13983501653.333,10,0
figlet,10,1.000,2.027,4788224.000,5,0,cows,50,1.000,4.771,51848192.000,5,0,curl,50,1.000,31.893,6103040.000,5,0,216.440,209.416,13931438762.667,13960859648.000,10,0
figlet,20,1.000,2.737,4063232.000,5,0,cows,0,1.000,1.483,5488640.000,1,0,curl,0,1.000,8.970,3577856.000,1,0,203.120,154.050,13956668757.333,13925792597.333,10,0
figlet,20,1.000,3.814,4066816.000,5,0,cows,0,1.000,0.105,52175360.000,1,0,curl,0,1.000,0.180,40523264.000,1,0,110.400,97.940,13845998250.667,13849631232.000,10,0
